STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,cpa2_1,Statistical Classification of Products by Activity (CPA 2.1),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2016,,3.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2017,,3.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2018,,4.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2019,,4.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2020,,4.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2021,,4.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2022,,3.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2023,,2.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2024,,2.3,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,DK,Denmark,2025,,2.6,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2010,,0.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2011,,0.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2012,,0.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2013,,0.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2014,,0.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2015,,0.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2016,,0.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2017,,0.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2018,,0.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2019,,0.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2020,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2021,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2022,,0.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2023,,0.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2024,,0.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EE,Estonia,2025,,0.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2010,,3.9,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2011,,2.2,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2012,,1.2,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2013,,0.7,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2014,,0.6,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2015,,0.5,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2016,,0.6,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2017,,0.7,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2018,,0.9,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2019,,1.1,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2020,,1.4,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2021,,2.2,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2022,,2.2,,p,provisional,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2023,,2.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2024,,3.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,EL,Greece,2025,,2.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2010,,18.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2011,,15.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2012,,11.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2013,,6.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2014,,6.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2015,,7.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2016,,11.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2017,,13.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2018,,16.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2019,,17.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2020,,15.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2021,,15.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2022,,15.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2023,,15.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2024,,16.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,ES,Spain,2025,,15.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2010,,3.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2011,,3.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2012,,3.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2013,,2.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2014,,3.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2015,,3.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2016,,3.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2017,,4.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2018,,3.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2019,,3.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2020,,3.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2021,,4.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2022,,3.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2023,,2.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2024,,1.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FI,Finland,2025,,1.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2010,,41.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2011,,44.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2012,,41.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2013,,36.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2014,,30.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2015,,32.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2016,,37.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2017,,39.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2018,,37.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2019,,36.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2020,,32.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2021,,40.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2022,,40.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2023,,29.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2024,,24.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,FR,France,2025,,27.7,,,,,
