STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,cpa2_1,Statistical Classification of Products by Activity (CPA 2.1),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2010,,1.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2011,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2012,,0.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2013,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2014,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2015,,0.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2016,,0.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2017,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2018,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2019,,1.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2020,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2021,,1.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2022,,2.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2023,,2.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2024,,2.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HR,Croatia,2025,,2.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2010,,1.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2011,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2012,,1.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2013,,0.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2014,,1.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2015,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2016,,3.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2017,,4.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2018,,3.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2019,,3.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2020,,2.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2021,,3.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2022,,4.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2023,,2.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2024,,2.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,HU,Hungary,2025,,3.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2010,,2.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2011,,2.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2012,,1.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2013,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2014,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2015,,2.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2016,,2.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2017,,3.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2018,,4.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2019,,4.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2020,,4.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2021,,4.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2022,,4.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2023,,4.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2024,,4.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IE,Ireland,2025,,4.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2010,,8.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2011,,8.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2012,,6.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2013,,4.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2014,,3.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2015,,3.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2016,,3.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2017,,4.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2018,,4.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2019,,5.0,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2020,,4.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2021,,5.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2022,,5.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2023,,4.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2024,,4.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,IT,Italy,2025,,4.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2010,,1.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2011,,0.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2012,,1.2,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2013,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2014,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2015,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2016,,1.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2017,,1.6,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2018,,1.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2019,,1.4,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2020,,1.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2021,,2.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2022,,1.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2023,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2024,,1.3,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LT,Lithuania,2025,,1.5,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2010,,0.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2011,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2012,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2013,,0.7,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2014,,1.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2015,,0.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2016,,0.8,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2017,,0.9,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2018,,1.1,,,,,
dataflow,ESTAT:STS_COBP_A(1.0),Building permits by type of building - annual data,A,Annual,BPRM_SQM,Building permits - m2 of useful floor area,CPA_F41001,Residential buildings,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),MIO_M2,Million square metres,LU,Luxembourg,2019,,1.0,,,,,
