STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SCENARIO,Scenario,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2007,,120.481,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2008,,120.18,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2009,,107.78,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2010,,114.49,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2011,,105.098,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2012,,102.435,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2013,,102.762,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2014,,97.034,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2015,,101.275,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2016,,99.742,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2017,,99.192,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2018,,100.159,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2019,,99.684,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2020,,91.228,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,BEL,Belgium,CO2,"Gross CO2 emissions, million tonnes",BAU1,"Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs",A,Annual,2021,,94.886,,,,T_CO2E,Tonnes of CO2-equivalent,0,Units,2,Two
