STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,projection,Type of projection,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2039,,3669083,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2040,,3648026,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2041,,3626889,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2042,,3605647,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2043,,3584468,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2044,,3563427,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2045,,3542619,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2046,,3521984,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2047,,3501504,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2048,,3481333,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2049,,3461441,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2050,,3441967,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2051,,3422710,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2052,,3403718,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2053,,3385127,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2054,,3366950,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2055,,3349029,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2056,,3331556,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2057,,3314530,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2058,,3297600,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2059,,3281256,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HR,Croatia,2060,,3265212,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2026,,9489006,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2027,,9432688,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2028,,9377987,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2029,,9326264,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2030,,9276740,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2031,,9229884,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2032,,9185920,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2033,,9144703,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2034,,9105791,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2035,,9068641,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2036,,9030688,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2037,,8992512,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2038,,8954822,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2039,,8917560,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2040,,8883635,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2041,,8851140,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2042,,8818938,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2043,,8786445,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2044,,8753553,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2045,,8720462,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2046,,8687001,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2047,,8653638,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2048,,8620079,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2049,,8586512,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2050,,8553183,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2051,,8520719,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2052,,8488430,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2053,,8456104,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2054,,8423670,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2055,,8390984,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2056,,8358121,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2057,,8324863,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2058,,8290711,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2059,,8255816,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,HU,Hungary,2060,,8220534,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2026,,5528338,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2027,,5605476,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2028,,5675542,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2029,,5738411,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2030,,5794004,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2031,,5842204,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2032,,5882925,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2033,,5922608,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2034,,5960645,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2035,,5997143,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2036,,6031958,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2037,,6067813,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2038,,6102254,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2039,,6135464,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2040,,6167777,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2041,,6199337,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2042,,6230191,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2043,,6260442,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2044,,6290144,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2045,,6319525,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2046,,6348122,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2047,,6375477,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2048,,6401740,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2049,,6426309,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2050,,6449180,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2051,,6470481,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2052,,6489903,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2053,,6507663,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2054,,6523551,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2055,,6537342,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2056,,6549752,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2057,,6560181,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2058,,6568765,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2059,,6575601,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IE,Ireland,2060,,6580861,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2026,,394325,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2027,,398795,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2028,,403058,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2029,,407128,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2030,,410958,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2031,,414563,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2032,,417934,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2033,,421247,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2034,,424473,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2035,,427622,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2036,,430646,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2037,,433673,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2038,,436591,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2039,,439399,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2040,,442103,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2041,,444710,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2042,,447222,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2043,,449649,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2044,,451976,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2045,,454224,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2046,,456397,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2047,,458484,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2048,,460503,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2049,,462443,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2050,,464318,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2051,,466127,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2052,,467876,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2053,,469573,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2054,,471234,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2055,,472859,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2056,,474469,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2057,,476005,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2058,,477518,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2059,,478996,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IS,Iceland,2060,,480420,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2026,,58942829,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2027,,58917036,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2028,,58873875,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2029,,58816636,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2030,,58747265,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2031,,58659754,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2032,,58555782,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2033,,58450062,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2034,,58343323,,,,,
dataflow,ESTAT:PROJ_25NP(1.0),"Population on 1st January by age, sex and type of projection",A,Annual,T,Total,TOTAL,Total,BSL,Baseline projections,PER,Person,IT,Italy,2035,,58236856,,,,,
