STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2015,,112.36,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2016,,109.47,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2017,,105.49,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2018,,99.97,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2019,,96.56,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2020,,91.77,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2021,,89.58,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2022,,79.31,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2023,,68.26,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DE,Germany,2024,,65.20,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,1995,,218.16,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,1996,,228.57,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,1997,,204.21,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,1998,,195.10,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,1999,,180.03,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2000,,163.64,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2001,,161.96,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2002,,152.93,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2003,,159.74,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2004,,144.68,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2005,,135.49,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2006,,137.60,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2007,,129.50,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2008,,119.58,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2009,,118.07,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2010,,116.29,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2011,,106.47,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2012,,101.10,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2013,,99.49,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2014,,93.34,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2015,,90.23,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2016,,89.31,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2017,,84.08,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2018,,82.23,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2019,,79.01,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2020,,71.02,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2021,,67.26,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2022,,59.48,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2023,,58.43,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),DK,Denmark,2024,,57.19,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,1995,,733.46,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,1996,,721.45,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,1997,,618.21,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,1998,,547.62,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,1999,,517.83,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2000,,440.11,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2001,,428.15,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2002,,360.07,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2003,,344.43,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2004,,342.44,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2005,,304.05,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2006,,273.09,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2007,,281.59,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2008,,246.88,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2009,,225.49,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2010,,281.81,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2011,,244.11,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2012,,221.57,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2013,,237.74,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2014,,212.97,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2015,,182.75,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2016,,215.50,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2017,,199.66,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2018,,181.02,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2019,,145.61,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2020,,138.67,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2021,,130.69,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2022,,129.11,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2023,,107.38,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EE,Estonia,2024,,103.93,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,1995,,201.13,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,1996,,192.58,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,1997,,190.46,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,1998,,192.50,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,1999,,186.45,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2000,,186.49,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2001,,176.75,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2002,,164.79,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2003,,159.32,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2004,,152.07,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2005,,150.77,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2006,,139.34,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2007,,136.40,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2008,,131.87,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2009,,131.10,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2010,,132.50,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2011,,142.46,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2012,,147.18,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2013,,128.60,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2014,,125.23,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2015,,124.97,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2016,,123.24,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2017,,125.21,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2018,,120.01,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2019,,117.11,,,,,
dataflow,ESTAT:NRG_IND_EI(1.0),Energy intensity,A,Annual,EI_GDP_PPS,Energy intensity of GDP in purchasing power standards (PPS),KGOE_TEUR_PPS,Kilograms of oil equivalent (KGOE) per thousand euro in purchasing power standards (PPS),EL,Greece,2020,,109.37,,,,,
