STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_nrg,Energy indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2006,,2660.51,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2007,,2393.19,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2008,,2466.82,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2009,,2437.31,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2010,,2516.82,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2011,,2798.59,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2012,,2614.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2013,,2387.56,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2014,,2365.02,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2015,,2371.11,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2016,,2420.17,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2017,,2527.59,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2018,,2352.10,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2019,,2152.56,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2020,,2247.35,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2021,,2503.07,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2022,,2306.77,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2023,,2081.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,BG,Bulgaria,2024,,2108.87,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1990,,824.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1991,,807.88,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1992,,1180.09,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1993,,960.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1994,,815.69,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1995,,907.61,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1996,,795.37,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1997,,910.78,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1998,,757.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,1999,,662.95,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2000,,863.34,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2001,,636.57,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2002,,714.82,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2003,,793.64,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2004,,844.33,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2005,,767.46,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2006,,852.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2007,,804.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2008,,734.66,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2009,,710.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2010,,498.76,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2011,,794.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2012,,817.04,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2013,,707.11,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2014,,523.15,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2015,,749.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2016,,677.81,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2017,,720.83,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2018,,470.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2019,,693.06,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2020,,626.43,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2021,,609.84,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2022,,695.96,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2023,,529.77,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CY,Cyprus,2024,,510.14,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1990,,3302.92,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1991,,3746.58,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1992,,3370.68,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1993,,3577.73,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1994,,3269.88,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1995,,3579.79,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1996,,4116.32,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1997,,3640.37,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1998,,3427.02,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,1999,,3312.24,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2000,,3097.45,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2001,,3560.09,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2002,,3273.97,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2003,,3460.67,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2004,,3470.78,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2005,,3550.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2006,,3430.32,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2007,,3180.25,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2008,,3210.66,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2009,,3333.48,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2010,,3828.88,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2011,,3234.60,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2012,,3399.61,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2013,,3514.82,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2014,,2919.87,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2015,,3090.62,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2016,,3247.67,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2017,,3311.50,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2018,,2995.64,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2019,,2998.07,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2020,,3078.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2021,,3452.39,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2022,,3083.32,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2023,,2921.97,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,CZ,Czechia,2024,,2779.84,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1990,,2957.58,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1991,,3403.08,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1992,,3106.43,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1993,,3297.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1994,,3004.46,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1995,,3264.50,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1996,,3822.29,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1997,,3228.41,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1998,,3135.18,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,1999,,3003.63,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2000,,2842.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2001,,3216.74,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2002,,3052.98,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2003,,3221.84,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2004,,3174.13,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2005,,3149.06,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2006,,3024.04,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2007,,2820.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2008,,2985.84,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2009,,3081.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2010,,3635.40,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2011,,2873.02,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2012,,3130.93,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2013,,3289.06,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2014,,2659.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2015,,2908.42,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2016,,3009.02,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2017,,2965.83,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2018,,2774.95,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2019,,2800.81,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2020,,2741.03,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2021,,3114.19,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2022,,2736.71,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2023,,2661.88,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DE,Germany,2024,,2568.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1990,,3084.85,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1991,,3502.41,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1992,,3148.59,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1993,,3572.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1994,,3421.25,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1995,,3549.28,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1996,,4035.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1997,,3490.29,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1998,,3410.83,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,1999,,3202.85,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2000,,3112.07,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2001,,3494.43,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2002,,3189.34,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2003,,3325.61,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2004,,3309.22,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2005,,3261.34,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2006,,3084.26,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2007,,3000.97,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2008,,3019.35,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2009,,3230.76,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2010,,3982.16,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2011,,3148.45,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2012,,3424.15,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2013,,3396.28,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2014,,2834.98,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2015,,3114.15,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2016,,3141.46,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2017,,3112.11,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2018,,3048.54,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2019,,3026.80,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2020,,2921.40,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,HDD,Heating degree days,DK,Denmark,2021,,3263.77,,,,,
