STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_nrg,Energy indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1990,,4.32,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1991,,6.41,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1992,,37.09,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1993,,7.99,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1994,,34.02,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1995,,6.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1996,,1.62,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1997,,2.23,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1998,,17.29,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,1999,,5.25,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2000,,18.43,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2001,,13.41,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2002,,15.80,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2003,,45.78,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2004,,4.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2005,,10.80,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2006,,28.77,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2007,,25.74,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2008,,7.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2009,,9.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2010,,25.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2011,,17.63,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2012,,31.63,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2013,,46.63,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2014,,8.97,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2015,,67.53,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2016,,12.46,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2017,,36.05,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2018,,32.69,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2019,,40.16,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2020,,10.01,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2021,,24.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2022,,29.40,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2023,,37.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,AT,Austria,2024,,57.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1990,,16.90,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1991,,5.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1992,,9.70,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1993,,0.39,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1994,,40.50,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1995,,36.21,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1996,,7.74,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1997,,14.44,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1998,,8.06,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,1999,,0.86,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2000,,5.66,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2001,,14.51,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2002,,13.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2003,,44.24,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2004,,7.96,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2005,,12.73,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2006,,42.57,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2007,,2.64,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2008,,1.44,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2009,,7.66,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2010,,22.07,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2011,,8.51,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2012,,13.29,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2013,,16.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2014,,8.20,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2015,,30.08,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2016,,25.37,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2017,,16.76,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2018,,35.78,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2019,,39.72,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2020,,52.55,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2021,,4.18,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2022,,25.40,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2023,,12.03,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BE,Belgium,2024,,11.79,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1990,,77.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1991,,62.87,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1992,,116.39,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1993,,125.19,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1994,,149.42,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1995,,55.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1996,,111.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1997,,59.58,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1998,,177.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,1999,,143.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2000,,216.71,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2001,,203.57,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2002,,129.26,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2003,,162.73,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2004,,57.72,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2005,,61.45,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2006,,128.54,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2007,,247.56,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2008,,172.96,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2009,,117.02,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2010,,180.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2011,,128.56,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2012,,274.81,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2013,,134.49,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2014,,102.89,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2015,,198.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2016,,185.14,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2017,,208.93,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2018,,127.77,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2019,,163.85,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2020,,165.92,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2021,,217.20,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2022,,201.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2023,,248.43,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,BG,Bulgaria,2024,,352.51,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1990,,353.09,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1991,,326.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1992,,322.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1993,,423.35,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1994,,528.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1995,,616.78,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1996,,611.99,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1997,,553.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1998,,751.93,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,1999,,707.36,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2000,,754.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2001,,695.26,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2002,,681.16,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2003,,722.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2004,,632.80,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2005,,593.35,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2006,,663.87,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2007,,725.15,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2008,,737.13,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2009,,718.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2010,,745.53,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2011,,672.18,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2012,,774.72,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2013,,687.32,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2014,,634.15,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2015,,678.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2016,,743.13,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2017,,711.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2018,,812.18,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2019,,754.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2020,,802.51,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2021,,732.46,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2022,,698.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2023,,780.47,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CY,Cyprus,2024,,1010.96,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1990,,2.47,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1991,,5.72,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1992,,33.82,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1993,,3.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1994,,48.64,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1995,,6.80,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1996,,0.87,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1997,,2.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1998,,19.71,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,1999,,5.82,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2000,,16.53,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2001,,6.27,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2002,,9.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2003,,38.23,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2004,,2.97,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2005,,12.40,,,,,
