scenario,iso3c,SSP,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
default,AFG,SSP1,gdp,million constant 2017 Int$PPP,33011.7571078906,57116.8934471231,71176.4817232911,78135.9295232967,86148.9100822235,120215.702678836,181680.996817116,271685.860928283,398152.19871799,568820.709666998,788581.416365052,1060547.62186836,1383414.0065018,1752319.17324364,2159986.7135696,2592809.49342369,3035593.94067752,3473803.5007037,3895253.36372298,4286549.26575225
default,AFG,SSP2,gdp,million constant 2017 Int$PPP,33011.7571078906,57116.8934471231,71176.4817232911,78135.9295232967,86148.9100822235,111652.628068081,151856.498838005,206598.820553866,280351.56393998,378624.089916153,506823.325251579,670437.211358706,875848.373950316,1130987.27413924,1442524.79171803,1815408.74310612,2254803.75931041,2762139.38191051,3337455.38329313,3974927.4366137
default,AFG,SSP3,gdp,million constant 2017 Int$PPP,33011.7571078906,57116.8934471231,71176.4817232911,78135.9295232967,86148.9100822235,109327.809931459,142997.007826021,186834.622724032,243017.498578282,313560.911177088,401098.008228811,507158.722898912,633797.392690446,783096.432390242,956269.521492604,1153059.94443986,1371680.48970296,1611540.7618339,1871942.23002918,2153575.55942811
default,AFG,SSP4,gdp,million constant 2017 Int$PPP,33011.7571078906,57116.8934471231,71176.4817232911,78135.9295232967,86148.9100822235,107658.347892798,136501.239198705,171924.171314144,214933.863629986,266173.928392419,326573.216495928,395832.872918439,473841.71626248,560604.778646568,655634.332009189,757684.729750476,865011.157353043,976722.694245725,1092060.60138214,1211345.3824772
default,AFG,SSP5,gdp,million constant 2017 Int$PPP,33011.7571078906,57116.8934471231,71176.4817232911,78135.9295232967,86148.9100822235,124895.794281284,199213.406602406,310350.912665885,469076.92187623,686183.996700734,969274.701397262,1323705.05806961,1749256.45548042,2241002.71260508,2791625.86165675,3387215.26078935,4008197.59197004,4635347.57191428,5251448.64310872,5836499.7930388
default,AFG,SSP1,pop,million,25.654274,29.185511,34.413603,38.928341,43.5323813299425,47.9594137247615,52.1369852308268,55.971182129594,59.3269580112472,62.1787304992853,64.4718694988696,66.2455129883921,67.5147453970247,68.2737571810997,68.5126619242006,68.1451318458637,67.1943031989406,65.6937082617932,63.6992001910849,61.2946606436297
default,AFG,SSP2,pop,million,25.654274,29.185511,34.413603,38.928341,43.5323813299425,49.4103401368527,55.8380745253805,62.2233918053391,68.4830001999022,74.5719761349941,80.3845660467507,85.7695143821153,90.5612016126296,94.6751791312333,98.0907203962393,100.788255696194,102.793910113875,104.088306742869,104.644549280241,104.432270932356
default,AFG,SSP3,pop,million,25.654274,29.185511,34.413603,38.928341,43.5323813299425,50.7130521245938,59.3285506869994,68.5014517949156,78.351533978505,88.9421823432068,100.139634997426,111.594951875951,123.017886233265,134.320398089824,145.514906878479,156.571329972991,167.327754767303,177.583814411421,187.179804198459,196.007813056315
default,AFG,SSP4,pop,million,25.654274,29.185511,34.413603,38.928341,43.5323813299425,50.2779299023678,58.1015762295437,66.1676868899734,74.5943711917047,83.4400778609774,92.558358813385,101.590131922171,110.24175526125,118.438373444385,126.221376000204,133.588805315867,140.3991539489,146.470830003423,151.673139517413,155.945489712473
default,AFG,SSP5,pop,million,25.654274,29.185511,34.413603,38.928341,43.5323813299425,47.5505579580573,51.1035595387033,54.2258318093985,56.8048493140507,58.8247430780827,60.2450163027359,61.1152337722415,61.4684730245169,61.3185421283498,60.676054748555,59.4790806661657,57.7629644154674,55.5764464183755,52.987124384777204,50.0883573469247
default,AGO,SSP1,gdp,million constant 2017 Int$PPP,120686.998750232,179666.395220529,224090.335322844,208116.643927103,232619.282645317,276881.752180118,320857.092829801,387727.047718287,494653.125290826,649164.618250589,850825.397052945,1097468.08935491,1383695.10410552,1701356.40989521,2038650.75522404,2383597.05202615,2719871.29015398,3032667.32911332,3308380.46215138,3535822.71564119
