scenario,iso3c,SSP,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
default,CIV,SSP1,gdp,million constant 2017 Int$PPP,67364.3834430332,75169.1336891067,102593.384623837,139021.465829424,184170.081311707,288223.19200098,454670.820579439,660101.747340041,909273.375413657,1192566.25877694,1502199.89683444,1826650.14606265,2152133.95470283,2463893.07744889,2753600.1922415,3021759.54694279,3261566.90258927,3470473.60343442,3644832.5694839,3780435.6242247
default,CIV,SSP2,gdp,million constant 2017 Int$PPP,67364.3834430332,75169.1336891067,102593.384623837,139021.465829424,184170.081311707,272687.74579452,398935.330079421,548892.578494888,732279.916162723,947948.994488533,1198731.95467842,1481839.65947781,1792278.37116742,2126609.32525863,2479774.22194088,2849875.81715212,3231496.21291877,3615987.53570307,3999592.95968339,4373454.14379077
default,CIV,SSP3,gdp,million constant 2017 Int$PPP,67364.3834430332,75169.1336891067,102593.384623837,139021.465829424,184170.081311707,250403.872681798,326461.523160281,403849.883229702,487129.035774209,574038.371640854,666102.074226068,764150.171194065,867609.495719773,975472.117890178,1086044.23635864,1196390.66136299,1304737.77178724,1411303.40518558,1515358.55341429,1617513.66148569
default,CIV,SSP4,gdp,million constant 2017 Int$PPP,67364.3834430332,75169.1336891067,102593.384623837,139021.465829424,184170.081311707,247879.999255012,316305.800713309,382696.549286568,451986.63879894,522541.628985906,595628.748708312,671172.895342408,747590.485431971,824077.383160395,899005.282548841,970145.332918264,1037651.10388612,1102061.55207891,1163384.79184159,1222631.24367877
default,CIV,SSP5,gdp,million constant 2017 Int$PPP,67364.3834430332,75169.1336891067,102593.384623837,139021.465829424,184170.081311707,308064.550331094,523314.113102479,798694.922040209,1142530.11825967,1547042.12696957,2007861.86262454,2514960.90365433,3051624.47325796,3596328.45664812,4138533.75219708,4684470.74023194,5222289.97488554,5747435.65222441,6252012.95251941,6723989.45445993
default,CIV,SSP1,pop,million,18.354513,20.532944,23.226148,26.378275,29.8883115929942,31.7508736087179,33.0133290998199,34.192392623113,35.2186083347887,36.0269035268127,36.5934519226683,36.9155562080327,37.0172674356164,36.8885830648061,36.5534417602155,36.0183620314576,35.2907614929199,34.4293067311201,33.4380437175422,32.3425969382516
default,CIV,SSP2,pop,million,18.354513,20.532944,23.226148,26.378275,29.8883115929942,32.8210237553575,35.4101255700263,37.8371862246579,40.0823297861296,42.1421041186883,44.0092911203055,45.6560644846092,47.0600376342929,48.2040545007664,49.0820476939185,49.7220527404698,50.096452554397104,50.2353748659074,50.1785715412462,49.958890175153
default,CIV,SSP3,pop,million,18.354513,20.532944,23.226148,26.378275,29.8883115929942,33.3179358414858,36.6710626151322,39.9737488788812,43.2181799058472,46.4066899651,49.5216198036773,52.5320149839158,55.4001212408622,58.0940707272168,60.6020906076718,62.9311836894361,65.0930213178584,67.094301830269,68.9393892949287,70.6455370049614
default,CIV,SSP4,pop,million,18.354513,20.532944,23.226148,26.378275,29.8883115929942,33.5223748730069,37.1174521176277,40.6106596311866,44.0004904649995,47.297392796611,50.4861966759321,53.527420047433,56.3781651052325,59.0009590587134,61.3830430756815,63.5361713558746,65.4818430338561,67.2292002649778,68.7781425859939,70.1406251231337
default,CIV,SSP5,pop,million,18.354513,20.532944,23.226148,26.378275,29.8883115929942,31.9161471495492,33.3857921329577,34.7698862889318,35.9950365999335,36.9947654999252,37.7418573410659,38.2319620812827,38.4883914845049,38.4984300431348,38.2859472188032,37.857300765309,37.2217484644999,36.4418639985017,35.5228897257101,34.491372056724
default,CMR,SSP1,gdp,million constant 2017 Int$PPP,52881.4674291265,62777.5593604236,80581.9232907949,96259.1646087898,119714.234024433,171175.271216884,250656.41936574,356806.440780289,492819.647258148,659150.521836646,854377.555044278,1074144.39874393,1312101.36475604,1559012.07414118,1805078.77596792,2048226.64857235,2279907.70939868,2488120.6649665,2669141.06769619,2818528.45425449
default,CMR,SSP2,gdp,million constant 2017 Int$PPP,52881.4674291265,62777.5593604236,80581.9232907949,96259.1646087898,119714.234024433,162366.214008544,219492.17790666,291997.332636304,382677.318593137,493800.341413716,627743.676151418,786784.544408673,971383.697537044,1179519.99177801,1408966.01219395,1660105.13515704,1930818.01985507,2218897.93387826,2517465.15779461,2824660.9668137
default,CMR,SSP3,gdp,million constant 2017 Int$PPP,52881.4674291265,62777.5593604236,80581.9232907949,96259.1646087898,119714.234024433,154661.461730305,193285.351093704,237703.293505741,288134.595565164,344748.04908066,408838.329919808,480673.416129342,560140.27692529,645580.097363807,736725.307757364,832054.929281885,931269.634779728,1034110.66503155,1139675.00951749,1249070.77829565
default,CMR,SSP4,gdp,million constant 2017 Int$PPP,52881.4674291265,62777.5593604236,80581.9232907949,96259.1646087898,119714.234024433,152466.434023503,185353.78175447,221078.006215791,259848.430985909,301846.728221597,347893.815958303,397656.387812098,450354.107391462,504454.755380868,559599.368889829,614619.44117933,669710.270696526,724863.195414829,779777.202378339,835623.427736771
default,CMR,SSP5,gdp,million constant 2017 Int$PPP,52881.4674291265,62777.5593604236,80581.9232907949,96259.1646087898,119714.234024433,180162.685331022,282484.272528444,423664.435847954,609757.650994903,843567.777998758,1125856.78324224,1453702.67409607,1820983.97613878,2216638.53023553,2628601.24637337,3055440.2666861,3485289.31323927,3899614.32822326,4291025.90730565,4650069.80256569
default,CMR,SSP1,pop,million,17.733408,20.341236,23.298376,26.545864,30.0318461405862,32.146699213671,33.6812491950028,35.0419239478833,36.2094040024847,37.134829071742,37.7524904937405,38.0359924812153,38.0270066812954,37.7809080859874,37.3149943601372,36.626682086268,35.7123769444117,34.5243418724934,33.132441464891,31.6024967060182
default,CMR,SSP2,pop,million,17.733408,20.341236,23.298376,26.545864,30.0318461405862,32.9273487929067,35.4902839470319,37.8763437774492,40.0572026754251,42.00378962147,43.6825611315575,45.0791414268189,46.1960862012754,47.0326500441709,47.5924535220351,47.8617597795049,47.8450412811171,47.5611462702771,47.0474517720429,46.3553911285885
default,CMR,SSP3,pop,million,17.733408,20.341236,23.298376,26.545864,30.0318461405862,33.5538684952845,37.0235546276228,40.4085442428704,43.6903804728964,46.8587069639159,49.8903500926088,52.7550611028714,55.4239242346316,57.8772521618827,60.1073545229036,62.1146414703193,63.8984977751922,65.4590259756785,66.8063773492504,67.9606493745394
default,CMR,SSP4,pop,million,17.733408,20.341236,23.298376,26.545864,30.0318461405862,33.5290772253594,36.9150749131707,40.1487129718519,43.2305047424714,46.1664049814239,48.9359827141831,51.4984786599102,53.8185749530928,55.8713232178017,57.6546700897629,59.1759050121492,60.4409827413551,61.4544206787834,62.2272043233,62.7763765983789
default,CMR,SSP5,pop,million,17.733408,20.341236,23.298376,26.545864,30.0318461405862,32.112960865297,33.598878437331,34.9055096109227,36.0158705428067,36.8797970336699,37.4321656050316,37.648344060368,37.5718605277828,37.258053092617,36.726042638017,35.974929357717,35.0008890750877,33.7580316705782,32.3158671782142,30.7412062132247
default,COD,SSP1,gdp,million constant 2017 Int$PPP,42676.4606683229,55891.8971172762,81218.9217662939,97927.4902602669,129178.077370196,216543.495604848,385974.928663798,641732.862520684,1012624.52146024,1515069.6686482,2155293.04193293,2932295.19147316,3833507.22473607,4836514.70469522,5907940.38755624,7007396.16016965,8086717.62836709,9099971.88913554,10004104.4627355,10784217.0185292
default,COD,SSP2,gdp,million constant 2017 Int$PPP,42676.4606683229,55891.8971172762,81218.9217662939,97927.4902602669,129178.077370196,196187.294010221,301219.266703608,445359.571273841,644498.137088477,909720.742397912,1254507.42538797,1694383.99493259,2239790.48125653,2903387.90601571,3687901.57897792,4587166.48227729,5592310.29024129,6686786.65809758,7863051.3333225,9113013.48026168
default,COD,SSP3,gdp,million constant 2017 Int$PPP,42676.4606683229,55891.8971172762,81218.9217662939,97927.4902602669,129178.077370196,184216.622696201,256159.801925246,341671.032551771,447016.094801905,573671.861298976,724446.404979642,901901.711137071,1107323.51171961,1342088.29366044,1605487.51527719,1894542.93536121,2207205.60671184,2542575.99211691,2898578.41654594,3275354.43306057
default,COD,SSP4,gdp,million constant 2017 Int$PPP,42676.4606683229,55891.8971172762,81218.9217662939,97927.4902602669,129178.077370196,179574.551543534,238037.592302658,301332.150201974,373214.77736307,452992.754501818,540836.730124362,636504.12575845,738776.853567734,847109.545425173,959899.882774093,1074877.63411407,1191356.66982119,1309416.30003007,1428926.36078955,1551558.85217397
default,COD,SSP5,gdp,million constant 2017 Int$PPP,42676.4606683229,55891.8971172762,81218.9217662939,97927.4902602669,129178.077370196,236762.523413725,468702.868360693,834468.042205391,1378290.72966975,2129228.70533527,3103451.41701389,4308727.71302169,5737202.59294469,7366438.10672026,9158230.23991445,11062247.4419663,13011443.4204569,14936810.7693892,16767611.0562052,18473565.3185782
default,COD,SSP1,pop,million,54.785894,64.563853,76.244532,89.561404,104.134469737229,114.200291413041,122.689035991146,130.658871810366,137.755867462034,143.746415018241,148.460697793164,151.879578414177,154.176063129208,155.466076023011,155.732679420963,154.886675569046,152.854154614363,149.63225694951,145.159171060606,139.887264841947
default,COD,SSP2,pop,million,54.785894,64.563853,76.244532,89.561404,104.134469737229,117.733603711901,131.111189797464,144.241678399502,156.785582669063,168.540496274697,179.392254579662,189.262259223693,198.046818438631,205.646699202345,211.937989851887,216.802585463322,220.209689581508,222.113574136684,222.66594018567,222.044411727322
default,COD,SSP3,pop,million,54.785894,64.563853,76.244532,89.561404,104.134469737229,120.185441212426,137.378893132912,155.044886679064,172.933422460294,190.881846674923,208.706415242405,226.186177646821,243.094214425404,259.222706745309,274.407906497936,288.516805650966,301.438978687665,313.060518205635,323.317755438469,332.172389643879
default,COD,SSP4,pop,million,54.785894,64.563853,76.244532,89.561404,104.134469737229,119.960521625159,136.70245556723,153.7640443346,170.822042595352,187.721559883436,204.282272977592,220.268704485454,235.453156445662,249.628476573617,262.638777040318,274.369460842873,284.730166898063,293.633925156695,301.014410982631,306.893666097054
default,COD,SSP5,pop,million,54.785894,64.563853,76.244532,89.561404,104.134469737229,114.188056734128,122.638875608316,130.546307367772,137.557111896625,143.438031945259,148.020145714803,151.288606562777,153.420034547117,154.531663155843,154.609965448028,153.570700474497,151.343484152385,147.929966108634,143.276368504932,137.835898849842
default,COG,SSP1,gdp,million constant 2017 Int$PPP,16803.1330783422,22107.0248337171,25387.3350454005,19756.6969731796,21735.6952653432,37326.4836956306,62699.765410122,95940.243020738,136321.319734083,183290.228721169,235936.103923991,293211.444081796,353538.095376575,415116.969315413,475995.161528774,535998.595541017,592926.848757238,644890.047111781,690472.501717444,728439.440190434
default,COG,SSP2,gdp,million constant 2017 Int$PPP,16803.1330783422,22107.0248337171,25387.3350454005,19756.6969731796,21735.6952653432,32187.4153626306,49916.2467356889,73476.3959228982,102287.254248872,136714.179402329,177402.7443936,224945.191525027,279241.107337484,339938.867562304,406503.831129594,479188.590187042,557158.503049348,639708.88356715,724819.811404897,811724.159233571
default,COG,SSP3,gdp,million constant 2017 Int$PPP,16803.1330783422,22107.0248337171,25387.3350454005,19756.6969731796,21735.6952653432,29652.0869346493,40295.54781411,55857.0936980106,74613.7215081838,96351.6074299856,121405.789566408,149952.791504717,181998.6153526,217207.218285485,255495.876323948,296377.504638294,339695.022301753,385230.251449017,432653.283617699,481811.877125338
default,COG,SSP4,gdp,million constant 2017 Int$PPP,16803.1330783422,22107.0248337171,25387.3350454005,19756.6969731796,21735.6952653432,29114.7082464585,38409.0711512501,51924.2240835765,67935.5793663352,86205.3005562059,106946.120066193,130197.654454149,155777.353939673,183309.99330244,212599.743918448,243149.603448474,274816.008817227,307367.566541563,340630.249875509,374560.37826406
default,COG,SSP5,gdp,million constant 2017 Int$PPP,16803.1330783422,22107.0248337171,25387.3350454005,19756.6969731796,21735.6952653432,40127.3757941089,72094.1810944435,115195.378332965,169166.327190305,233867.10323948,308723.338131137,393102.419436354,485564.995281374,584095.243174523,686319.327546492,791875.978790866,897901.678072171,1001394.62800609,1100087.06811195,1191462.93111981
default,COG,SSP1,pop,million,3.622775,4.273738,4.856093,5.518092,6.23510395433128,6.71796307744485,7.10601445857019,7.4643685634251,7.76949762031644,8.00278854763809,8.16330023452233,8.26180317201089,8.31095007288098,8.31691044170991,8.27529242778162,8.17940368714785,8.02391125822481,7.80839686951574,7.5373569396109,7.2204117129359
default,COG,SSP2,pop,million,3.622775,4.273738,4.856093,5.518092,6.23510395433128,6.89180230074092,7.51816742540911,8.11466784193139,8.66255129170452,9.15278890947508,9.5884564625272,9.97481252073375,10.3117578657952,10.5951253291332,10.8163821369916,10.970765810995,11.0534146544686,11.0652216321077,11.0090640745974,10.8966497412774
default,COG,SSP3,pop,million,3.622775,4.273738,4.856093,5.518092,6.23510395433128,7.04006473053878,7.88521135640685,8.73073872182931,9.56874648105247,10.4017094411799,11.2315312999836,12.0515491152616,12.8524347679312,13.6249553237985,14.363970798879,15.061580847419,15.7094091992219,16.2998410631998,16.8286883042543,17.2972835108258
default,COG,SSP4,pop,million,3.622775,4.273738,4.856093,5.518092,6.23510395433128,7.04297139375841,7.88030687311731,8.70224351632498,9.50165223257067,10.2831906945174,11.0481896657832,11.787999182851,12.4909275367912,13.1472791641011,13.7511606830439,14.2962984937061,14.7769893234391,15.1856288087114,15.5209812404492,15.784092218638
default,COG,SSP5,pop,million,3.622775,4.273738,4.856093,5.518092,6.23510395433128,6.7236733537177,7.11723691891273,7.47885606741022,7.78535543807669,8.01846616515374,8.17630916530622,8.27099408669399,8.31494375803275,8.31421300340241,8.26546123020716,8.1610677115878,7.99664791976229,7.77147110010031,7.49180086371902,7.16745020136864
default,COK,SSP1,gdp,million constant 2017 Int$PPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP2,gdp,million constant 2017 Int$PPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP3,gdp,million constant 2017 Int$PPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP4,gdp,million constant 2017 Int$PPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP5,gdp,million constant 2017 Int$PPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP1,pop,million,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP2,pop,million,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP3,pop,million,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP4,pop,million,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COK,SSP5,pop,million,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,COL,SSP1,gdp,million constant 2017 Int$PPP,428572.430142391,532872.625250473,669839.363772069,723168.314817926,816628.903907225,984176.17733892,1207707.22334063,1464079.11533715,1738459.82137978,2021580.33291684,2306691.43271272,2589098.88670499,2861614.85899147,3115840.82195884,3345047.87175962,3556784.30947177,3749280.91373211,3928384.9265455,4095329.21845827,4245883.61729813
default,COL,SSP2,gdp,million constant 2017 Int$PPP,428572.430142391,532872.625250473,669839.363772069,723168.314817926,816628.903907225,942436.509293131,1080335.87242486,1233827.35997589,1397383.994944,1571565.44085692,1756242.44820878,1948710.7720521,2149722.61456889,2355038.57461704,2560988.21562064,2770036.35487313,2978305.86279133,3182958.90410642,3385711.69713503,3585615.3560581
default,COL,SSP3,gdp,million constant 2017 Int$PPP,428572.430142391,532872.625250473,669839.363772069,723168.314817926,816628.903907225,913872.069328426,993913.048875329,1074364.77711346,1151481.4291134,1226845.06311575,1304802.45462567,1387158.24053618,1476003.67589392,1571767.18363182,1674065.77831658,1782172.69408676,1895105.36287792,2014879.50992023,2142756.04635683,2280159.14113411
default,COL,SSP4,gdp,million constant 2017 Int$PPP,428572.430142391,532872.625250473,669839.363772069,723168.314817926,816628.903907225,935315.410628128,1061068.14220708,1196439.39997357,1333452.93935958,1471811.10623885,1611629.43711502,1751790.70996004,1887874.20166313,2015168.49108936,2129953.70139725,2235696.30784348,2328219.8417589,2408912.28786591,2480088.62736315,2539196.67826127
default,COL,SSP5,gdp,million constant 2017 Int$PPP,428572.430142391,532872.625250473,669839.363772069,723168.314817926,816628.903907225,1018676.56765901,1311645.64020432,1652751.02417122,2026417.49981216,2422338.31694817,2833768.67312906,3256195.36859599,3680705.39235185,4095406.31275225,4491216.05596273,4878121.9474341,5253263.45884197,5624182.03686177,5991985.3592598,6349576.56758481
default,COL,SSP1,pop,million,42.647731,45.222699,47.520667,50.882884,52.0068814375725,53.1135250556053,53.8227090089149,54.1913073182651,54.2227459930921,53.9348604354614,53.3491135868412,52.538056235294,51.507734279825,50.2909971050291,48.9121290719106,47.3905778222693,45.760301155518,44.0607989451571,42.3411437381123,40.6259221903379
default,COL,SSP2,pop,million,42.647731,45.222699,47.520667,50.882884,52.0068814375725,53.4341894629611,54.5310261234683,55.2479434213611,55.5969912237106,55.6082444053556,55.3195455240399,54.761566968672,53.9601014299248,52.9385515421926,51.7332660780452,50.4073823575083,48.9815146159846,47.5111320762725,46.0543927744839,44.6211556927679
default,COL,SSP3,pop,million,42.647731,45.222699,47.520667,50.882884,52.0068814375725,54.1434861180162,56.2553438312891,58.0894767233209,59.6861996875177,61.0719024246354,62.2687873397383,63.2938957525028,64.1672877306623,64.9135027745508,65.5614624381335,66.1582981426868,66.760976585415,67.4277303901266,68.2004325137407,69.0771353768659
default,COL,SSP4,pop,million,42.647731,45.222699,47.520667,50.882884,52.0068814375725,53.0775815945673,53.6942801746976,53.869888301576,53.6001647208444,52.9105569586519,51.8638759723983,50.524447453183,48.9358957315472,47.1204369017482,45.1137176968442,42.9886472988972,40.763604476793,38.4989766140122,36.2606041353536,34.0681785789088
default,COL,SSP5,pop,million,42.647731,45.222699,47.520667,50.882884,52.0068814375725,52.9041149655722,53.3346035938666,53.4145225415665,53.1493415465371,52.5606356859142,51.6728161972081,50.5593193758337,49.2313885718478,47.7252861214689,46.0672465081625,44.2811745122293,42.4022182640265,40.4705904660088,38.5341006787774,36.6188820943558
default,COM,SSP1,gdp,million constant 2017 Int$PPP,1722.15380946527,1985.13110615902,2300.81740270487,2693.1451503148,3019.66504036516,3986.54579514796,5651.74306929117,7880.49926379855,10878.0334940543,14760.6931730425,19590.8419574386,25272.017240959,31492.0313669032,37975.3421545463,44468.7463247694,51101.1328593826,57777.2121722713,64172.8780807894,69877.1062958479,74582.338024545
default,COM,SSP2,gdp,million constant 2017 Int$PPP,1722.15380946527,1985.13110615902,2300.81740270487,2693.1451503148,3019.66504036516,3778.11160447009,4791.42894004882,6053.13997407048,7692.06277126853,9807.28891759351,12501.7885536995,15822.2226453128,19756.4729390056,24296.5358815422,29453.2764846488,35292.6107083813,41833.7066403534,48876.3773336848,56262.036804964,63808.046041672504
default,COM,SSP3,gdp,million constant 2017 Int$PPP,1722.15380946527,1985.13110615902,2300.81740270487,2693.1451503148,3019.66504036516,3532.50446163282,4131.21632636891,4785.20719830172,5536.37568411124,6421.97121164462,7460.85080583519,8656.03396535696,10001.1399834791,11498.5555534189,13170.7579543247,15015.4587040582,17027.7049417327,19189.4228591206,21465.6210742361,23877.3561982591
default,COM,SSP4,gdp,million constant 2017 Int$PPP,1722.15380946527,1985.13110615902,2300.81740270487,2693.1451503148,3019.66504036516,3490.9300927498,3978.57405867955,4458.546610439,4965.15308562812,5513.71569481004,6114.86503097266,6751.90244952146,7405.58124801487,8071.88731188599,8755.35015909829,9452.24693451298,10156.8375730863,10852.3563270522,11534.2923933587,12218.5516803384
default,COM,SSP5,gdp,million constant 2017 Int$PPP,1722.15380946527,1985.13110615902,2300.81740270487,2693.1451503148,3019.66504036516,4149.108562505,6298.86728154661,9318.52626915218,13490.9981878751,18979.704013731,25914.4960247744,34185.0338974173,43392.6389071678,53116.6092603009,63086.290771616,73450.3065683694,84183.4648853403,94770.8925352827,104575.261591163,113062.856240962
default,COM,SSP1,pop,million,0.611625,0.689696,0.777435,0.869595,0.964550775862069,1.02903870833207,1.07918187554776,1.12417406751488,1.16212308924416,1.19092650185862,1.208692110369,1.21615576838224,1.21300211006679,1.20270015956965,1.18451406328387,1.1591796748164,1.12648675027955,1.08696089939255,1.04049700021155,0.988777003838133
default,COM,SSP2,pop,million,0.611625,0.689696,0.777435,0.869595,0.964550775862069,1.05044432992083,1.12993632377251,1.2049896783736,1.27388946492271,1.33421460746498,1.38505720251733,1.42631637191497,1.45748772483397,1.48028619007569,1.49350122966271,1.49773811258374,1.49289596067399,1.47715896696732,1.45345259824251,1.42329002697138
default,COM,SSP3,pop,million,0.611625,0.689696,0.777435,0.869595,0.964550775862069,1.07584251865291,1.1945974587896,1.31422133751265,1.43326592384479,1.55134502285875,1.6662380137227,1.77755870150936,1.88356920904601,1.98330404901446,2.0766666726829,2.16327088512404,2.24244084521517,2.31427310168809,2.37799526468826,2.43428317533841
default,COM,SSP4,pop,million,0.611625,0.689696,0.777435,0.869595,0.964550775862069,1.07002515183309,1.17871405083044,1.28428362716598,1.38614900784063,1.48245809502393,1.57330836754906,1.65694520641877,1.73141903496942,1.79672985320101,1.85268270344718,1.89908262804157,1.93612458465053,1.96263882727589,1.98018501724856,1.98915306990125
default,COM,SSP5,pop,million,0.611625,0.689696,0.777435,0.869595,0.964550775862069,1.02353433208964,1.06621689995306,1.10254474307255,1.13209421313185,1.15168794775898,1.16026682616329,1.15814858458198,1.14596869548944,1.12637496086231,1.10053241357031,1.06738193282279,1.02798263941039,0.982016797095939,0.929802142116614,0.873456916053732
default,CPV,SSP1,gdp,million constant 2017 Int$PPP,2298.87002704833,3054.5620412424,3288.48354449253,3648.55109714006,4405.57192581074,5851.04245895364,7708.25126270786,9846.35335745004,12191.9797886704,14620.4122632069,17019.1962540319,19324.1835068304,21466.5688450574,23378.7625475906,25013.2840831898,26385.6846808186,27444.8630187115,28299.9240832785,28950.0116644061,29295.7157428392
default,CPV,SSP2,gdp,million constant 2017 Int$PPP,2298.87002704833,3054.5620412424,3288.48354449253,3648.55109714006,4405.57192581074,5505.48902392066,6637.39224068717,7893.8910236813,9252.8480174552,10697.4158404051,12212.4748881157,13818.2696961271,15547.696457439,17343.4333555165,19193.015308777,21015.1540295811,22814.4335732549,24563.2796457905,26236.7463131873,27812.6928877836
default,CPV,SSP3,gdp,million constant 2017 Int$PPP,2298.87002704833,3054.5620412424,3288.48354449253,3648.55109714006,4405.57192581074,5421.2232605893,6361.52991907798,7353.58421726941,8383.63943078521,9435.30683953613,10522.1005643458,11665.9659534429,12915.4601079018,14267.4283014882,15711.9180019655,17197.954085984,18713.0296019285,20287.9948136848,21922.4075855198,23659.706925111
default,CPV,SSP4,gdp,million constant 2017 Int$PPP,2298.87002704833,3054.5620412424,3288.48354449253,3648.55109714006,4405.57192581074,5496.53274525006,6595.2369020204,7755.28307954275,8933.41817654533,10081.2898524812,11170.1807760801,12204.6879158838,13183.8618777251,14068.4607044573,14804.4453297056,15384.4722914826,15798.5633531063,16066.5917317504,16210.2331337862,16229.5348588628
default,CPV,SSP5,gdp,million constant 2017 Int$PPP,2298.87002704833,3054.5620412424,3288.48354449253,3648.55109714006,4405.57192581074,6029.26595759502,8242.17112713836,10711.5668024044,13374.5115986563,16062.6137643858,18638.6532830875,21057.6461874346,23234.2649659326,25052.0810627414,26568.1945838803,27929.0639137223,29038.5243900553,30010.7255541548,30975.4747530353,31837.3853305752
default,CPV,SSP1,pop,million,0.463034,0.492644,0.52474,0.555988,0.583987395683453,0.599760842393114,0.607871268026297,0.611361830957034,0.609719213107276,0.603456732555071,0.59308770737847,0.579330782886741,0.561775304617446,0.541037254264244,0.517629949905184,0.492066709618315,0.464039542556809,0.434883075723593,0.404802636349889,0.374003551666915
default,CPV,SSP2,pop,million,0.463034,0.492644,0.52474,0.555988,0.583987395683453,0.608184925371391,0.62504569512004,0.638115285871952,0.645996947470433,0.649887894335506,0.649488822862165,0.64460019731374,0.636020160636913,0.622451730543325,0.60529165718967,0.584539940575948,0.561493562990517,0.537050435248392,0.511809164559586,0.486468126002445
default,CPV,SSP3,pop,million,0.463034,0.492644,0.52474,0.555988,0.583987395683453,0.627214503570311,0.672326939910515,0.715922991835922,0.757623563242833,0.79866071646827,0.838939677486309,0.876564965778454,0.911820903422478,0.943475428081361,0.973139698195823,1.00119280986956,1.02820340725813,1.05549832672447,1.08241415008711,1.11056203578678
default,CPV,SSP4,pop,million,0.463034,0.492644,0.52474,0.555988,0.583987395683453,0.602206539908563,0.61106551335666,0.614527640911089,0.612491095290837,0.605363185619954,0.593347566460467,0.577055201498449,0.557300708982003,0.533778607068091,0.506387068475699,0.476551675139005,0.445087045306109,0.412807797225113,0.380834030987154,0.349980364840334
default,CPV,SSP5,pop,million,0.463034,0.492644,0.52474,0.555988,0.583987395683453,0.586689121934016,0.578972310059929,0.565335752090652,0.54852790157038,0.527703080485515,0.503178418091156,0.476645270414501,0.447997927703849,0.4175535192143,0.387109110724751,0.357298960745401,0.32791164977285,0.299370016813898,0.272731159385543,0.247889367736084
default,CRI,SSP1,gdp,million constant 2017 Int$PPP,60637.8213162271,77039.1504795413,92795.1469070457,103890.672206654,116852.070647204,142489.264865327,174548.25905353,206411.461218673,238120.132445948,267668.269092412,294692.227775562,320029.826146285,343252.906349254,363979.084666455,382461.951738478,400656.853059275,418423.051929296,435513.632904293,452424.606054583,469049.87590218
default,CRI,SSP2,gdp,million constant 2017 Int$PPP,60637.8213162271,77039.1504795413,92795.1469070457,103890.672206654,116852.070647204,136118.826986967,156888.388792966,176684.229956187,196775.983288515,216540.484463048,236143.936180231,256452.757559189,277434.491146977,298926.940672238,320842.108275565,342686.717905207,364394.449049138,385654.469363899,406613.132505369,427537.869762649
default,CRI,SSP3,gdp,million constant 2017 Int$PPP,60637.8213162271,77039.1504795413,92795.1469070457,103890.672206654,116852.070647204,131121.067133224,142502.879155446,151142.575628864,158280.767886727,164102.938872925,169050.387913998,174094.021837222,179433.179696156,185089.049680306,190942.967575579,196463.435503662,201776.273832927,207284.795359989,213232.740194381,219835.590929696
default,CRI,SSP4,gdp,million constant 2017 Int$PPP,60637.8213162271,77039.1504795413,92795.1469070457,103890.672206654,116852.070647204,134816.089429576,152647.220264614,168472.929653191,182943.469556202,195959.89258801,207592.228498225,218793.144519907,229337.656504397,238924.438068608,247605.664671367,255204.103449983,261579.642768034,267174.024216806,272417.127756501,277364.843069585
default,CRI,SSP5,gdp,million constant 2017 Int$PPP,60637.8213162271,77039.1504795413,92795.1469070457,103890.672206654,116852.070647204,148816.025295035,193143.060269091,239867.752342773,289046.208731314,338241.382356614,386918.060001529,436048.971026805,485197.144388951,533468.835817382,580962.871791985,630564.520506288,682699.757127712,736968.06345628,794422.913628648,854865.932794967
default,CRI,SSP1,pop,million,4.285504,4.577371,4.847805,5.094114,5.3021186548881,5.46159291926497,5.58313299277389,5.67535329896723,5.73703640806023,5.76858812998117,5.76838522501705,5.74109450734267,5.68955664645575,5.62067041113642,5.53646485102589,5.439983540586,5.33295117201178,5.21425176800056,5.0853056633012,4.94986659974993
default,CRI,SSP2,pop,million,4.285504,4.577371,4.847805,5.094114,5.3021186548881,5.49085417899713,5.64591885386066,5.76788434198102,5.85895725580773,5.9182348902478,5.94591784643301,5.94471423964235,5.91753278628658,5.86798430673768,5.79957932080176,5.71923856752512,5.63177647407039,5.53839664722825,5.44501682038611,5.35434510882295
