country,year,scenario,hdd_DegreesC,cdd_DegreesC,population_Mio,gdp_per_capita_USD,gdp_growth_rate_Percent,ln_pop,ln_gdp_pc,panel_predictions,ln_total_floor,ln_thermal_index,total_floor_m2,thermal_index,ln_hdd,ln_cdd
Belgium,2055,KKO,1611.8451458333334,73.9704475,12.646069,90874.28,0.9875736973192328,2.61345149480724,11.417243295986507,23.077308864178924,20.527750212790227,5.043743541502554,822410492.9937954,154.04936366929846,7.385755069693443,4.317094002551444
Belgium,2060,KKO,1872.5949908333337,44.853785,12.637926,95839.99,1.1208374047089853,2.6128545880681955,11.47044574301212,22.26035698387457,20.54114554672357,5.020341096162551,833501071.3554912,150.46295841783993,7.535614319288071,3.825457747094607
Bulgaria,2025,KKO,1998.7080445833333,449.0258783333333,6.43736,35153.67259,2.9274758683521807,2.0065159471651715,10.467512821263195,19.503167845168672,19.63759056465475,5.101480451848606,337673686.20442617,163.26491367100766,7.6007564711779665,6.109305088518285
Bulgaria,2026,KKO,2252.8709104166664,292.8724579166667,6.410522,36201.30633,2.550819854887676,2.002900882170968,10.496878106557896,19.15548267290918,19.64116201310719,5.090842302925599,338881826.4932276,161.5267011312718,7.72040442162721,5.683145856603056
Bulgaria,2027,KKO,2132.30548,233.658625,6.377196,37657.48,3.4816587935120102,1.9983936206152295,10.536313440270748,18.53518737938818,19.646356471630035,5.077796081122451,340646713.9391988,159.42011312560473,7.66542792434442,5.458131798436846
Bulgaria,2028,KKO,2169.8166095833335,119.9072275,6.34031,38968.6,2.883155735814147,1.993381076067005,10.5705371339742,17.920807065167427,19.649586973918627,5.065108965603169,341748953.36631286,157.39770103438178,7.682858693525066,4.795023536644533
Bulgaria,2029,KKO,1846.5136270833336,214.0964825,6.300267,40189.81,2.4824765584938735,1.9879109228279497,10.601393641507382,17.034926872342815,19.65139408709684,5.05232547061435,342367090.7592841,155.38571234014327,7.521596028753657,5.37108668328084
Bulgaria,2030,KKO,1978.3005933333336,249.25615916666663,6.256722,41354.33,2.186362471200032,1.9819282117215304,10.629956591782236,16.367382921304063,19.65199598701008,5.039239838719564,342573223.5115294,153.3526375200496,7.590498825595923,5.52248502994707
Bulgaria,2035,KKO,2248.98106375,242.5867825,6.018874,46663.96,1.434237426043827,1.948602806312048,10.75074884082601,16.33049048326493,19.65081014715051,5.027413327669228,342167227.29790545,151.53793629010048,7.718677079051939,5.495473275332468
Bulgaria,2040,KKO,2177.567683333333,252.448975,5.803606,51399.78,1.1305817962179887,1.917452765743471,10.847408626425391,15.98474441286579,19.649625613292457,5.015466435226659,341762158.5870354,149.72642448627684,7.686422913853083,5.535162520720005
Bulgaria,2045,KKO,2268.3035466666665,225.87274708333337,5.611168,55909.55,0.9247541287534132,1.8887603402203583,10.931508371210723,15.653045051031722,19.648442384787735,5.00339649721389,341358015.0022329,147.91810101544775,7.727228255764527,5.4243892747586075
Bulgaria,2050,KKO,1900.2161745833332,287.969185,5.433547,60496.15,0.8610867151608748,1.8615260191264429,11.010351535471326,15.056398302078586,19.647260460985912,4.991200759486514,340954794.173264,146.1129647707152,7.550249052269063,5.666320056129867
Bulgaria,2055,KKO,2040.0314220833336,408.9175783333333,5.272295,65078.6,0.9397808381171212,1.8361423163807975,11.083366415032586,14.706450173415448,19.64607984123431,4.9788763738382755,340552493.7363289,144.31101463144137,7.621210558126581,6.01595611103414
Bulgaria,2060,KKO,1945.0512183333333,444.68200375,5.120715,71240.9,1.4252653166683338,1.8116789197654937,11.17383640745783,14.350334935203668,19.64490052487801,4.967394809276042,340151111.3340442,142.6521581923715,7.573557582200892,6.099605701641243
Croatia,2025,KKO,1862.5632291666664,488.8980270833333,3.87435,44491.65593,3.8961818647847313,1.583986762226798,10.703079419253612,12.152431059522778,19.089724735300457,4.982001034194079,195236993.56051,144.76577230976403,7.530245648671928,6.1941972614540015
Croatia,2026,KKO,1924.2309854166667,282.89823,3.876167,45958.63,3.3456337019078353,1.58435946041727,10.735518681451609,11.802325004785224,19.098754018227936,4.96678381567904,197007826.26605144,142.56441445168198,7.562801231947612,5.648615828869846
