,country,year,scenario,share_pu,Total_Heat_TJ_ML,COP,Demand_HP_TWh
43,Croatia,2040,KKO,0.2574781313168016,58194.336,4.3,0.9679437889283472
44,Croatia,2045,KKO,0.2971179668461887,56746.414,4.3,1.0891717761621282
45,Croatia,2050,KKO,0.2971179668461887,56824.723,4.3,1.0906748690884556
46,Croatia,2055,KKO,0.2971179668461887,56746.414,4.3,1.0891717761621282
47,Croatia,2060,KKO,0.2971179668461887,56746.414,4.3,1.0891717761621282
48,Czechia,2025,KKO,0.07515429758709456,252411.48,3.5,1.5055403534370335
49,Czechia,2026,KKO,0.0799089839681188,252411.48,3.5,1.600789360405315
50,Czechia,2027,KKO,0.08594692308651242,252411.48,3.5,1.7217453308047854
51,Czechia,2028,KKO,0.09350940794695688,252411.48,3.5,1.8732420049166183
52,Czechia,2029,KKO,0.10281940428612892,252411.48,3.5,2.05974597912689
53,Czechia,2030,KKO,0.11404038933240426,248276.23,3.5,2.247104679293984
54,Czechia,2035,KKO,0.194377640156493,253026.8,3.5,3.9033931876453507
55,Czechia,2040,KKO,0.2679819673144651,251637.56,3.5,5.351930845747219
56,Czechia,2045,KKO,0.29935072752809483,251637.56,3.5,5.978403727719793
57,Czechia,2050,KKO,0.29935072752809483,221538.73,3.5,5.263316196009387
58,Czechia,2055,KKO,0.29935072752809483,242546.19,3.5,5.762410802856485
59,Czechia,2060,KKO,0.29935072752809483,241518.56,3.5,5.737996940639566
60,Denmark,2025,KKO,0.10488213499589079,144214.72,3.3,1.2731943222014774
61,Denmark,2026,KKO,0.10802600266570064,148310.38,3.3,1.348600763518115
62,Denmark,2027,KKO,0.11201837567737945,148310.38,3.3,1.3984417014306374
63,Denmark,2028,KKO,0.11701880046902602,148310.38,3.3,1.460867196455185
64,Denmark,2029,KKO,0.12317470522303547,135464.86,3.3,1.404532329670678
65,Denmark,2030,KKO,0.13059418345638338,135464.86,3.3,1.4891349031386287
66,Denmark,2035,KKO,0.1837143401412183,135464.86,3.3,2.0948516149093312
67,Denmark,2040,KKO,0.23238258994073688,139250.92,3.3,2.723862869021613
68,Denmark,2045,KKO,0.2531240696461563,138022.52,3.3,2.9408098742285143
69,Denmark,2050,KKO,0.2531240696461563,119997.7,3.3,2.556759821978188
70,Denmark,2055,KKO,0.2531240696461563,134349.66,3.3,2.8625533488966184
71,Denmark,2060,KKO,0.2531240696461563,139196.75,3.3,2.9658289402878513
72,Estonia,2025,KKO,0.0010229735162880017,33876.965,3.3,0.0029171075064119917
73,Estonia,2026,KKO,0.0023362492389967654,33983.62,3.3,0.006683014167727794
74,Estonia,2027,KKO,0.004003967827340706,34885.96,3.3,0.011757766890330975
75,Estonia,2028,KKO,0.006092775999886226,29767.97,3.3,0.015266799622106125
76,Estonia,2029,KKO,0.008664258362958152,29029.438,3.3,0.021171596047290395
77,Estonia,2030,KKO,0.01176356840472311,29100.373,3.3,0.028815170816403227
78,Estonia,2035,KKO,0.03395324668876442,28391.18,3.3,0.08114248595577626
79,Estonia,2040,KKO,0.05428324707084125,26739.293,3.3,0.12217977493592085
80,Estonia,2045,KKO,0.06294750543379941,26523.584,3.3,0.14053817298025387
81,Estonia,2050,KKO,0.06294750543379941,26378.104,3.3,0.13976732407919748
82,Estonia,2055,KKO,0.06294750543379941,26523.584,3.3,0.14053817298025387
83,Estonia,2060,KKO,0.06294750543379941,25846.553,3.3,0.13695084999440463
84,Finland,2025,KKO,0.1658859590338715,185136.27,3.3,2.5851437904576815
85,Finland,2026,KKO,0.16620890731195423,185136.27,3.3,2.590176571656204
86,Finland,2027,KKO,0.1666190168092358,183991.83,3.3,2.5805166145695275
87,Finland,2028,KKO,0.16713267665301734,183516.39,3.3,2.581783345632257
88,Finland,2029,KKO,0.16776503114409197,183516.39,3.3,2.591551646638898
89,Finland,2030,KKO,0.16852718399891514,183516.39,3.3,2.6033250088970377
90,Finland,2035,KKO,0.1739838586858268,182508.8,3.3,2.672860664357144
91,Finland,2040,KKO,0.1789832190663496,176547.9,3.3,2.6598581258832663
92,Finland,2045,KKO,0.1811138510964687,167715.17,3.3,2.556863668196573
93,Finland,2050,KKO,0.1811138510964687,176547.9,3.3,2.691521311673207
94,Finland,2055,KKO,0.1811138510964687,177363.34,3.3,2.7039528069355914
95,Finland,2060,KKO,0.1811138510964687,172836.19,3.3,2.6349349574760765
96,France,2025,KKO,0.15181955318164403,1.3072112e+06,4.0,13.781961093744512
97,France,2026,KKO,0.16036709559924217,1.4563234e+06,4.0,16.218496537288107
98,France,2027,KKO,0.17122155299002112,1.467334e+06,4.0,17.447166913869644
99,France,2028,KKO,0.18481669995598532,1.3170945e+06,4.0,16.90424045414147
100,France,2029,KKO,0.20155336400481666,1.3055705e+06,4.0,18.273759045517664
101,France,2030,KKO,0.22172542961845065,1.3055705e+06,4.0,20.102651697813513
102,France,2035,KKO,0.366148427078947,1.2984024e+06,4.0,33.01444370058588
103,France,2040,KKO,0.4984675871843105,1.2984024e+06,4.0,44.945243176246144
104,France,2045,KKO,0.5548594891998766,1.2224971e+06,4.0,47.10515006532108
105,France,2050,KKO,0.5548594891998766,1.212114e+06,4.0,46.705066368389005
106,France,2055,KKO,0.5548594891998766,1.212114e+06,4.0,46.705066368389005
107,France,2060,KKO,0.5548594891998766,1.2145695e+06,4.0,46.79968355926964
108,Germany,2025,KKO,0.046972703323295485,1.9247724e+06,4.0,6.278594606394652
109,Germany,2026,KKO,0.06110516857619476,1.9524355e+06,4.0,8.284993175981006
110,Germany,2027,KKO,0.07905187587751575,1.9524355e+06,4.0,10.718311845863516
111,Germany,2028,KKO,0.1015300260542232,1.9524355e+06,4.0,13.76602982393402
112,Germany,2029,KKO,0.1292023453670325,1.9216599e+06,4.0,17.241873191044796
113,Germany,2030,KKO,0.16255474099562245,1.9216599e+06,4.0,21.692703974434256
114,Germany,2035,KKO,0.4013430258162741,1.9120552e+06,4.0,53.29097562287289
115,Germany,2040,KKO,0.6201188845510399,1.7904392e+06,4.0,77.10313857021384
116,Germany,2045,KKO,0.7133569823391329,1.799433e+06,4.0,89.14153414351274
117,Germany,2050,KKO,0.7133569823391329,1.596263e+06,4.0,79.07676332498708
118,Germany,2055,KKO,0.7133569823391329,1.7877639e+06,4.0,88.56346093276483
119,Germany,2060,KKO,0.7133569823391329,1.7757521e+06,4.0,87.96841806357777
120,Greece,2025,KKO,0.07165190137725838,115657.78,4.3,0.535342397681739
121,Greece,2026,KKO,0.08186450044998723,124779.81,4.3,0.659886137034544
122,Greece,2027,KKO,0.0948334002890586,125565.89,4.3,0.7692403237733945
123,Greece,2028,KKO,0.11107687455510769,125843.664,4.3,0.9029923088412263
124,Greece,2029,KKO,0.13107383173823442,136412.92,4.3,1.1550493974656924
125,Greece,2030,KKO,0.1551754048590278,141045.64,4.3,1.4138768825151993
126,Greece,2035,KKO,0.32773192436914034,141522.34,4.3,2.996213950821677
127,Greece,2040,KKO,0.4858267855322885,141173.2,4.3,4.430602320562228
128,Greece,2045,KKO,0.553203799660686,140788.02,4.3,5.031296477944305
129,Greece,2050,KKO,0.553203799660686,140015.02,4.3,5.003672094439038
130,Greece,2055,KKO,0.553203799660686,132668.86,4.3,4.741144751260097
131,Greece,2060,KKO,0.553203799660686,132668.86,4.3,4.741144751260097
132,Hungary,2025,KKO,0.02006740992302239,198604.5,3.5,0.3163077852464343
133,Hungary,2026,KKO,0.030966189113916326,215284.7,3.5,0.5290910293780969
134,Hungary,2027,KKO,0.0448064637284656,238275.83,3.5,0.8473251638324276
135,Hungary,2028,KKO,0.06214133001058361,236389.75,3.5,1.1658391446928402
136,Hungary,2029,KKO,0.0834818741048524,210856.9,3.5,1.3970420996674517
137,Hungary,2030,KKO,0.1092028215077668,210856.9,3.5,1.827473816138884
138,Hungary,2035,KKO,0.2933533389908132,236066.69,3.5,5.4961073531645726
139,Hungary,2040,KKO,0.4620705255523905,223535.16,3.5,8.197540583988511
140,Hungary,2045,KKO,0.5339745721420633,222307.84,3.5,9.421169990268298
141,Hungary,2050,KKO,0.5339745721420633,209923.11,3.5,8.89631805020013
142,Hungary,2055,KKO,0.5339745721420633,210644.06,3.5,8.926871156331888
143,Hungary,2060,KKO,0.5339745721420633,149158.03,3.5,6.321158770923292
144,Ireland,2025,KKO,0.050289397770512,92350.06,4.0,0.32251591287269876
145,Ireland,2026,KKO,0.06549150575214796,119666.74,4.0,0.5442468693375078
146,Ireland,2027,KKO,0.08479654400465847,113000.1,4.0,0.6654179399785116
147,Ireland,2028,KKO,0.10897599607468095,113000.1,4.0,0.8551596490906143
148,Ireland,2029,KKO,0.1387427479306132,111761.164,4.0,1.0768091499413646
149,Ireland,2030,KKO,0.17461948356865414,116360.54,4.0,1.411028995644856
150,Ireland,2035,KKO,0.43148091755296747,109484.16,4.0,3.2805780856445836
151,Ireland,2040,KKO,0.6668152466134081,109484.16,4.0,5.069840626138695
152,Ireland,2045,KKO,0.7671102485973076,109484.16,4.0,5.832390190263209
153,Ireland,2050,KKO,0.7671102485973076,109484.16,4.0,5.832390190263209
154,Ireland,2055,KKO,0.7671102485973076,109484.16,4.0,5.832390190263209
155,Ireland,2060,KKO,0.7671102485973076,115943.37,4.0,6.176482785350975
156,Italy,2025,KKO,0.05288441986414043,501846.66,4.0,1.843046563612399
157,Italy,2026,KKO,0.06624913749070808,506145.56,4.0,2.3285908184203943
158,Italy,2027,KKO,0.08322088807467712,506145.56,4.0,2.925130850173929
159,Italy,2028,KKO,0.10447791043442763,509162.22,4.0,3.6941811502963127
160,Italy,2029,KKO,0.13064692815849668,507510.53,4.0,4.604492359043726
161,Italy,2030,KKO,0.16218745146912217,464741.7,4.0,5.234393599171098
162,Italy,2035,KKO,0.3880035381922592,504707.25,4.0,13.59918033069508
163,Italy,2040,KKO,0.5948943759319922,484719.94,4.0,20.02480271226245
164,Italy,2045,KKO,0.6830673044817743,484719.94,4.0,22.992801016172532
165,Italy,2050,KKO,0.6830673044817743,431362.6,4.0,20.461783952768528
166,Italy,2055,KKO,0.6830673044817743,456382.97,4.0,21.648631113031467
167,Italy,2060,KKO,0.6830673044817743,456382.97,4.0,21.648631113031467
168,Latvia,2025,KKO,0.0034133139604597827,36026.875,3.3,0.010351097342668376
169,Latvia,2026,KKO,0.0055558603636285155,35758.133,3.3,0.016722827552958425
170,Latvia,2027,KKO,0.008276663315489938,35809.766,3.3,0.024948263229809524
171,Latvia,2028,KKO,0.011684453743356797,35136.254,3.3,0.034557907819277534
172,Latvia,2029,KKO,0.015879703981020257,35053.547,3.3,0.04685521654671155
173,Latvia,2030,KKO,0.02093607978045384,35053.547,3.3,0.06177473792489221
174,Latvia,2035,KKO,0.05713747646574626,30182.11,3.3,0.14516242892632625
175,Latvia,2040,KKO,0.09030489777861038,30372.484,3.3,0.23087407514413044
176,Latvia,2045,KKO,0.10444022006522921,30205.72,3.3,0.26554647963141537
177,Latvia,2050,KKO,0.10444022006522921,29861.377,3.3,0.2625192743803914
178,Latvia,2055,KKO,0.10444022006522921,29962.049,3.3,0.263404283028412
179,Latvia,2060,KKO,0.10444022006522921,29962.049,3.3,0.263404283028412
180,Lithuania,2025,KKO,0.08566527591968735,56148.918,3.3,0.40488321813367506
181,Lithuania,2026,KKO,0.08758170563464157,56286.117,3.3,0.41495237196177975
182,Lithuania,2027,KKO,0.09001536476929124,56553.055,3.3,0.42850537232012254
183,Lithuania,2028,KKO,0.09306350917757189,56503.402,3.3,0.4426266811585355
184,Lithuania,2029,KKO,0.09681600770233492,56827.703,3.3,0.4631171379653236
185,Lithuania,2030,KKO,0.10133875167543091,56827.703,3.3,0.48475157935863067
186,Lithuania,2035,KKO,0.13371958236732784,36643.51,3.3,0.4124541558248972
187,Lithuania,2040,KKO,0.16338663260174596,36347.906,3.3,0.49989578972000986
188,Lithuania,2045,KKO,0.17603016350519193,36347.906,3.3,0.5385797858657259
189,Lithuania,2050,KKO,0.17603016350519193,36048.047,3.3,0.534136682398957
190,Lithuania,2055,KKO,0.17603016350519193,35420.113,3.3,0.5248323638625638
191,Lithuania,2060,KKO,0.17603016350519193,35420.113,3.3,0.5248323638625638
192,Luxembourg,2025,KKO,0.029084148562643394,17289.65,4.0,0.034920471702076586
193,Luxembourg,2026,KKO,0.047487935539029594,18189.396,4.0,0.059984509213164706
194,Luxembourg,2027,KKO,0.07085876095346377,18289.717,4.0,0.08999908052894964
195,Luxembourg,2028,KKO,0.10013058862630907,17359.625,4.0,0.12071038550854982
196,Luxembourg,2029,KKO,0.13616644370622888,17295.588,4.0,0.16354712826993173
197,Luxembourg,2030,KKO,0.17959909139484073,17289.65,4.0,0.21563928458362208
198,Luxembourg,2035,KKO,0.49055748737563776,17295.588,4.0,0.5891999976491182
199,Luxembourg,2040,KKO,0.7754550072124257,17359.625,4.0,0.934833941848541
200,Luxembourg,2045,KKO,0.8968728956748442,17289.65,4.0,1.076848596970801
201,Luxembourg,2050,KKO,0.8968728956748442,17289.65,4.0,1.076848596970801
202,Luxembourg,2055,KKO,0.8968728956748442,17289.65,4.0,1.076848596970801
203,Luxembourg,2060,KKO,0.8968728956748442,17289.65,4.0,1.076848596970801
204,Netherlands,2025,KKO,0.08458974779104735,286897.84,4.0,1.6853206184350842
205,Netherlands,2026,KKO,0.10144679968453303,295509.16,4.0,2.081837366664582
206,Netherlands,2027,KKO,0.12285343829158729,295509.16,4.0,2.5211330397211347
207,Netherlands,2028,KKO,0.1496651330113452,286897.84,4.0,2.9818475774146345
208,Netherlands,2029,KKO,0.18267237656875893,286897.84,4.0,3.6394661373189514
209,Netherlands,2030,KKO,0.22245475379893576,286897.84,4.0,4.4320688149152465
210,Netherlands,2035,KKO,0.5072788405202798,286897.84,4.0,10.10675065891558
211,Netherlands,2040,KKO,0.7682323215824224,286897.84,4.0,15.305847400199207
212,Netherlands,2045,KKO,0.8794457174576635,278581.6,4.0,17.013708795506115
213,Netherlands,2050,KKO,0.8794457174576635,276124.1,4.0,16.863622572724886
214,Netherlands,2055,KKO,0.8794457174576635,276124.1,4.0,16.863622572724886
215,Netherlands,2060,KKO,0.8794457174576635,275280.34,4.0,16.812092550217603
216,Norway,2025,KKO,0.16802817372458298,166710.2,3.3,2.35791347388047
217,Norway,2026,KKO,0.16807664170097858,166575.75,3.3,2.3566913107680802
218,Norway,2027,KKO,0.16813819080584413,167946.45,3.3,2.3769540345183646
219,Norway,2028,KKO,0.16821528071427028,167345.14,3.3,2.369529588445542
220,Norway,2029,KKO,0.16831018427817535,166575.75,3.3,2.3599659345159365
221,Norway,2030,KKO,0.16842456793984625,166575.75,3.3,2.3615697682124313
222,Norway,2035,KKO,0.16924350396729274,166575.75,3.3,2.373052502519984
223,Norway,2040,KKO,0.16999380640691206,165978.56,3.3,2.3750275618317995
224,Norway,2045,KKO,0.1703135709944696,164514.38,3.3,2.3585042271374665
225,Norway,2050,KKO,0.1703135709944696,155224.75,3.3,2.225326851591805
226,Norway,2055,KKO,0.1703135709944696,160349.6,3.3,2.2987972829602517
227,Norway,2060,KKO,0.1703135709944696,161090.22,3.3,2.309415066474682
228,Poland,2025,KKO,0.04385591390422921,519469.03,3.5,1.8080784778828634
229,Poland,2026,KKO,0.04743047193889731,716196.6,3.5,2.6959956175947326
230,Poland,2027,KKO,0.05196977528277873,716196.6,3.5,2.9540141744794934
231,Poland,2028,KKO,0.05765522724609716,717946.56,3.5,3.2851884439102537
232,Poland,2029,KKO,0.06465445275752808,707407.94,3.5,3.629926576116992
233,Poland,2030,KKO,0.07309035347521409,512207.1,3.5,2.971222159687788
234,Poland,2035,KKO,0.13348764204559754,522007.75,3.5,5.530284369668444
235,Poland,2040,KKO,0.18882314010891926,519141.7,3.5,7.779838373253531
236,Poland,2045,KKO,0.21240607384493004,519560.7,3.5,8.758559491544606
237,Poland,2050,KKO,0.21240607384493004,501031.8,3.5,8.446206551583645
238,Poland,2055,KKO,0.21240607384493004,497621.78,3.5,8.38872126867634
239,Poland,2060,KKO,0.21240607384493004,497220.44,3.5,8.381955788523618
240,Portugal,2025,KKO,0.17986047016936854,63904.44,4.3,0.7424989077071267
241,Portugal,2026,KKO,0.18655126927675036,73337.27,4.3,0.8837959953926315
242,Portugal,2027,KKO,0.19504786283232178,65568.07,4.3,0.8261571614659964
243,Portugal,2028,KKO,0.205689798577188,65774.5,4.3,0.8739757021924099
244,Portugal,2029,KKO,0.21879083410383438,65774.5,4.3,0.9296419860968677
245,Portugal,2030,KKO,0.23458101472041396,91741.81,4.3,1.3902382261354036
246,Portugal,2035,KKO,0.34763166896514913,65935.22,4.3,1.4806957124301432
247,Portugal,2040,KKO,0.4512077467509384,65935.22,4.3,1.9218656862253798
248,Portugal,2045,KKO,0.495349895363444,66606.67,4.3,2.131370096425796
249,Portugal,2050,KKO,0.495349895363444,66342.56,4.3,2.1229187063256005
250,Portugal,2055,KKO,0.495349895363444,65178.91,4.3,2.085682625083661
251,Portugal,2060,KKO,0.495349895363444,62986.863,4.3,2.015538548139343
252,Romania,2025,KKO,0.00604569827066927,256532.42,3.5,0.12308870726589856
253,Romania,2026,KKO,0.013654751511454071,258717.1,3.5,0.28037441721626455
254,Romania,2027,KKO,0.023317428822797043,278341.0,3.5,0.5150949800906216
255,Romania,2028,KKO,0.03541987792762218,257340.05,3.5,0.7234089585377907
256,Romania,2029,KKO,0.0503189169260706,259349.0,3.5,1.0357270547842115
257,Romania,2030,KKO,0.06827616284914803,259349.0,3.5,1.4053456111468308
258,Romania,2035,KKO,0.19684203865084338,257968.61,3.5,4.030084922930663
259,Romania,2040,KKO,0.3146330345685399,259981.22,3.5,6.491959188705311
260,Romania,2045,KKO,0.36483331013571707,258214.0,3.5,7.47659285644371
261,Romania,2050,KKO,0.36483331013571707,258888.62,3.5,7.496126364229078
262,Romania,2055,KKO,0.36483331013571707,257787.84,3.5,7.464253392768204
263,Romania,2060,KKO,0.36483331013571707,249323.33,3.5,7.2191636187344
264,Slovakia,2025,KKO,0.06487227652486106,80347.78,3.5,0.41367806272343366
265,Slovakia,2026,KKO,0.0751282944439105,102091.07,3.5,0.608724454246827
266,Slovakia,2027,KKO,0.08815233153698052,109054.81,3.5,0.7629711483133548
267,Slovakia,2028,KKO,0.10446486490422877,114423.75,3.5,0.9486715885688276
268,Slovakia,2029,KKO,0.12454683911432682,113941.56,3.5,1.1262747350928768
269,Slovakia,2030,KKO,0.1487508800292599,106812.266,3.5,1.260985624825329
270,Slovakia,2035,KKO,0.32204102326716866,107048.75,3.5,2.736038952986909
271,Slovakia,2040,KKO,0.48080802444404225,106575.484,3.5,4.066853056139472
272,Slovakia,2045,KKO,0.5484714918250493,107133.11,3.5,4.663448943730072
273,Slovakia,2050,KKO,0.5484714918250493,99479.805,3.5,4.330304627472182
274,Slovakia,2055,KKO,0.5484714918250493,106248.71,3.5,4.624951494047528
275,Slovakia,2060,KKO,0.5484714918250493,106544.9,3.5,4.637844552972266
276,Slovenia,2025,KKO,0.09439396461177456,35596.24,4.3,0.21705879179341475
277,Slovenia,2026,KKO,0.09888658323558974,36189.14,4.3,0.23117702834228016
278,Slovenia,2027,KKO,0.10459172455490301,36290.023,4.3,0.24519614556607974
279,Slovenia,2028,KKO,0.11173738203968424,35894.46,4.3,0.2590925890839465
280,Slovenia,2029,KKO,0.12053423205022173,35733.656,4.3,0.2782383019223193
281,Slovenia,2030,KKO,0.13113674131300698,35733.656,4.3,0.3027128775114671
282,Slovenia,2035,KKO,0.2070459812323524,35820.766,4.3,0.4791050014209161
283,Slovenia,2040,KKO,0.27659340128996274,35752.64,4.3,0.6388207418162547
284,Slovenia,2045,KKO,0.30623318508394404,34122.914,4.3,0.6750367286548695
285,Slovenia,2050,KKO,0.30623318508394404,33788.168,4.3,0.6684146031596565
286,Slovenia,2055,KKO,0.30623318508394404,33273.9,4.3,0.6582411215894993
287,Slovenia,2060,KKO,0.30623318508394404,33875.8,4.3,0.6701482060935995
288,Spain,2025,KKO,0.042200445610652455,291733.7,4.3,0.7953031196464134
289,Spain,2026,KKO,0.05482334260967517,398969.1,4.3,1.4129728820475715
290,Spain,2027,KKO,0.07085306096965552,386538.47,4.3,1.7692141684840108
291,Spain,2028,KKO,0.090930193255612,365347.2,4.3,2.1460652439453236
292,Spain,2029,KKO,0.11564667620171365,386538.47,4.3,2.887719108730966
293,Spain,2030,KKO,0.14543651450356102,386538.47,4.3,3.631576936172578
294,Spain,2035,KKO,0.3587184769867889,370345.06,4.3,8.582017077199794
295,Spain,2040,KKO,0.5541256533897275,367104.7,4.3,13.140964354359422
296,Spain,2045,KKO,0.6374044645315032,366406.53,4.3,15.08715532148781
297,Spain,2050,KKO,0.6374044645315032,365089.1,4.3,15.03290900888824
298,Spain,2055,KKO,0.6374044645315032,284134.12,4.3,11.699506688342636
299,Spain,2060,KKO,0.6374044645315032,274484.72,4.3,11.302182927184086
300,Sweden,2025,KKO,0.0005299192911949451,220467.4,3.3,0.009834169578692369
301,Sweden,2026,KKO,0.0012102205199565992,220467.4,3.3,0.022459106544374045
302,Sweden,2027,KKO,0.0020741297396739238,219835.66,3.3,0.03838111729643244
303,Sweden,2028,KKO,0.003156171189049922,220467.4,3.3,0.05857179236202174
304,Sweden,2029,KKO,0.0044882468385780165,220467.4,3.3,0.08329226970030933
305,Sweden,2030,KKO,0.006093747034208765,220467.4,3.3,0.11308692229137388
306,Sweden,2035,KKO,0.017588412732682777,212811.25,3.3,0.31506837252124775
307,Sweden,2040,KKO,0.02811973071983395,213422.81,3.3,0.5051676803631308
308,Sweden,2045,KKO,0.03260797755841197,265526.9,3.3,0.7288127722654634
309,Sweden,2050,KKO,0.03260797755841197,260037.02,3.3,0.7137442206242813
310,Sweden,2055,KKO,0.03260797755841197,257743.11,3.3,0.7074479225043006
311,Sweden,2060,KKO,0.03260797755841197,250481.11,3.3,0.6875153620184106
312,Austria,2025,KVE,0.07269910894662729,239536.45,4.0,1.2093115617664851
313,Austria,2026,KVE,0.07853455658216513,239343.27,4.0,1.305327681089601
314,Austria,2027,KVE,0.08563882441148592,249028.19,4.0,1.4810057043591252
315,Austria,2028,KVE,0.09421874932465006,239343.27,4.0,1.5660156104967118
316,Austria,2029,KVE,0.10448110579031808,239343.27,4.0,1.7365868666523419
317,Austria,2030,KVE,0.11661474876425404,239343.27,4.0,1.9382608906186756
318,Austria,2035,KVE,0.2073700598771362,230696.06,4.0,3.3221847390962584
319,Austria,2040,KVE,0.3224116060245699,230696.06,4.0,5.165214871794701
320,Austria,2045,KVE,0.4034723588711789,230696.06,4.0,6.463853625172183
321,Austria,2050,KVE,0.4400161178666293,230696.06,4.0,7.049305153304199
322,Austria,2055,KVE,0.4400161178666293,224807.61,4.0,6.869373215991651
323,Austria,2060,KVE,0.4400161178666293,224807.61,4.0,6.869373215991651
324,Belgium,2025,KVE,0.05136662865689237,282488.4,4.0,1.007672018749406
325,Belgium,2026,KVE,0.06373341767847651,282488.4,4.0,1.2502744161554418
326,Belgium,2027,KVE,0.07878915750946901,287193.5,4.0,1.5713703754909165
327,Belgium,2028,KVE,0.09697218781822357,282488.4,4.0,1.902327694387713
328,Belgium,2029,KVE,0.11872071598636458,282488.4,4.0,2.328974018218007
329,Belgium,2030,KVE,0.14443497341677378,282488.4,4.0,2.8334170461733863
330,Belgium,2035,KVE,0.33676842497345133,267667.16,4.0,6.259850620108549
331,Belgium,2040,KVE,0.5805705492968622,267667.16,4.0,10.79164388205108
332,Belgium,2045,KVE,0.7523587806366154,267667.16,4.0,13.984843085819307
333,Belgium,2050,KVE,0.8298042459682052,267667.16,4.0,15.424399196873264
334,Belgium,2055,KVE,0.8298042459682052,259908.34,4.0,14.97729493081423
335,Belgium,2060,KVE,0.8298042459682052,259908.34,4.0,14.97729493081423
336,Bulgaria,2025,KVE,0.0005122741351914292,62228.754,3.5,0.002530014331385985
337,Bulgaria,2026,KVE,0.0011400562031902276,59683.47,3.5,0.005400199029157677
338,Bulgaria,2027,KVE,0.0019043389503007305,66142.99,3.5,0.00999672095106194
339,Bulgaria,2028,KVE,0.0028273740526051235,67859.46,3.5,0.015227308952199302
340,Bulgaria,2029,KVE,0.00393140647084207,64984.266,3.5,0.020276156544374067
341,Bulgaria,2030,KVE,0.005236753370392225,65638.77,3.5,0.027280480917234062
342,Bulgaria,2035,KVE,0.015000281457825452,76946.914,3.5,0.0916051914076962
343,Bulgaria,2040,KVE,0.027376541902078198,89925.74,3.5,0.19538539346683517
344,Bulgaria,2045,KVE,0.03609712175025867,90449.12,3.5,0.25912324891468125
345,Bulgaria,2050,KVE,0.04002852822110075,82902.44,3.5,0.2633700543562608
346,Bulgaria,2055,KVE,0.04002852822110075,87063.54,3.5,0.276589314553546
347,Bulgaria,2060,KVE,0.04002852822110075,84620.41,3.5,0.2688278058621587
348,Croatia,2025,KVE,0.012812558898454432,74424.516,4.3,0.06160003346814276
349,Croatia,2026,KVE,0.017329227825540656,74424.516,4.3,0.08331520834289742
350,Croatia,2027,KVE,0.022827970639884173,95803.336,4.3,0.14127879403258126
351,Croatia,2028,KVE,0.029468880244833393,88221.734,4.3,0.16794546946904104
352,Croatia,2029,KVE,0.03741200122922606,88437.305,4.3,0.2137349193590562
353,Croatia,2030,KVE,0.0468035083792484,58405.727,4.3,0.17658870116033168
354,Croatia,2035,KVE,0.11704862396819454,58515.617,4.3,0.44245303232453603
355,Croatia,2040,KVE,0.20609142055567164,58194.336,4.3,0.7747644798339617
356,Croatia,2045,KVE,0.26883289412469114,56746.414,4.3,0.985484667563621
357,Croatia,2050,KVE,0.2971179668461887,56824.723,4.3,1.0906748690884556
358,Croatia,2055,KVE,0.2971179668461887,56746.414,4.3,1.0891717761621282
359,Croatia,2060,KVE,0.2971179668461887,56746.414,4.3,1.0891717761621282
360,Czechia,2025,KVE,0.07436724688930546,252411.48,3.5,1.4897736358471434
361,Czechia,2026,KVE,0.07794148736346392,252411.48,3.5,1.5613751734770758
362,Czechia,2027,KVE,0.08229288646782414,252411.48,3.5,1.6485452642883434
363,Czechia,2028,KVE,0.08754813281826891,252411.48,3.5,1.7538218180167353
364,Czechia,2029,KVE,0.0938338767972656,252411.48,3.5,1.8797419784810974
365,Czechia,2030,KVE,0.10126579299720133,248276.23,3.5,1.995388113181125
366,Czechia,2035,KVE,0.15685386892286413,253026.8,3.5,3.149859844560278
367,Czechia,2040,KVE,0.22731738365750168,251637.56,3.5,4.539808889243381
368,Czechia,2045,KVE,0.2769674948033284,251637.56,3.5,5.531382926851339
369,Czechia,2050,KVE,0.29935072752809483,221538.73,3.5,5.263316196009387
370,Czechia,2055,KVE,0.29935072752809483,242546.19,3.5,5.762410802856485
371,Czechia,2060,KVE,0.29935072752809483,241518.56,3.5,5.737996940639566
372,Denmark,2025,KVE,0.10436172564709427,144214.72,3.3,1.266876923836787
373,Denmark,2026,KVE,0.1067250653440465,148310.38,3.3,1.3323598120621833
374,Denmark,2027,KVE,0.10960227361108066,148310.38,3.3,1.3682789905004584
375,Denmark,2028,KVE,0.11307711880044738,148310.38,3.3,1.4116590912155536
376,Denmark,2029,KVE,0.1172333439839079,135464.86,3.3,1.3367843782751645
377,Denmark,2030,KVE,0.12214743488146168,135464.86,3.3,1.3928186064396002
378,Denmark,2035,KVE,0.15890307778297744,135464.86,3.3,1.811934598310916
379,Denmark,2040,KVE,0.20549457680581668,139250.92,3.3,2.408696140659336
380,Denmark,2045,KVE,0.23832395117986444,138022.52,3.3,2.7688612539875948
381,Denmark,2050,KVE,0.2531240696461563,119997.7,3.3,2.556759821978188
382,Denmark,2055,KVE,0.2531240696461563,134349.66,3.3,2.8625533488966184
383,Denmark,2060,KVE,0.2531240696461563,139196.75,3.3,2.9658289402878513
384,Estonia,2025,KVE,0.0008055849250924729,33876.965,3.3,0.0022972030014685113
385,Estonia,2026,KVE,0.0017928137064835642,33983.62,3.3,0.005128476534323582
