,country,year,scenario,share_pu,panel_predictions,COP,Demand_HP_TWh
192,Luxembourg,2025,KKO,0.02488994746993743,16313.568437154165,3.9110778926225054,0.028838587368993304
193,Luxembourg,2026,KKO,0.0373180279579866,15928.711692680026,3.9349655033420246,0.04196197370142725
194,Luxembourg,2027,KKO,0.0524483860566108,15331.134886809212,3.961105231645043,0.05638811183341572
195,Luxembourg,2028,KKO,0.07072153390440128,14970.82446586635,3.988623665718526,0.07373468469138088
196,Luxembourg,2029,KKO,0.09257785069758913,14194.59049769011,4.017727805891911,0.09085460622526398
197,Luxembourg,2030,KKO,0.11841955143961448,13831.695472173846,4.049224553206897,0.11236329545883589
198,Luxembourg,2035,KKO,0.31170623340036974,12916.796233640123,4.143210664150445,0.2699359820168203
199,Luxembourg,2040,KKO,0.556716673779063,12200.792358155322,4.2277996405268485,0.44627788530881213
200,Luxembourg,2045,KKO,0.7293563106535811,11660.04640658153,4.301872566405727,0.5491360834327272
201,Luxembourg,2050,KKO,0.8071856061073598,10985.794758819418,4.366015436120388,0.5641792671596167
202,Luxembourg,2055,KKO,0.8071856061073598,10126.978219363913,4.420963997815865,0.5136103960880573
203,Luxembourg,2060,KKO,0.8071856061073598,9808.148946858646,4.468127859843088,0.49218952675003624
204,Netherlands,2025,KKO,0.08067388300890495,301893.9563123482,3.8738437739112603,1.746396196162985
205,Netherlands,2026,KKO,0.09196656798859615,294798.2853650466,3.8885957989522093,1.9366878570959416
206,Netherlands,2027,KKO,0.10571465787278894,286274.8156872321,3.9065927897304498,2.1518783066699747
207,Netherlands,2028,KKO,0.1223184208135624,278096.3375180961,3.9253605173028876,2.407160698949106
208,Netherlands,2029,KKO,0.1421780041658865,265608.93316979444,3.9452384778004626,2.658883629187525
209,Netherlands,2030,KKO,0.16565887766841658,260952.301720063,3.9664435215602034,3.0274157856302315
210,Netherlands,2035,KKO,0.34128741598143114,246601.20872321786,4.011135161106782,5.828350739925787
211,Netherlands,2040,KKO,0.5639143713340758,234655.19204954285,4.056429942165768,9.061432301549933
212,Netherlands,2045,KKO,0.7207821222395285,227867.8735566635,4.100829240962074,11.12533044751864
213,Netherlands,2050,KKO,0.7915011457118972,212857.50166197552,4.1419220291934495,11.298898008336868
214,Netherlands,2055,KKO,0.7915011457118972,196896.2615742862,4.1792140325554135,10.35838154471417
215,Netherlands,2060,KKO,0.7915011457118972,191816.65329455337,4.21282669104342,10.010638144431667
216,Norway,2025,KKO,0.16780218810332242,144091.07884888077,3.5198115929281446,1.9081512429047154
217,Norway,2026,KKO,0.1675715139251486,139641.07548569454,3.5364316794850423,1.8380004153949552
218,Norway,2027,KKO,0.1672906835166851,135457.53648805778,3.5529050790781467,1.7716944430140948
219,Norway,2028,KKO,0.1669515206534826,129525.38469117894,3.5709311120692844,1.6821367420835494
220,Norway,2029,KKO,0.1665458515785982,124928.96182764515,3.5909744126019834,1.60946723211567
221,Norway,2030,KKO,0.16606621089015777,119062.97413608349,3.613182655186608,1.5200769929793434
222,Norway,2035,KKO,0.16247867003410046,113061.96146779174,3.6524118056376818,1.397110100599087
