freq,indic_bt,cpa2_1,s_adj,unit,geo\TIME_PERIOD,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,RO,,,,,,,,,30.2,33.3,29.2,28.1,33.5,44.1,59.2,77.6,105.1,58.4,49.0,43.6,44.1,45.4,53.4,59.6,71.4,78.0,86.9,90.6,88.9,100.0,92.6,69.6,71.1,79.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,RS,,,,,,,,,22.8,23.8,23.2,30.9,33.4,35.3,34.3,46.4,49.9,43.5,35.5,38.2,35.2,25.3,25.7,33.2,41.8,56.0,61.3,79.1,85.0,100.0,115.3,113.9,112.8,114.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,SE,,,,,13.2,15.1,16.0,17.7,21.8,23.2,21.7,29.4,35.6,41.8,58.0,38.2,32.6,28.7,37.0,37.5,32.8,41.2,49.3,65.0,80.4,86.9,73.7,65.7,79.9,100.0,78.2,35.8,36.4,39.6
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,SI,,,,,,,,,111.3,95.1,115.4,129.9,151.8,155.0,186.5,244.9,199.5,140.3,114.3,89.9,75.4,75.2,63.5,63.9,69.8,74.7,87.1,78.1,86.3,100.0,120.7,116.0,107.4,104.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,SK,,,,,,,,,,,,40.7,62.8,76.3,78.7,70.9,113.3,79.1,63.1,50.8,50.7,57.5,62.4,77.0,88.3,80.6,89.8,89.0,83.1,100.0,83.8,80.5,60.7,61.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,TR,63.7,73.9,70.6,69.9,61.2,62.6,58.3,45.8,42.5,37.7,21.8,27.3,44.6,73.7,80.8,78.5,67.7,69.8,122.3,88.0,103.9,113.3,139.3,121.9,137.0,190.8,92.4,43.7,75.9,100.0,97.1,124.5,115.1,160.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,110.0,65.9,100.0,57.4,40.8,39.4,55.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,I21,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,100.0,123.5,125.2,92.9,
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,AL,,,,,,,,,,,,,,,,,,,,,,,,,508.5,76.2,46.0,-5.2,-10.0,59.2,2.8,16.2,-28.2,2.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,AT,,,,,,,,,,-2.9,6.9,-9.9,5.7,9.1,7.8,-2.5,1.3,-0.2,1.2,18.1,-10.7,14.4,6.1,4.6,17.8,16.6,-16.1,17.1,-8.7,-0.2,-17.2,-30.2,-8.7,-6.8
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,BA,,,,,,,,,,,,,,,,,,,,,,,22.4,23.8,6.5,9.2,5.0,14.3,5.7,12.5,8.2,6.8,,
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,BE,,,,,7.6,2.9,-24.1,19.9,-6.8,-2.8,1.2,7.8,15.0,14.3,3.3,-11.6,-2.5,-13.1,10.3,-12.5,5.4,5.0,11.3,-16.0,11.3,-1.9,24.6,-7.6,-2.2,9.4,-12.0,-7.0,-13.8,-4.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,BG,,,,,,,,,,41.3,22.5,20.6,102.3,54.5,61.3,21.0,-23.1,-59.2,-36.3,-14.6,-3.3,15.8,29.0,9.1,5.1,37.4,42.3,-7.7,-10.2,35.9,20.5,-1.9,-15.7,25.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,CY,,,,,,,,,,13.3,18.0,47.0,31.6,19.3,0.7,8.3,-2.0,-16.9,-14.2,-38.3,-33.4,-29.6,-31.0,11.8,14.1,35.4,25.5,55.3,-3.5,13.1,-6.3,12.2,2.6,42.8
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,CZ,,,,,,,,,,-12.8,16.6,12.1,7.4,2.9,7.1,1.2,-0.1,-16.4,-23.7,-1.3,-15.6,-6.5,8.3,10.0,4.3,17.9,3.3,19.9,-8.4,27.6,-7.1,-16.3,2.8,-1.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,DE,,,,-10.3,-9.8,-8.0,-9.9,-8.4,-30.5,-15.9,-5.1,8.3,-10.5,-10.6,2.6,-27.7,-5.7,3.3,6.5,21.3,3.3,12.1,3.5,7.2,15.7,-2.2,2.0,3.3,2.3,3.8,-7.1,-31.1,-19.4,12.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,DK,,,,,,,,-3.5,-0.7,19.0,19.8,11.5,7.9,23.6,0.5,-37.9,-31.1,-47.2,96.0,9.2,-26.6,-5.1,39.9,42.0,29.2,-0.4,35.0,-10.2,2.3,5.8,-6.9,-39.4,-9.2,14.3
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,EA19,,,,,,,,,,,,,,9.5,4.6,-10.1,-28.3,-25.7,-0.7,1.0,-11.1,-9.2,-2.4,7.3,16.1,7.2,2.0,0.1,-7.1,13.6,-1.1,-17.9,,
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,EA20,,,,,,,,,,,,,,9.5,4.7,-10.1,-28.1,-25.7,-1.0,1.0,-11.4,-9.2,-2.7,7.1,16.4,7.5,1.7,0.7,-6.9,13.5,-0.8,-17.2,-4.1,7.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,EA21,,,,,,,,,,,,,,10.0,5.5,-9.4,-27.9,-26.8,-1.6,0.8,-11.3,-9.0,-2.3,7.2,16.2,7.9,2.6,0.4,-6.9,14.0,-0.2,-16.6,-4.7,7.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,EE,,,,,,,,-12.4,8.8,32.5,120.9,8.3,176.2,-3.2,40.6,-30.6,-38.7,-62.0,24.1,9.9,7.1,0.6,29.0,41.9,7.7,30.9,-11.2,14.8,10.1,-0.7,-22.9,-17.0,-11.4,34.6
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,EL,,,,,24.6,5.4,10.0,-9.3,1.9,23.3,21.0,-0.5,-5.0,68.1,-39.3,-18.9,-23.1,-25.6,-16.4,-45.3,-45.1,-42.8,-18.9,-4.3,3.3,20.0,42.0,33.3,18.5,48.6,4.2,28.8,37.5,-23.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,ES,,,,,-5.6,14.5,19.5,12.1,12.4,-10.4,2.4,16.8,15.4,11.1,21.8,-13.8,-57.7,-51.3,-29.9,-17.0,-24.3,-45.6,7.7,7.1,58.7,10.2,34.2,0.7,-42.0,42.7,66.8,18.1,29.1,11.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,EU27_2020,,,,,,,,,,,,,,10.0,7.4,-5.6,-23.0,-27.3,-2.6,0.7,-11.1,-8.8,1.8,10.5,17.3,9.7,2.9,0.9,-4.8,16.3,-3.5,-19.5,-0.1,5.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,FI,,,,,36.5,27.0,5.3,14.0,-7.8,-14.8,3.3,14.7,-2.5,8.5,-3.6,-10.7,-20.6,5.3,20.8,4.7,-9.4,-12.8,12.2,10.6,24.8,19.3,-13.9,-8.2,7.2,9.9,-17.9,-41.5,-19.2,-12.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,FR,,,,-14.6,-0.7,1.5,32.7,-19.4,9.4,-3.3,0.0,9.1,19.8,10.5,8.4,-5.3,-17.4,-21.7,26.8,10.1,-8.3,-11.3,-13.2,6.8,15.4,6.7,-6.3,-3.0,-13.5,19.6,2.9,-25.6,-15.0,13.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,HR,,,,,,,,,,49.0,8.1,8.7,-4.2,14.3,9.7,-3.0,-0.8,-31.7,-20.9,1.0,-27.2,-21.8,1.8,-10.8,33.1,34.8,-5.9,30.8,-8.2,19.2,12.9,0.0,8.8,6.7
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,HU,,,,,,,,27.7,49.8,8.8,2.1,18.8,1.6,-9.9,-13.4,-0.2,-0.4,-34.1,-38.5,-32.1,-15.8,-26.9,30.2,29.5,157.1,21.4,-3.2,-3.7,-38.1,36.1,20.0,-39.8,-3.2,34.6
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,IE,,,,,,,,,19.1,-13.9,-11.7,13.1,29.7,-2.3,-20.7,7.2,-19.9,-40.0,-54.4,-37.0,-46.5,15.2,3.0,76.2,22.4,30.2,39.3,33.0,10.2,1.4,-20.5,20.6,-21.4,8.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,IT,,,,,,,,,,2.5,10.7,9.7,16.9,3.8,-6.2,-4.3,-23.4,-26.2,-22.0,-5.6,-25.8,-33.0,-13.1,-4.7,3.1,17.6,6.9,-0.5,-11.1,21.8,0.1,-7.7,-0.1,-6.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,LT,,,,,,,,,-10.2,0.0,11.9,44.2,36.4,40.3,40.7,16.5,-17.2,-52.5,10.1,-12.5,38.2,18.5,-5.9,20.4,21.7,-4.4,-0.1,-5.6,1.2,30.5,-14.5,-28.8,8.7,21.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,LU,,,,,,,,,,-16.2,4.2,11.6,18.2,21.3,-5.9,12.1,-18.5,-8.6,0.5,17.4,0.1,-15.2,71.8,-31.8,7.9,7.7,11.1,0.1,-5.8,17.8,-22.9,-8.0,-8.2,-12.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,LV,,,,,,,,,,20.8,23.3,96.2,60.7,54.9,30.5,3.5,-56.3,-40.5,-22.4,-6.4,24.1,25.9,-40.2,-11.2,17.0,16.0,20.7,0.8,12.9,16.8,-4.8,-6.4,12.6,37.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,ME,,,,,,,,,,-20.9,20.2,-20.6,67.7,-35.6,18.3,40.3,28.9,28.6,-23.1,11.9,14.5,-7.9,-10.6,1.6,0.4,47.7,-47.3,-32.4,-17.9,-49.9,232.2,2.8,-32.3,52.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,MK,,,,,,,,,,,,,,,,,,-9.5,12.7,14.3,17.3,-35.2,14.3,13.1,26.9,1.4,-8.7,-17.5,3.8,92.3,-41.4,12.6,6.1,1.6
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,MT,,,,,,,,,,5.3,31.0,11.9,9.4,35.4,14.6,9.0,-39.7,-22.5,-16.2,-10.9,-22.6,-11.6,8.7,34.3,90.2,19.9,43.1,-3.1,-37.3,-3.3,26.7,-15.5,7.4,41.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,NL,,,,,,,,,,-20.7,7.8,7.8,5.2,9.3,15.8,-8.8,-0.8,-16.7,-16.0,-8.6,-32.5,-30.8,51.8,34.5,-3.7,30.3,0.4,-17.1,15.7,12.9,-14.9,-14.2,25.6,-13.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,NO,,,,,,,,,,5.5,-9.0,3.3,32.9,7.5,6.4,-3.0,-20.9,-27.6,4.9,40.2,5.9,-0.4,-10.7,14.4,16.4,0.8,-10.7,-4.5,-1.9,2.0,1.2,-31.2,-17.1,15.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,PL,,,,,,,,,,-4.6,-43.2,18.4,13.7,9.5,38.6,47.5,-6.8,-23.6,-2.0,6.1,-10.7,-15.9,13.8,21.3,12.4,19.1,3.3,4.5,3.2,23.9,-12.7,-19.4,21.6,-9.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,PT,,,,,9.3,12.9,12.7,9.4,2.1,-6.3,-16.2,-14.7,-5.5,-4.3,-2.7,-8.4,-30.2,-40.7,-8.2,-29.7,-34.7,-35.1,-6.6,23.4,36.4,26.5,41.1,15.5,3.5,8.8,10.9,5.4,5.7,21.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,RO,,,,,,,,,,10.3,-12.3,-3.8,19.2,31.6,34.2,31.1,35.4,-44.4,-16.1,-11.0,1.1,2.9,17.6,11.6,19.8,9.2,11.4,4.3,-1.9,12.5,-7.4,-24.8,2.2,11.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,RS,,,,,,,,,,4.4,-2.5,33.2,8.1,5.7,-2.8,35.3,7.5,-12.8,-18.4,7.6,-7.9,-28.1,1.6,29.2,25.9,34.0,9.5,29.0,7.5,17.6,15.3,-1.2,-1.0,1.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,SE,,,,,,14.4,6.0,10.6,23.2,6.4,-6.5,35.5,21.1,17.4,38.8,-34.1,-14.7,-12.0,28.9,1.4,-12.5,25.6,19.7,31.8,23.7,8.1,-15.2,-10.9,21.6,25.2,-21.8,-54.2,1.7,8.8
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,SI,,,,,,,,,,-14.6,21.3,12.6,16.9,2.1,20.3,31.3,-18.5,-29.7,-18.5,-21.3,-16.1,-0.3,-15.6,0.6,9.2,7.0,16.6,-10.3,10.5,15.9,20.7,-3.9,-7.4,-3.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,SK,,,,,,,,,,,,,54.3,21.5,3.1,-9.9,59.8,-30.2,-20.2,-19.5,-0.2,13.4,8.5,23.4,14.7,-8.7,11.4,-0.9,-6.6,20.3,-16.2,-3.9,-24.6,0.7
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,TR,,16.0,-4.5,-1.0,-12.4,2.3,-6.9,-21.4,-7.2,-11.3,-42.2,25.2,63.4,65.2,9.6,-2.8,-13.8,3.1,75.2,-28.0,18.1,9.0,22.9,-12.5,12.4,39.3,-51.6,-52.7,73.7,31.8,-2.9,28.2,-7.6,39.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,-40.1,51.7,-42.6,-28.9,-3.4,40.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,UK,,,,,,,,1.5,-0.9,2.5,-0.1,7.2,10.0,-0.6,-1.2,4.7,-39.6,-19.3,21.7,-0.5,-9.5,19.7,13.3,5.9,4.8,4.8,0.5,-4.1,,,,,,
A,BPRM_DW,CPA_F41001_X_410014,NSA,PCH_SM,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,23.5,1.4,-25.8,
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,AL,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,0.5,0.8,0.7,0.6,1.0,1.1,1.2,0.9,0.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,AT,,,,,,,,,,,,,,36.4,39.2,38.3,38.8,38.7,39.1,46.3,41.3,47.3,50.2,52.5,61.8,72.1,60.5,70.8,64.7,64.5,53.5,37.3,34.1,31.7
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,BA,,,,,,,,,,,,,,,,,,,,,,3.7,4.6,5.7,6.1,6.6,6.9,7.9,8.4,9.4,10.2,10.9,,
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,BE,,,,,,,,,,,,,,58.9,60.9,53.8,52.5,45.7,50.4,44.1,46.5,48.8,54.3,45.6,50.7,49.7,62.0,57.3,56.0,61.3,53.9,50.1,43.2,41.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,BG,,,,,,,,,,,,,,32.9,53.0,64.2,49.4,20.2,12.8,11.0,10.6,12.3,15.8,17.3,18.2,25.0,35.5,32.8,29.4,40.0,48.2,47.3,39.8,49.8
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,CY,,,,,,,,,,,,,,18.8,18.9,20.5,20.1,16.7,14.3,8.8,5.9,4.1,2.9,3.2,3.6,4.9,6.2,9.6,9.3,10.5,9.8,11.0,11.3,16.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,CZ,,,,,,,,,,,,,,37.9,40.6,41.1,41.0,34.3,26.2,25.8,21.8,20.4,22.1,24.3,25.3,29.9,30.9,37.0,33.8,43.2,40.1,33.6,34.6,33.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,DE,,,,,,,,,,,,,,210.5,215.7,155.9,147.1,151.9,161.8,196.3,202.6,227.4,235.4,252.4,291.9,285.6,291.3,300.7,308.1,319.7,297.0,204.5,164.9,185.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,DK,,,,,,,,,,,,,,31.8,32.0,19.8,13.7,7.2,14.2,15.5,11.3,10.8,15.1,21.4,27.6,27.5,37.2,33.4,34.1,36.1,33.6,20.4,18.5,21.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,EA19,,,,,,,,,,,,,,2274.08,2378.71,2138.05,1533.7,1140.75,1133.44,1145.09,1018.87,926.02,904.41,970.38,1125.66,1206.46,1231.04,1232.7,1145.55,1301.26,1285.11,1053.96,,
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,EA20,,,,,,,,,,,,,,2297.3,2404.2,2162.5,1557.6,1157.3,1146.0,1157.3,1027.3,932.9,908.7,973.0,1131.8,1216.7,1237.5,1246.7,1162.0,1317.7,1305.8,1080.6,1035.1,1110.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,EA21,,,,,,,,,,,,,,2330.2,2457.3,2226.7,1607.1,1177.5,1158.8,1168.3,1037.9,945.2,924.6,990.3,1149.9,1241.7,1273.0,1279.5,1191.4,1357.7,1354.0,1127.9,1075.0,1159.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,EE,,,,,,,,,,,,,,9.2,12.9,8.9,5.5,2.1,2.6,2.8,3.0,3.0,3.9,5.6,6.0,7.9,7.0,8.0,8.8,8.8,6.8,5.6,5.0,6.7
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,EL,,,,,,,,,,,,,,174.4,105.8,85.8,66.0,49.1,41.0,22.5,12.3,7.1,5.7,5.5,5.7,6.8,9.6,12.8,15.2,22.6,23.6,30.4,41.7,31.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,ES,,,,,,,,,,,,,,603.6,735.0,633.4,267.9,130.4,91.5,75.9,57.5,31.2,33.6,36.1,57.2,63.1,84.6,85.2,49.4,70.5,117.6,139.0,179.4,200.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,EU27_2020,,,,,,,,,,,,,,2646.2,2844.0,2683.2,2067.5,1502.9,1465.1,1474.5,1312.5,1198.3,1219.4,1347.4,1580.4,1734.6,1783.3,1800.1,1714.1,1992.4,1921.0,1545.4,1544.0,1623.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,FI,,,,,,,,,,,,,,36.9,35.6,31.8,25.3,26.6,32.1,33.6,30.5,26.6,29.8,33.0,41.2,49.2,42.3,38.9,41.7,45.8,37.5,21.9,17.7,15.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,FR,,,,,,,,,,,,,,526.7,571.0,540.7,446.6,350.1,443.8,488.5,448.1,397.4,344.8,368.1,424.8,453.5,425.0,412.0,356.5,426.3,438.6,326.4,277.7,314.7
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,HR,,,,,,,,,,,,,,23.1,25.3,24.5,24.3,16.6,13.2,13.3,9.7,7.6,7.7,6.9,9.1,12.3,11.6,15.2,13.9,16.6,18.7,18.7,20.4,21.7
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,HU,,,,,,,,,,,,,,48.0,41.5,41.4,41.2,27.2,16.7,11.3,9.6,7.0,9.1,11.8,30.2,36.7,35.6,34.2,21.2,28.8,34.6,20.8,20.2,27.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,IE,,,,,,,,,,,,,,99.4,78.8,84.4,67.6,40.6,18.5,11.6,6.3,7.2,7.4,13.0,16.0,20.8,28.9,38.5,42.4,43.0,34.2,41.2,32.4,35.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,IT,,,,,,,,,,,,,,278.6,261.5,250.3,191.8,141.6,110.4,104.2,77.3,51.8,45.0,42.9,44.2,52.0,55.6,55.3,49.1,59.8,59.9,55.3,55.3,51.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,LT,,,,,,,,,,,,,,11.7,16.5,19.2,15.9,7.6,8.3,7.3,10.1,11.9,11.2,13.5,16.5,15.7,15.7,14.8,15.0,19.6,16.8,11.9,13.0,15.8
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,LU,,,,,,,,,,,,,,4.5,4.2,4.8,3.9,3.5,3.6,4.2,4.2,3.5,6.1,4.1,4.5,4.8,5.4,5.4,5.1,6.0,4.6,4.2,3.9,3.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,LV,,,,,,,,,,,,,,11.0,14.3,14.8,6.5,3.9,3.0,2.8,3.5,4.4,2.6,2.3,2.7,3.2,3.8,3.8,4.3,5.1,4.8,4.5,5.1,7.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,ME,,,,,,,,,,,,,,1.3,1.6,2.2,2.8,3.6,2.8,3.1,3.6,3.3,2.9,3.0,3.0,4.4,2.3,1.6,1.3,0.6,2.2,2.2,1.5,2.3
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,MK,,,,,,,,,,,,,,,,,5.4,4.9,5.5,6.3,7.4,4.8,5.5,6.2,7.8,7.9,7.2,6.0,6.2,11.9,7.0,7.9,8.4,8.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,MT,,,,,,,,,,,,,,9.1,10.4,11.3,6.8,5.3,4.4,4.0,3.1,2.7,2.9,3.9,7.5,9.0,12.9,12.5,7.8,7.6,9.6,8.1,8.7,12.3
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,NL,,,,,,,,,,,,,,87.0,100.8,91.9,91.1,75.9,63.8,58.3,39.4,27.2,41.3,55.6,53.6,69.7,70.0,58.1,67.2,75.8,64.5,55.3,69.5,60.5
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,NO,,,,,,,,,,,,,,30.3,32.2,31.2,24.7,17.9,18.8,26.3,27.9,27.8,24.8,28.4,33.1,33.3,29.8,28.4,27.9,28.5,28.8,19.8,16.4,18.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,PL,,,,,,,,,,,,,,115.9,160.5,236.7,220.4,168.4,165.1,175.1,156.5,131.5,149.8,181.6,203.9,243.0,251.0,262.4,270.8,335.6,293.0,236.1,287.2,260.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,PT,,,,,,,,,,,,,,73.9,71.9,65.9,46.0,27.3,25.1,17.6,11.5,7.5,7.0,8.6,11.8,14.9,21.0,24.2,25.1,27.3,30.2,31.9,33.7,40.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,RO,,,,,,,,,,,,,,49.8,66.8,87.6,118.6,65.9,55.3,49.2,49.8,51.2,60.3,67.3,80.6,88.0,98.1,102.4,100.3,112.9,104.6,78.6,80.2,89.4
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,RS,,,,,,,,,,,,,,12.2,11.8,16.0,17.2,15.0,12.2,13.2,12.1,8.7,8.8,11.4,14.4,19.3,21.1,27.3,29.3,34.5,39.7,39.2,38.9,39.3
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,SE,,,,,,,,,,,,,,32.7,45.3,29.8,25.5,22.4,28.9,29.3,25.6,32.2,38.5,50.7,62.8,67.9,57.5,51.3,62.4,78.1,61.0,27.9,28.5,30.9
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,SI,,,,,,,,,,,,,,6.2,7.5,9.9,8.0,5.7,4.6,3.6,3.0,3.0,2.6,2.6,2.8,3.0,3.5,3.1,3.5,4.0,4.9,4.7,4.3,4.2
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,SK,,,,,,,,,,,,,,17.5,18.0,16.3,26.0,18.1,14.5,11.6,11.6,13.2,14.3,17.6,20.2,18.5,20.6,20.4,19.1,22.9,19.2,18.4,13.9,14.0
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,TR,,,,,,,,,,,,,,545.3,597.8,581.0,501.0,516.2,904.8,650.9,768.8,838.4,1030.4,901.8,1014.0,1411.8,683.9,323.4,561.9,739.9,718.6,921.3,851.9,1185.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,171.6,193.5,116.0,175.9,101.0,71.8,69.3,97.1
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,UK,,,,,,,,,,,,,,226.8,224.0,234.4,141.8,114.3,139.2,138.5,125.4,150.0,169.9,180.1,188.7,197.7,198.5,190.5,,,,,,
A,BPRM_DW,CPA_F41001_X_410014,NSA,THS,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.2,1.5,1.5,1.1,
A,BPRM_DW,CPA_F41002,NSA,I15,FI,,,,111.8,140.8,101.0,154.8,149.4,90.4,59.6,120.7,100.0,163.7,75.8,160.8,102.5,131.2,139.2,102.9,137.6,142.7,27.1,100.6,100.0,119.7,108.3,189.5,123.6,49.4,58.6,62.7,,,
A,BPRM_DW,CPA_F41002,NSA,I21,FI,,,,190.8,240.2,172.3,264.1,254.9,154.3,101.6,206.0,170.7,279.3,129.3,274.5,175.0,223.9,237.5,175.5,234.8,243.5,46.2,171.7,170.7,204.3,184.8,323.4,210.9,84.2,100.0,107.1,,,
A,BPRM_DW,CPA_F41002,NSA,PCH_SM,FI,,,,,25.9,-28.3,53.3,-3.5,-39.5,-34.2,102.8,-17.1,63.6,-53.7,112.3,-36.2,27.9,6.1,-26.1,33.8,3.7,-81.0,271.6,-0.6,19.7,-9.5,75.0,-34.8,-60.1,18.8,7.1,,,
A,BPRM_DW,CPA_F410023,NSA,I15,FI,,,,36.4,45.5,72.7,18.2,400.0,9.1,18.2,27.3,154.5,9.1,27.3,72.7,45.5,54.5,54.5,18.2,136.4,63.6,18.2,0.0,100.0,36.4,18.2,18.2,1000.0,9.1,9.1,1281.8,,,
A,BPRM_DW,CPA_F410023,NSA,I21,FI,,,,400.0,500.0,800.0,200.0,4400.0,100.0,200.0,300.0,1700.0,100.0,300.0,800.0,500.0,600.0,600.0,200.0,1500.0,700.0,200.0,0.0,1100.0,400.0,200.0,200.0,11000.0,100.0,100.0,14100.0,,,
A,BPRM_DW,CPA_F410023,NSA,PCH_SM,FI,,,,,25.0,60.0,-75.0,2100.0,-97.7,100.0,50.0,466.7,-94.1,200.0,166.7,-37.5,20.0,0.0,-66.7,650.0,-53.3,-71.4,,,-63.6,-50.0,0.0,5400.0,-99.1,0.0,14000.0,,,
A,BPRM_DW,CPA_F41002_X_410023,NSA,I15,FI,,,,114.5,144.2,102.0,159.7,140.3,93.4,61.1,124.1,98.0,169.3,77.6,164.0,104.6,134.0,142.2,105.9,137.6,145.5,27.4,104.3,100.0,122.8,111.6,195.7,91.7,50.8,60.4,18.5,,,
A,BPRM_DW,CPA_F41002_X_410023,NSA,I21,FI,,,,189.6,238.8,168.9,264.5,232.2,154.6,101.1,205.5,162.3,280.3,128.4,271.6,173.2,221.9,235.5,175.4,227.9,241.0,45.4,172.7,165.6,203.3,184.7,324.0,151.9,84.2,100.0,30.6,,,
