freq,indic_bt,cpa2_1,s_adj,unit,geo\TIME_PERIOD,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,NL,,,,,,,,,78.7,69.2,72.0,82.6,79.2,99.0,137.1,135.8,140.3,122.3,113.0,94.9,62.9,42.0,64.8,78.8,81.0,103.2,103.8,83.6,80.1,100.0,96.4,69.2,100.6,80.1
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,NO,,,,,,,,,61.0,73.5,67.8,74.5,95.2,101.8,114.9,109.3,76.8,43.1,55.3,87.7,94.9,99.6,83.0,99.5,117.1,129.6,104.3,105.0,100.9,100.0,105.7,71.4,54.9,65.9
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,PL,,,,,,,,,40.1,30.0,21.0,16.5,26.7,32.7,54.2,83.7,67.8,46.9,43.3,49.9,42.1,33.8,42.9,55.7,61.8,76.4,76.5,79.5,79.4,100.0,95.0,75.6,96.8,82.4
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,PT,,,,,,,,,579.5,562.7,421.6,332.4,328.3,312.1,304.7,276.0,179.9,90.2,83.1,47.1,26.7,14.1,14.3,20.4,32.7,45.5,76.3,87.2,92.1,100.0,112.0,130.0,135.2,173.8
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,RO,,,,,,,,,9.7,9.9,5.3,8.3,9.6,18.3,43.3,76.4,124.6,35.6,26.2,20.2,22.1,26.9,38.2,51.6,74.1,86.7,99.1,104.0,95.9,100.0,108.1,75.9,79.0,94.2
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,RS,,,,,,,,,18.2,15.6,23.9,37.2,38.7,35.7,34.1,38.1,42.4,37.6,31.2,33.5,29.3,19.2,20.9,30.3,38.8,52.4,61.0,82.0,89.5,100.0,119.9,129.0,121.8,124.4
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,SE,,,,,,,,,15.1,20.6,16.2,23.3,29.5,38.4,58.5,28.2,27.0,23.5,35.2,41.0,37.1,47.1,53.9,71.7,86.7,94.9,77.9,64.1,80.2,100.0,76.2,34.4,36.4,40.5
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,SI,,,,,,,,,101.8,89.2,135.2,152.2,220.8,213.2,271.1,450.0,318.9,168.2,188.3,79.2,58.6,39.5,21.6,20.1,24.0,37.1,72.0,62.5,83.5,100.0,153.8,170.0,148.5,136.4
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,SK,,,,,,,,,,,,32.8,67.3,125.5,122.2,82.0,156.4,81.9,64.8,28.4,31.0,53.9,55.4,73.3,93.1,60.7,75.5,81.3,71.6,100.0,78.2,96.4,68.2,83.6
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,TR,56.4,68.0,65.5,66.7,58.7,61.6,57.1,46.3,46.4,40.4,24.3,31.8,50.1,81.0,93.4,91.4,72.2,75.4,137.2,90.5,111.6,124.6,156.8,130.4,145.6,204.6,97.6,44.4,76.9,100.0,90.2,109.3,99.6,141.1
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,116.4,57.7,100.0,52.9,32.7,29.9,45.5
A,BPRM_SQM,CPA_F410012_410013,NSA,I21,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,100.0,190.0,52.8,103.7,
A,BPRM_SQM,CPA_F410012_410013,NSA,MIO_M2,EA19,,,,,,,,,,,,,,130.93,132.68,123.28,86.97,63.0,61.34,60.55,54.38,49.37,50.48,53.99,64.58,69.75,71.97,72.32,63.98,73.1,72.46,60.34,,
A,BPRM_SQM,CPA_F410012_410013,NSA,MIO_M2,EA20,,,,,,,,,,,,,,132.4,134.4,124.9,88.6,64.0,62.1,61.2,54.7,49.7,50.5,54.0,64.8,70.1,72.2,73.1,65.1,74.2,74.0,62.1,60.5,64.5
A,BPRM_SQM,CPA_F410012_410013,NSA,MIO_M2,EA21,,,,,,,,,,,,,,135.7,139.7,131.3,93.8,65.8,63.0,62.1,55.5,50.6,51.9,55.6,66.5,72.5,75.8,76.3,67.9,77.8,78.4,66.2,63.9,69.0
A,BPRM_SQM,CPA_F410012_410013,NSA,MIO_M2,EU27_2020,,,,,,,,,,,,,,147.2,155.6,150.6,113.6,77.3,73.7,73.1,65.0,59.6,63.3,70.7,85.9,95.6,99.2,99.2,90.0,104.1,104.1,84.1,84.7,89.7
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,AL,,,,,,,,,,,,,,,,,,,,,,,,,319.4,156.9,65.3,30.3,3.2,34.8,-3.0,-30.1,-11.7,-59.4
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,AT,,,,,,,,,,,,,,,9.3,-0.6,8.6,-0.5,-1.3,28.5,-7.1,15.2,4.5,6.1,17.5,21.4,-21.9,21.3,-10.7,-0.6,-18.9,-28.1,-8.4,-18.4
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,BA,,,,,,,,,,,,,,,,,,,,,,,45.2,26.3,-0.3,13.5,-1.9,16.8,10.5,17.2,14.2,4.0,,
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,BE,,,,,,5.7,-15.1,30.7,1.4,2.1,9.8,9.2,19.2,16.8,10.8,-14.3,-1.8,-15.6,3.7,-8.2,4.8,11.5,14.3,-13.7,8.3,-5.3,13.0,-12.7,-7.8,8.9,-14.8,-1.2,-9.1,-9.8
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,BG,,,,,,,,,,16.5,34.0,48.7,132.4,42.1,58.4,21.4,-17.9,-66.0,-44.8,-16.0,-3.5,19.3,44.7,16.1,5.8,39.7,50.7,-10.2,-11.5,26.4,23.3,-6.3,-16.5,32.6
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,CY,,,,,,,,,,20.2,25.4,36.3,32.9,28.1,0.7,19.8,5.2,-22.4,-16.2,-42.1,-35.8,-34.5,-43.9,34.9,40.5,56.6,10.4,141.0,-21.3,5.9,-6.2,19.9,-1.3,50.9
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,CZ,,,,,,,,,,5.3,21.2,12.7,12.4,3.1,11.6,13.8,2.8,-15.9,-26.3,-13.8,-26.4,-19.5,3.8,14.0,14.9,28.6,8.0,19.6,-5.5,19.8,-10.1,-1.6,28.9,-1.8
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,DE,,,,,,,,,,-17.6,-9.4,3.0,-7.0,-13.6,7.5,-19.6,-4.2,4.7,6.7,23.5,14.0,18.0,6.1,5.5,22.2,-2.5,3.1,4.8,2.0,7.1,-3.1,-30.7,-20.1,6.3
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,DK,,,,,,,,-8.0,13.2,26.6,20.2,21.6,13.1,36.8,-11.9,-51.3,-19.7,-61.6,226.3,17.7,-33.3,-15.4,93.5,58.2,29.9,1.1,48.7,-17.7,-7.6,-11.0,6.4,-44.5,-26.6,5.1
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,EA19,,,,,,,,,,,,,,9.9,1.3,-7.1,-29.6,-27.7,-2.7,-1.4,-10.3,-9.6,2.2,7.1,19.7,8.1,3.3,0.5,-11.5,14.4,-0.7,-16.7,,
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,EA20,,,,,,,,,,,,,,10.0,1.4,-7.0,-29.3,-28.0,-3.0,-1.3,-10.8,-9.6,1.5,7.1,20.1,8.3,3.2,1.0,-11.0,14.3,0.0,-16.2,-2.5,7.0
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,EA21,,,,,,,,,,,,,,10.6,2.9,-6.0,-28.7,-30.1,-4.1,-1.6,-10.6,-9.2,2.3,7.4,19.8,9.0,4.7,0.5,-11.0,14.8,1.1,-15.6,-3.4,8.3
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,EE,,,,,,,,,25.6,35.4,94.8,-1.3,286.7,-6.5,49.2,-35.1,-44.9,-75.0,75.4,36.1,10.6,-8.3,41.0,49.9,5.1,27.9,-12.2,16.3,9.4,-8.4,-22.2,-14.0,-18.1,51.8
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,EL,,,,,,,,,,,25.6,-8.0,-8.0,80.2,-41.5,-21.1,-26.5,-25.6,-19.7,-48.9,-48.3,-46.7,-19.7,-6.3,11.7,22.9,49.0,33.4,26.5,61.0,3.8,32.1,38.1,-27.9
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,ES,,,,,-9.7,17.6,22.4,10.2,42.4,-9.0,6.3,16.6,12.0,5.8,6.4,-7.1,-49.9,-44.8,-11.6,-16.5,-24.9,-40.5,10.9,15.6,35.8,16.3,10.1,-11.0,-53.0,66.9,13.4,7.1,35.1,18.3
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,EU27_2020,,,,,,,,,,,,,,11.1,5.8,-3.2,-24.7,-32.1,-4.7,-0.8,-11.2,-8.7,6.1,11.9,21.6,11.3,3.8,0.1,-9.3,15.9,0.2,-19.2,0.7,6.1
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,FI,,,,,47.1,27.7,1.8,13.5,-5.6,-18.9,1.0,14.7,-5.8,11.5,-2.6,-13.4,-20.5,4.3,27.3,10.6,-6.3,-17.2,14.2,10.2,19.3,25.4,-14.1,-2.4,5.7,7.8,-15.5,-39.4,-23.0,-9.6
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,FR,,,,-15.4,-15.5,2.9,52.1,-41.3,27.7,-3.9,-0.9,13.3,32.4,15.0,14.8,-6.8,-20.8,-25.0,29.2,21.6,-4.8,-11.8,-13.0,7.5,18.8,5.7,-3.1,-6.2,-17.0,14.0,14.3,-22.7,-14.7,12.5
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,HR,,,,,,,,,,65.6,12.6,5.4,-0.9,17.5,17.6,-2.1,-1.1,-38.9,-23.4,0.8,-36.4,-17.1,2.0,-8.8,40.2,34.4,-7.8,39.2,-8.9,21.7,15.5,-3.3,12.5,5.9
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,HU,,,,,,,,40.4,97.1,41.8,-11.8,35.8,13.9,-10.7,-15.6,1.9,12.2,-33.9,-41.0,-47.4,-13.2,-26.2,48.9,39.6,211.5,36.0,-5.7,-5.6,-50.4,42.9,53.3,-41.6,-6.6,49.6
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,IE,,,,,,,,,35.6,6.2,2.3,60.5,7.8,-24.7,-18.0,20.7,-7.9,-23.9,-51.1,-58.2,-69.7,55.8,-44.8,289.2,24.3,38.5,70.2,94.3,21.7,0.2,-32.7,35.2,-36.9,9.9
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,IT,,,,,,,,,,1.2,9.5,8.0,15.2,3.5,-7.3,-3.2,-24.0,-26.9,-23.0,-6.7,-27.2,-35.3,-15.2,-5.1,7.2,21.5,7.7,2.7,-10.6,18.3,0.4,-5.1,-2.2,-5.2
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,LT,,,,,,,,,-35.1,-9.2,16.1,85.6,19.1,43.6,46.8,34.5,-29.1,-73.2,36.6,-6.3,69.0,7.2,-8.7,40.3,36.9,-7.6,-5.3,-4.7,-13.2,46.6,-5.4,-32.7,15.7,38.0
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,LU,,,,,,,,,,-12.6,12.8,15.8,36.0,11.5,-12.6,33.8,-26.1,-5.4,-11.0,21.0,10.5,-29.7,107.3,-12.1,-28.7,24.8,21.3,-2.3,-15.3,20.6,-42.1,-0.7,-7.5,-28.2
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,LV,,,,,,,,,,82.9,217.2,332.5,99.5,71.0,48.7,28.6,-74.0,-42.0,-14.8,24.3,-23.1,115.6,-68.4,-63.5,196.0,18.7,48.9,-16.3,32.7,-1.8,9.2,-15.4,44.3,42.5
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,ME,,,,,,,,,,-23.9,27.1,-21.8,64.5,-33.1,17.5,40.3,27.6,24.9,-21.3,14.8,0.1,-4.1,-11.1,0.2,-1.9,42.1,-51.3,-32.3,-18.6,-54.4,254.1,13.1,-32.4,52.8
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,MK,,,,,,,,,,,,,,,,,,-5.1,15.8,24.5,11.1,-38.6,3.0,7.3,39.7,2.6,-12.8,-27.2,20.4,107.0,-45.0,12.7,14.0,0.4
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,MT,,,,,,,,,,14.8,85.8,20.2,16.0,43.1,18.8,14.5,-39.7,-25.4,-19.8,-6.0,-7.7,-16.9,15.6,50.3,44.5,27.0,35.9,-1.1,-36.1,-8.1,25.2,-14.7,7.0,38.8
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,NL,,,,,,,,,,-12.1,4.0,14.7,-4.1,25.0,38.5,-0.9,3.3,-12.8,-7.6,-16.0,-33.7,-33.2,54.3,21.6,2.8,27.4,0.6,-19.5,-4.2,24.8,-3.6,-28.2,45.4,-20.4
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,NO,,,,,,,,,,20.5,-7.8,9.9,27.8,6.9,12.9,-4.9,-29.7,-43.9,28.3,58.6,8.2,5.0,-16.7,19.9,17.7,10.7,-19.5,0.7,-3.9,-0.9,5.7,-32.5,-23.1,20.0
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,PL,,,,,,,,,,-25.2,-30.0,-21.4,61.8,22.5,65.7,54.4,-19.0,-30.8,-7.7,15.2,-15.6,-19.7,26.9,29.8,11.0,23.6,0.1,3.9,-0.1,25.9,-5.0,-20.4,28.0,-14.9
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,PT,,,,,,,,,,-2.9,-25.1,-21.2,-1.2,-4.9,-2.4,-9.4,-34.8,-49.9,-7.9,-43.3,-43.3,-47.2,1.4,42.7,60.3,39.1,67.7,14.3,5.6,8.6,12.0,16.1,4.0,28.6
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,RO,,,,,,,,,,2.1,-46.5,56.6,15.7,90.6,136.6,76.4,63.1,-71.4,-26.4,-22.9,9.4,21.7,42.0,35.1,43.6,17.0,14.3,4.9,-7.8,4.3,8.1,-29.8,4.1,19.2
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,RS,,,,,,,,,,-14.3,53.2,55.6,4.0,-7.8,-4.5,11.7,11.3,-11.3,-17.0,7.4,-12.5,-34.5,8.9,45.0,28.1,35.1,16.4,34.4,9.1,11.7,19.9,7.6,-5.6,2.1
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,SE,,,,,,,,,,36.4,-21.4,43.8,26.6,30.2,52.3,-51.8,-4.3,-13.0,49.8,16.5,-9.5,27.0,14.4,33.0,20.9,9.5,-17.9,-17.7,25.1,24.7,-23.8,-54.9,5.8,11.3
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,SI,,,,,,,,,,-12.4,51.6,12.6,45.1,-3.4,27.2,66.0,-29.1,-47.3,12.0,-57.9,-26.0,-32.6,-45.3,-6.9,19.4,54.6,94.1,-13.2,33.6,19.8,53.8,10.5,-12.6,-8.1
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,SK,,,,,,,,,,,,,105.2,86.5,-2.6,-32.9,90.7,-47.6,-20.9,-56.2,9.2,73.9,2.8,32.3,27.0,-34.8,24.4,7.7,-11.9,39.7,-21.8,23.3,-29.3,22.6
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,TR,,20.6,-3.7,1.8,-12.0,4.9,-7.3,-18.9,0.2,-12.9,-39.9,30.9,57.5,61.7,15.3,-2.1,-21.0,4.4,82.0,-34.0,23.3,11.6,25.8,-16.8,11.7,40.5,-52.3,-54.5,73.2,30.0,-9.8,21.2,-8.9,41.7
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,-50.4,73.3,-47.1,-38.2,-8.6,52.2
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,UK,,,,,,,,7.8,16.5,18.0,17.3,35.0,32.5,11.1,1.4,6.9,-39.5,-21.1,-2.8,-5.2,-9.6,-3.4,6.3,4.0,3.2,3.4,9.7,-9.1,,,,,,
A,BPRM_SQM,CPA_F410012_410013,NSA,PCH_SM,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,90.0,-72.2,96.4,
A,BPRM_SQM,CPA_F410014,NSA,I15,AT,,,,,,,,,,,,,,82.7,86.7,112.8,127.4,117.4,156.1,102.9,76.7,165.2,87.8,100.0,80.7,83.0,92.7,67.2,91.0,49.0,64.9,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,BA,,,,,,,,,,,,,,,,,,,,,,7.9,552.4,100.0,145.6,62.2,274.0,40.5,209.9,127.4,45.0,52.9,,
A,BPRM_SQM,CPA_F410014,NSA,I15,BE,,,,,36.0,26.2,18.0,42.8,34.8,40.5,30.6,48.5,41.2,45.4,50.8,41.8,64.4,58.5,71.5,84.3,106.0,110.4,120.2,100.0,58.2,71.4,97.0,54.9,64.5,61.3,49.7,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,BG,,,,,,,,,3.2,18.8,11.9,19.4,8.5,41.2,50.3,57.1,,22.2,,132.6,68.5,,,100.0,,,,87.0,67.3,,,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,CY,,,,,,,,,454.3,100.4,129.0,196.9,239.7,62.5,192.4,164.6,25.3,244.6,277.0,168.9,63.4,853.1,17.2,100.0,224.8,1281.3,1517.6,617.7,1969.2,656.1,0.0,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,CZ,,,,,,,,,125.8,132.6,160.7,181.2,206.3,205.6,227.0,237.2,223.8,149.3,126.7,120.4,105.1,81.6,86.2,100.0,106.1,113.5,96.3,120.6,119.4,226.8,290.8,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,DE,,,,,,,,,33.5,39.5,44.9,43.2,60.3,67.1,49.2,52.7,44.2,58.0,49.8,51.6,70.6,68.3,92.4,100.0,221.8,125.1,104.5,98.6,102.5,75.5,65.8,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,DK,,,,,,,160.6,108.1,106.0,139.4,125.4,164.9,180.6,178.1,164.2,114.2,100.5,155.2,177.6,253.8,156.0,96.7,144.2,100.0,207.7,164.2,185.4,239.1,197.5,199.4,188.8,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,EA19,,,,,,,,,,,,,,84.6,85.9,113.8,107.7,77.0,103.6,118.2,126.8,108.1,123.2,100.0,107.3,111.0,111.1,130.9,108.5,107.5,108.4,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,EA20,,,,,,,,,,,,,,84.6,86.0,113.8,107.9,77.2,103.7,118.1,126.7,108.1,123.1,100.0,107.2,110.9,111.4,130.9,108.3,107.3,108.6,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,EE,,,,,,,16.6,25.0,0.0,39.8,13.2,39.4,19.6,65.6,170.1,77.0,264.0,187.4,184.0,663.8,187.8,90.0,69.5,100.0,66.5,108.0,314.4,456.4,269.6,327.5,210.3,4.5,,
A,BPRM_SQM,CPA_F410014,NSA,I15,EL,,,,,,,,,,0.0,0.0,0.0,37.4,329.3,93.1,50.5,440.6,468.8,137.4,8.2,130.5,184.6,43.4,100.0,142.8,17.3,238.9,0.0,267.8,145.6,27.5,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,ES,,,,33.8,28.1,28.0,44.9,57.7,5.8,1.6,5.9,6.5,3.7,3.9,2.1,3.1,8.1,26.5,17.0,42.0,67.7,108.6,135.2,100.0,55.2,49.4,60.8,60.6,56.6,44.8,9.6,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,EU27_2020,,,,,,,,,,,,,,84.4,84.0,104.9,100.8,74.6,96.9,114.2,116.9,101.0,118.8,100.0,112.3,115.4,118.2,132.3,115.3,108.9,106.3,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,FI,,,,7.5,14.1,31.8,28.9,15.0,37.5,36.6,25.0,34.9,49.0,50.7,85.9,51.4,83.5,107.9,100.2,128.8,154.4,118.3,156.9,100.0,128.5,135.9,63.1,50.2,22.3,77.0,91.9,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,FR,,,15.4,10.5,12.0,11.2,32.2,31.7,50.0,52.8,44.2,51.4,78.3,85.7,107.3,117.6,114.7,115.3,113.4,102.8,121.5,89.1,104.7,100.0,120.0,126.4,118.7,119.8,127.7,140.9,169.7,158.6,,
A,BPRM_SQM,CPA_F410014,NSA,I15,HR,,,,,,,,,47.5,55.5,124.4,64.5,124.4,104.2,130.9,129.8,200.4,156.2,129.1,58.3,54.3,86.3,68.4,100.0,72.6,97.9,201.7,130.4,31.1,35.6,197.5,246.9,,
A,BPRM_SQM,CPA_F410014,NSA,I15,HU,,,,,,,872.9,804.6,907.6,1103.4,1598.8,1039.4,1658.2,703.9,571.5,339.9,567.5,257.3,327.8,264.0,160.8,287.6,914.0,100.0,229.3,470.0,795.8,378.9,1169.6,914.2,1021.8,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,IE,,,,,,,,,198.1,40.4,80.8,61.5,94.2,65.4,86.5,148.1,169.2,96.2,46.2,25.0,21.2,38.5,69.2,100.0,201.9,215.4,361.5,261.5,205.8,175.0,132.7,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,IT,,,,,,,,,294.7,187.2,457.6,233.5,386.8,243.1,198.5,391.5,304.8,57.2,250.7,329.0,271.3,166.1,176.4,100.0,81.4,167.6,171.7,390.8,216.5,198.0,216.1,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,LT,,,,,,,,129.4,0.0,0.0,0.0,58.8,0.0,235.3,129.4,0.0,323.5,0.0,447.1,64.7,441.2,423.5,635.3,100.0,170.6,41.2,282.4,29.4,411.8,570.6,1176.5,517.6,,
A,BPRM_SQM,CPA_F410014,NSA,I15,LU,,,,,,,,,58.6,24.6,133.2,137.4,125.8,146.1,98.0,112.2,115.2,84.8,220.4,85.6,80.7,131.4,245.2,100.0,65.2,191.3,643.4,330.4,128.4,295.8,51.1,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,MT,,,,,,,,,50.8,37.3,9.9,36.5,11.4,24.1,20.7,25.8,5.5,15.3,36.8,9.0,11.3,38.9,18.7,100.0,32.2,256.3,225.8,961.4,76.1,426.3,54.9,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,NL,,,,,,,,,56.0,42.2,34.3,59.4,73.7,50.2,84.5,86.5,86.5,82.9,81.9,90.0,98.8,106.2,110.6,100.0,52.0,73.5,46.2,69.9,83.9,77.1,79.5,83.5,,
A,BPRM_SQM,CPA_F410014,NSA,I15,NO,,,,,,,,,84.8,110.2,90.7,59.1,104.7,36.3,22.9,51.1,29.5,66.4,78.9,65.1,85.9,73.1,98.6,100.0,123.8,83.2,88.4,132.9,89.3,87.1,81.0,106.2,,
A,BPRM_SQM,CPA_F410014,NSA,I15,PL,,,,,,,,,72.4,79.0,28.5,28.4,59.3,172.2,178.3,268.4,491.7,252.2,124.2,135.3,136.5,148.8,115.4,100.0,153.0,305.2,273.5,337.4,329.2,594.0,582.6,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,PT,,,,,,,,,379.9,358.4,284.7,228.9,298.0,212.3,167.6,195.6,296.4,346.5,340.2,406.3,536.3,206.5,162.9,100.0,123.6,165.1,253.4,237.1,161.4,379.0,301.4,263.0,,
A,BPRM_SQM,CPA_F410014,NSA,I15,RO,,,,,,,,,68.6,45.6,60.0,53.0,46.9,37.7,174.3,266.6,281.8,34.7,24.6,79.9,89.9,83.4,111.7,100.0,31.8,42.9,54.7,59.5,19.6,31.4,38.7,27.8,,
A,BPRM_SQM,CPA_F410014,NSA,I15,RS,,,,,,,,,122.2,164.3,121.3,260.5,172.7,100.8,183.7,348.5,177.3,148.8,40.8,128.1,192.7,206.0,88.5,100.0,180.1,185.6,225.8,294.7,582.6,160.4,752.5,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,SE,,,,,,,,,49.8,77.2,52.7,67.3,36.0,56.6,42.3,27.7,30.7,33.7,34.0,56.2,41.5,52.2,80.3,100.0,129.1,133.2,146.3,116.3,138.7,84.9,54.6,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,SI,,,,,,,,,473.7,336.0,276.4,192.9,231.5,208.0,400.4,815.2,299.9,283.3,433.6,96.3,41.7,229.2,72.6,100.0,194.5,80.9,153.6,227.3,577.3,1008.0,1158.0,644.2,,
A,BPRM_SQM,CPA_F410014,NSA,I15,SK,,,,,,,,,,,,760.5,1402.5,1330.7,1288.0,1421.8,1459.4,1692.3,1380.2,468.4,309.5,354.1,90.0,100.0,262.7,497.5,526.5,2804.6,516.3,636.9,669.7,,,
A,BPRM_SQM,CPA_F410014,NSA,I15,TR,25.6,19.3,24.1,18.1,20.5,26.5,23.5,27.5,19.2,17.9,12.4,16.6,44.1,41.3,63.3,58.8,63.2,73.9,177.3,105.1,146.5,165.4,148.0,100.0,126.5,92.4,72.9,94.5,64.9,79.7,75.0,63.6,,
A,BPRM_SQM,CPA_F410014,NSA,I15,UK,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.8,100.4,91.0,74.8,,,,,,
A,BPRM_SQM,CPA_F410014,NSA,I21,AL,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.3,26.4,65.0,26.3,100.0,241.0,190.7,432.1,181.4
A,BPRM_SQM,CPA_F410014,NSA,I21,AT,,,,,,,,,,,,,,82.5,86.5,112.5,127.1,117.2,156.7,111.1,76.5,164.9,86.6,100.0,88.9,81.0,94.2,55.6,87.2,100.0,71.3,71.1,42.0,30.1
A,BPRM_SQM,CPA_F410014,NSA,I21,BA,,,,,,,,,,,,,,,,,,,,,,6.2,433.5,78.5,114.3,48.8,215.0,31.8,164.8,100.0,35.3,41.5,,
A,BPRM_SQM,CPA_F410014,NSA,I21,BE,,,,,50.6,36.8,25.3,60.2,49.0,57.0,43.0,68.3,57.9,63.8,71.5,58.7,90.6,82.3,100.5,118.6,149.1,155.2,169.0,140.7,81.9,100.4,136.4,85.6,94.1,100.0,73.7,81.4,80.6,68.5
A,BPRM_SQM,CPA_F410014,NSA,I21,BG,,,,,,,,,11.5,68.7,43.4,70.7,31.2,150.4,183.4,208.3,,80.9,,483.6,249.7,,,364.7,,,,317.2,245.4,,,,,135.6
A,BPRM_SQM,CPA_F410014,NSA,I21,CY,,,,,,,,,69.2,15.3,19.7,30.0,36.5,9.5,29.3,25.1,3.9,37.3,42.2,25.7,9.7,130.0,2.6,15.2,34.3,195.3,231.3,94.1,300.1,100.0,0.0,76.7,94.6,110.3
A,BPRM_SQM,CPA_F410014,NSA,I21,CZ,,,,,,,,,55.5,58.5,70.9,79.9,90.9,90.6,100.1,104.6,98.7,65.8,55.9,53.1,46.3,36.0,38.0,44.1,46.8,50.0,42.4,53.2,52.6,100.0,128.2,105.1,56.6,117.2
A,BPRM_SQM,CPA_F410014,NSA,I21,DE,,,,,,,,,44.4,52.3,59.4,57.2,79.8,88.8,65.1,69.8,58.6,76.8,65.9,68.4,93.5,90.5,122.3,132.4,293.7,165.7,138.4,130.5,135.7,100.0,87.2,113.4,87.5,102.7
