country,year,scenario,total_floor_m2,thermal_index,ln_total_floor,ln_thermal_index,hist_method,share_0-1945,share_1946-1969,share_1970-1979,share_1980-1989,share_1990-1999,share_2000-2010,share_2011-2020,share_post-2020,share_ren_0-1945,share_ren_1946-1969,share_ren_1970-1979,share_ren_1980-1989,share_ren_1990-1999,share_ren_2000-2010
Bulgaria,2050,VNI,340954794.173264,152.19352397275338,19.647260460985912,5.031701984694696,,0.08954170260415775,0.20770787039715888,0.13558510491431863,0.12851413702762057,0.10095803487223472,0.1047420643742348,0.059530751134373144,0.07474030943610954,0.09868002523979194,0.0,0.0,0.0,0.0,0.0
Bulgaria,2055,VNI,340552493.7363289,151.25549367438754,19.64607984123431,5.02555998918623,,0.07937853729694544,0.20753733274892133,0.13560952862450396,0.1286016199809309,0.10107729831117068,0.1048657979514021,0.05960107582038463,0.074828601431311,0.10850020783443003,0.0,0.0,0.0,0.0,0.0
Bulgaria,2060,VNI,340151111.3340443,150.3190650541764,19.64490052487801,5.019390621145268,,0.06923378831084435,0.20736666483896837,0.13563377994972278,0.1286889947534476,0.10119657073880868,0.10498954085417891,0.05967140580665958,0.0749169000809444,0.11830235466642518,0.0,0.0,0.0,0.0,0.0
Bulgaria,2025,VWE,337673686.20442617,163.26491367100766,19.63759056465475,5.101480451848606,,0.18525983306256977,0.21353922589991808,0.13814086467750425,0.13034827879415503,0.10193902399359894,0.10575982215676683,0.06010919958895496,0.054903751826532,0.009999999999999998,0.0,0.0,0.0,0.0,0.0
Bulgaria,2026,VWE,338881826.49322754,161.61420113127184,19.64116201310719,5.091380531130684,,0.17304556912671573,0.2123523859288023,0.13751073327934812,0.12981863516900144,0.10157560337832963,0.10538278009639357,0.05989490557825955,0.059484931275062956,0.02093445616808669,0.0,0.0,0.0,0.0,0.0
Bulgaria,2027,VWE,340646713.9391988,159.68189864893134,19.646356471630035,5.079426625757661,,0.1596325745830042,0.21082968581859998,0.13666149316203766,0.12908147300865494,0.10104934112513976,0.10483679289615636,0.05958459063140358,0.0655605318137995,0.03276351696120406,0.0,0.0,0.0,0.0,0.0
Bulgaria,2028,VWE,341748953.366313,157.9203593999523,19.649586973918627,5.068403192458769,,0.1456403601222865,0.2097293995770144,0.13608449951638982,0.12860081527130862,0.10072342771187276,0.1044986638531729,0.059392413056621095,0.06977054930387501,0.04555987158745878,0.0,0.0,0.0,0.0,0.0
Bulgaria,2029,VWE,342367090.75928414,156.2558619116419,19.65139408709684,5.057874172543255,,0.13094127694257543,0.2089320355860137,0.1357029626906854,0.12830444458488766,0.1005415734428808,0.10430999346578282,0.059285181163252876,0.0726413508766254,0.059341181247295885,0.0,0.0,0.0,0.0,0.0
Bulgaria,2030,VWE,342573223.51152945,154.6571546282255,19.65199598701008,5.0476558619617915,,0.11546989965194882,0.20838870461577721,0.13548568635785319,0.1281631277665346,0.10048107568699545,0.1042472281806873,0.059249508154617596,0.07438721146685637,0.07412755811872962,0.0,0.0,0.0,0.0,0.0
Bulgaria,2035,VWE,342167227.2979055,153.27758306932202,19.65081014715051,5.038753467345667,,0.10026008895281299,0.20821869489278116,0.1355107995383705,0.12825104126114312,0.1006003008290172,0.10437092202552563,0.059319810258532744,0.07447547511044399,0.08899286713137274,0.0,0.0,0.0,0.0,0.0
Bulgaria,2040,VWE,341762158.5870355,151.90040803095243,19.649625613292457,5.029786781544618,,0.08507778402704053,0.20804855215688772,0.1355357403637862,0.12833884744917243,0.10071953589687381,0.10449462616823114,0.05939011821529958,0.07456374610223296,0.10383104962047565,0.0,0.0,0.0,0.0,0.0
Bulgaria,2045,VWE,341358015.00223297,150.5256287296917,19.648442384787735,5.020754777174998,,0.069922974535526,0.20787827709576148,0.1355605088250951,0.12842654611097165,0.10083878065606525,0.10461834036551446,0.0594604318866432,0.07465202426862043,0.11864211625580248,0.0,0.0,0.0,0.0,0.0
Bulgaria,2050,VWE,340954794.173264,149.15324437173427,19.647260460985912,5.011656401733258,,0.05479565002108246,0.20770787039715888,0.13558510491431863,0.12851413702762057,0.10095803487223472,0.1047420643742348,0.059530751134373144,0.07474030943610954,0.13342607782286728,0.0,0.0,0.0,0.0,0.0
Bulgaria,2055,VWE,340552493.73632896,147.78325415291445,19.64607984123431,5.00249057677104,,0.03969579990868161,0.20753733274892128,0.13560952862450393,0.12860161998093086,0.10107729831117065,0.10486579795140209,0.05960107582038462,0.07482860143131098,0.14818294522269385,0.0,0.0,0.0,0.0,0.0
Bulgaria,2060,VWE,340151111.3340442,146.41565725872587,19.64490052487801,4.993256197036137,,0.02462341350569515,0.20736666483896843,0.1356337799497228,0.12868899475344764,0.10119657073880871,0.10498954085417893,0.05967140580665959,0.07491690008094441,0.16291272947157445,0.0,0.0,0.0,0.0,0.0
Croatia,2010,HIST,168514091.4888815,164.72431645633483,18.942529939208335,5.110325663553161,permits,0.14501208854450248,0.189581245259715,0.2017528974291889,0.15341751767272374,0.1395267647486402,0.17070948634522964,8.290012126465936e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2011,HIST,170530905.51487964,163.18372147815313,18.954427108142436,5.100986053724702,permits,0.14286718610538496,0.18696445075097073,0.19916746414244654,0.15152729661685427,0.13787662669713815,0.16869056030134047,0.012906415385864827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2012,HIST,172401378.2064923,161.77435403648624,18.965335916199525,5.0923649106707956,permits,0.14089319386980786,0.18456610371972992,0.19680958559777148,0.14980835610147208,0.13638073108579463,0.1668603482133688,0.02468168141205528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2013,HIST,173538590.5570711,160.86210984945785,18.97191056234112,5.086744799009524,permits,0.1395499997027803,0.18298991393350889,0.19532435666726097,0.1487522365621838,0.135487017178854,0.16576689892234373,0.0321295770330683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2014,HIST,174529459.67060173,160.0543552012581,18.977604114414625,5.081741917952751,permits,0.1383414489189827,0.18158710962891306,0.19402121170750122,0.14783376054204245,0.13471780663491317,0.16482577814824687,0.03867288441940062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2015,HIST,175520714.11304867,159.25588568986907,18.98326762873682,5.076771823300226,permits,0.13714748413901862,0.18020047198563544,0.19273255010182735,0.14692536892649513,0.13395698689361724,0.16389492343035872,0.04514221452304748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2016,HIST,176365623.4258614,158.55678972872417,18.988069809677512,5.07239990731064,permits,0.13608098457981385,0.17897851680060267,0.19161742302961451,0.1461483873771985,0.1333152433182865,0.1631097571125743,0.0507496877819097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2017,HIST,177504375.20704868,157.68619875341952,18.99450582126342,5.066928659374054,permits,0.13480235420038394,0.1774746472769342,0.19019774304843418,0.1451381896738433,0.13245998005724838,0.16206335177059716,0.05786373397255891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2018,HIST,179230427.5436041,156.47705164024768,19.004182846231,5.059279743778404,permits,0.1331036474261505,0.17541397271718728,0.18817770551739701,0.14366858740341268,0.1311843436532551,0.16050262443859553,0.06794911884400187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2019,HIST,180956861.44393143,155.29113816933048,19.013769231786167,5.051720538247001,permits,0.13143825978803375,0.17339294036270092,0.18619599817652221,0.14222675641233595,0.12993276857470887,0.15897133587782353,0.07784194080787472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2020,HIST,182977135.0,153.96080627778986,19.024871763109346,5.043172222220141,permits,0.12959707233365525,0.1711355301305816,0.18395604456261708,0.14058608470397135,0.12849816453842716,0.1572161133684818,0.08901099036226576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2021,HIST,184851058.73868918,152.57449426713043,19.03506097629607,5.034185753976885,permits,0.1278984348714023,0.16906184598151364,0.18190910281739212,0.1390913157649049,0.12719551708512292,0.1556223383100326,0.08810864331063281,0.011112801858998734,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2022,HIST,187165549.78394365,150.9428511506432,19.047504081483304,5.023504470876264,permits,0.12593789103239714,0.1666372830660292,0.17947995343442094,0.1373026255188247,0.12562261605910682,0.15369791093076374,0.08701909095344217,0.02430262900501538,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2023,HIST,189920607.20811793,149.08620073773702,19.062116691264258,5.011209800620688,permits,0.12373865719645492,0.1638915420486631,0.17669947558042462,0.13524320824841937,0.12380028868712988,0.15146831311715808,0.08575676036119914,0.03940175476055096,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2024,HIST,192822771.05899656,147.19737458093374,19.0772820455052,4.998544997326753,permits,0.12151064533747187,0.16110197073294893,0.17386594249097878,0.13314106707523266,0.12193697803879262,0.14918857270855412,0.08446604055397998,0.05478878306204106,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2025,KKO,195236993.56051,144.76577230976403,19.089724735300457,4.982001034194079,,0.10964806906257211,0.15879162856164605,0.17154426986548849,0.1314289505922848,0.12042915418441347,0.14734376654434717,0.08342156731148474,0.06739259387776317,0.01,0.0,0.0,0.0,0.0,0.0
Croatia,2026,KKO,197007826.26605144,142.56441445168198,19.098754018227936,4.96678381567904,,0.09633649444265323,0.15704957893826926,0.16983231761755274,0.1301824590928943,0.11934665970197371,0.1460193462626776,0.08267172075694633,0.07668103994190444,0.02188038324512852,0.0,0.0,0.0,0.0,0.0
Croatia,2027,KKO,198513605.09297374,140.36354015653237,19.106368200291435,4.951334871250009,,0.08131893907873863,0.15554659921590805,0.16837554993866355,0.12913039280210847,0.11844138334492521,0.1449117504391047,0.08204463362786649,0.0845814801148148,0.03564927143787004,0.0,0.0,0.0,0.0,0.0
Croatia,2028,KKO,199876130.4582078,138.09041887556563,19.113208389931426,4.9351242171578615,,0.06452230636386543,0.15417728904054723,0.1670605315094897,0.12818600537033314,0.1176339863399356,0.14392390894326873,0.08148534776345119,0.09171058769261466,0.0513000369764944,0.0,0.0,0.0,0.0,0.0
Croatia,2029,KKO,201050743.07799518,135.76367413405092,19.119067892260645,4.918254429970705,,0.045952907214511764,0.1529699753765863,0.16591841774430574,0.12737337688434489,0.11694672519006169,0.14308305236574137,0.08100928029737083,0.09789894266371654,0.06884732226336093,0.0,0.0,0.0,0.0,0.0
Croatia,2030,KKO,202030431.57849842,133.38135021588695,19.123928900347153,4.900681655185885,,0.025592881585597024,0.15192373507217577,0.16494873022974194,0.12669233845085587,0.11637962566478201,0.14238921223520065,0.0806164490802057,0.10314910111683863,0.0883079265646023,0.0,0.0,0.0,0.0,0.0
Croatia,2035,KKO,204254862.41276956,130.4232976162429,19.134879102499337,4.878423393349736,,0.005238220664347145,0.14996867622284227,0.1629892091685262,0.1252499434226872,0.11511219719452842,0.1408385272212817,0.0797384983035869,0.11378055443179455,0.10708417337040578,0.0,0.0,0.0,0.0,0.0
Croatia,2040,KKO,204078688.77122104,128.72787860603498,19.13401621160484,4.865439015071473,,0.0,0.13502495679934878,0.1629667818587041,0.12529538806814164,0.11521156932930897,0.14096010795251973,0.07980733362246481,0.11387877700825441,0.11208209976135748,0.01477298559989999,0.0,0.0,0.0,0.0
Croatia,2045,KKO,203902883.82562003,127.07140163842507,19.13315438368207,4.8525879336931155,,0.0,0.11487109248661082,0.16294418442972666,0.12534071596864488,0.11531090467611,0.14108164367406303,0.07987614345822004,0.11397696322230604,0.1118422006707075,0.034756151413611054,0.0,0.0,0.0,0.0
Croatia,2050,KKO,203727446.67497808,125.41677804910992,19.132293617701293,4.839584210634184,,0.0,0.09474007215856418,0.16292141712098399,0.1253859271146927,0.11541020311078087,0.14120313423401468,0.07994492772485316,0.11407511295123501,0.11160269654134425,0.05471650904353103,0.0,0.0,0.0,0.0
Croatia,2055,KKO,203552376.4206899,123.7640092277029,19.13143391263228,4.826424026745093,,0.0,0.07463191258872573,0.1628984801723889,0.12543102149735483,0.1155094645095488,0.14132457948093993,0.08001368633662645,0.11417322607270036,0.11136358715034456,0.07465404219137048,0.0,0.0,0.0,0.0
Croatia,2060,KKO,203377672.1665272,122.11309655129264,19.13057526744427,4.813103417062659,,0.0,0.05454663039664341,0.16287537382437342,0.12547599910827342,0.11560868874901865,0.14144597926386626,0.08008241920806379,0.11427130246473444,0.1111248722733259,0.0945687347117006,0.0,0.0,0.0,0.0
Croatia,2025,KVE,195236993.56051,144.76577230976403,19.089724735300457,4.982001034194079,,0.10964806906257211,0.15879162856164605,0.17154426986548849,0.1314289505922848,0.12042915418441347,0.14734376654434717,0.08342156731148474,0.06739259387776317,0.01,0.0,0.0,0.0,0.0,0.0
Croatia,2026,KVE,197007826.26605144,142.651914451682,19.098754018227936,4.96739311253233,,0.09733649444265324,0.15704957893826926,0.16983231761755274,0.1301824590928943,0.11934665970197371,0.1460193462626776,0.08267172075694633,0.07668103994190444,0.020880383245128517,0.0,0.0,0.0,0.0,0.0
Croatia,2027,KVE,198513605.09297368,140.62511593674571,19.106368200291435,4.953183537965634,,0.08430837656689098,0.1555465992159081,0.1683755499386636,0.1291303928021085,0.11844138334492524,0.14491175043910476,0.0820446336278665,0.08458148011481467,0.032659833949717734,0.0,0.0,0.0,0.0,0.0
Croatia,2028,KVE,199876130.4582078,138.61193215525574,19.113208389931426,4.938866660567104,,0.07048245813175245,0.15417728904054723,0.1670605315094897,0.12818600537033314,0.1176339863399356,0.14392390894326873,0.08148534776345119,0.09171058769261466,0.04533988520860737,0.0,0.0,0.0,0.0,0.0
Croatia,2029,KVE,201050743.0779952,136.63058514152593,19.119067892260645,4.924573176537486,,0.05586046158565486,0.15296997537658627,0.1659184177443057,0.12737337688434486,0.11694672519006168,0.14308305236574134,0.08100928029737083,0.09789894266371668,0.05893976789221783,0.0,0.0,0.0,0.0,0.0
Croatia,2030,KVE,202030431.5784984,134.6789692661258,19.123928900347153,4.910291575214367,,0.04042281358832661,0.1519237350721758,0.16494873022974196,0.1266923384508559,0.11637962566478202,0.14238921223520068,0.08061644908020571,0.10314910111683864,0.07347799456187275,0.0,0.0,0.0,0.0,0.0
Croatia,2035,KVE,204254862.4127696,132.14043452694614,19.134879102499337,4.89140446985167,,0.02486264250095612,0.14996867622284224,0.16298920916852616,0.1252499434226872,0.1151121971945284,0.1408385272212817,0.07973849830358688,0.11378055443179454,0.08745975153379681,0.0,0.0,0.0,0.0,0.0
Croatia,2040,KVE,204078688.77122104,130.7754311010526,19.13401621160484,4.881099194229393,,0.009809453191150197,0.14979794239924876,0.1629667818587041,0.12529538806814164,0.11521156932930897,0.14096010795251973,0.07980733362246481,0.11387877700825441,0.1022726465702073,0.0,0.0,0.0,0.0,0.0
Croatia,2045,KVE,203902883.82562006,129.4497426288576,19.13315438368207,4.87098803863221,,0.0,0.14441570106341273,0.16294418442972666,0.12534071596864485,0.11531090467610997,0.141081643674063,0.07987614345822003,0.11397696322230602,0.11184220067070749,0.005211542836809139,0.0,0.0,0.0,0.0
Croatia,2050,KVE,203727446.67497808,128.19490633776496,19.132293617701293,4.861322165941028,,0.0,0.12925098257663925,0.16292141712098399,0.1253859271146927,0.11541020311078087,0.14120313423401468,0.07994492772485316,0.11407511295123501,0.11160269654134425,0.020205598625455984,0.0,0.0,0.0,0.0
Croatia,2055,KVE,203552376.42068994,126.9414658789102,19.13143391263228,4.8515728615060665,,0.0,0.11410342378384784,0.16289848017238887,0.12543102149735483,0.11550946450954878,0.14132457948093993,0.08001368633662644,0.11417322607270035,0.11136358715034454,0.03518253099624835,0.0,0.0,0.0,0.0
Croatia,2060,KVE,203377672.16652718,125.68942230977514,19.13057526744427,4.841738597731241,,0.0,0.09897303733431376,0.16287537382437345,0.12547599910827342,0.11560868874901868,0.14144597926386626,0.0800824192080638,0.11427130246473445,0.11112487227332592,0.05014232777403028,0.0,0.0,0.0,0.0
Croatia,2025,VNI,195236993.56051,144.76577230976403,19.089724735300457,4.982001034194079,,0.10964806906257211,0.15879162856164605,0.17154426986548849,0.1314289505922848,0.12042915418441347,0.14734376654434717,0.08342156731148474,0.06739259387776317,0.01,0.0,0.0,0.0,0.0,0.0
Croatia,2026,VNI,197007826.26605144,142.73941445168197,19.098754018227936,4.96800203836901,,0.09833649444265323,0.15704957893826926,0.16983231761755274,0.1301824590928943,0.11934665970197371,0.1460193462626776,0.08267172075694633,0.07668103994190444,0.01988038324512852,0.0,0.0,0.0,0.0,0.0
Croatia,2027,VNI,198513605.09297374,140.88669171695904,19.106368200291435,4.955028793417951,,0.08729781405504328,0.15554659921590805,0.16837554993866355,0.12913039280210847,0.11844138334492521,0.1449117504391047,0.08204463362786649,0.0845814801148148,0.029670396461565406,0.0,0.0,0.0,0.0,0.0
Croatia,2028,VNI,199876130.4582078,139.13344543494586,19.113208389931426,4.9425951502983,,0.07644260989963948,0.15417728904054723,0.1670605315094897,0.12818600537033314,0.1176339863399356,0.14392390894326873,0.08148534776345119,0.09171058769261466,0.039379733440720356,0.0,0.0,0.0,0.0,0.0
Croatia,2029,VNI,201050743.07799518,137.49749614900097,19.119067892260645,4.930852247117414,,0.06576801595679796,0.1529699753765863,0.16591841774430574,0.12737337688434489,0.11694672519006169,0.14308305236574137,0.08100928029737083,0.09789894266371654,0.04903221352107475,0.0,0.0,0.0,0.0,0.0
Croatia,2030,VNI,202030431.5784984,135.97658831636465,19.123928900347153,4.919810023023355,,0.05525274559105617,0.1519237350721758,0.16494873022974196,0.1266923384508559,0.11637962566478202,0.14238921223520068,0.08061644908020571,0.10314910111683849,0.058648062559143184,0.0,0.0,0.0,0.0,0.0
Croatia,2035,VNI,204254862.41276962,133.85757143764943,19.13487910249934,4.9042191951185545,,0.04448706433756507,0.1499686762228422,0.16298920916852613,0.12524994342268717,0.11511219719452838,0.14083852722128168,0.07973849830358687,0.11378055443179452,0.06783532969718784,0.0,0.0,0.0,0.0,0.0
Croatia,2040,VNI,204078688.77122104,132.92639449526948,19.13401621160484,4.897290354221827,,0.03439189198220037,0.14979794239924876,0.1629667818587041,0.12529538806814164,0.11521156932930897,0.14096010795251973,0.07980733362246481,0.11387877700825441,0.07769020777915714,0.0,0.0,0.0,0.0,0.0
Croatia,2045,VNI,203902883.82562003,131.99712132871994,19.13315438368207,4.890327483842553,,0.024318280017133424,0.1496272439002219,0.16294418442972666,0.12534071596864488,0.11531090467611,0.14108164367406303,0.07987614345822004,0.11397696322230604,0.08752392065357409,0.0,0.0,0.0,0.0,0.0
Croatia,2050,VNI,203727446.67497805,131.06974985198133,19.132293617701293,4.8833301909975955,,0.01426620371276721,0.14945658120209526,0.162921417120984,0.12538592711469274,0.11541020311078089,0.1412031342340147,0.07994492772485318,0.11407511295123503,0.09733649282857706,0.0,0.0,0.0,0.0,0.0
Croatia,2055,VNI,203552376.4206899,130.1442779747342,19.13143391263228,4.876298075736487,,0.004235638292868292,0.1492859547800962,0.1628984801723889,0.12543102149735483,0.1155094645095488,0.14132457948093993,0.08001368633662645,0.11417322607270036,0.10712794885747626,0.0,0.0,0.0,0.0,0.0
Croatia,2060,VNI,203377672.16652718,129.2611176898427,19.13057526744427,4.869541033534712,,0.0,0.1433419240432278,0.16287537382437345,0.12547599910827342,0.11560868874901868,0.14144597926386626,0.0800824192080638,0.11427130246473445,0.11112487227332592,0.00577344106511622,0.0,0.0,0.0,0.0
Croatia,2025,VWE,195236993.56051,144.76577230976403,19.089724735300457,4.982001034194079,,0.10964806906257211,0.15879162856164605,0.17154426986548849,0.1314289505922848,0.12042915418441347,0.14734376654434717,0.08342156731148474,0.06739259387776317,0.01,0.0,0.0,0.0,0.0,0.0
Croatia,2026,VWE,197007826.26605144,142.651914451682,19.098754018227936,4.96739311253233,,0.09733649444265324,0.15704957893826926,0.16983231761755274,0.1301824590928943,0.11934665970197371,0.1460193462626776,0.08267172075694633,0.07668103994190444,0.020880383245128517,0.0,0.0,0.0,0.0,0.0
Croatia,2027,VWE,198513605.09297368,140.62511593674571,19.106368200291435,4.953183537965634,,0.08430837656689098,0.1555465992159081,0.1683755499386636,0.1291303928021085,0.11844138334492524,0.14491175043910476,0.0820446336278665,0.08458148011481467,0.032659833949717734,0.0,0.0,0.0,0.0,0.0
Croatia,2028,VWE,199876130.4582078,138.61193215525574,19.113208389931426,4.938866660567104,,0.07048245813175245,0.15417728904054723,0.1670605315094897,0.12818600537033314,0.1176339863399356,0.14392390894326873,0.08148534776345119,0.09171058769261466,0.04533988520860737,0.0,0.0,0.0,0.0,0.0
Croatia,2029,VWE,201050743.0779952,136.63058514152593,19.119067892260645,4.924573176537486,,0.05586046158565486,0.15296997537658627,0.1659184177443057,0.12737337688434486,0.11694672519006168,0.14308305236574134,0.08100928029737083,0.09789894266371668,0.05893976789221783,0.0,0.0,0.0,0.0,0.0
Croatia,2030,VWE,202030431.5784984,134.6789692661258,19.123928900347153,4.910291575214367,,0.04042281358832661,0.1519237350721758,0.16494873022974196,0.1266923384508559,0.11637962566478202,0.14238921223520068,0.08061644908020571,0.10314910111683864,0.07347799456187275,0.0,0.0,0.0,0.0,0.0
Croatia,2035,VWE,204254862.4127696,132.14043452694614,19.134879102499337,4.89140446985167,,0.02486264250095612,0.14996867622284224,0.16298920916852616,0.1252499434226872,0.1151121971945284,0.1408385272212817,0.07973849830358688,0.11378055443179454,0.08745975153379681,0.0,0.0,0.0,0.0,0.0
Croatia,2040,VWE,204078688.77122104,130.7754311010526,19.13401621160484,4.881099194229393,,0.009809453191150197,0.14979794239924876,0.1629667818587041,0.12529538806814164,0.11521156932930897,0.14096010795251973,0.07980733362246481,0.11387877700825441,0.1022726465702073,0.0,0.0,0.0,0.0,0.0
Croatia,2045,VWE,203902883.82562006,129.4497426288576,19.13315438368207,4.87098803863221,,0.0,0.14441570106341273,0.16294418442972666,0.12534071596864485,0.11531090467610997,0.141081643674063,0.07987614345822003,0.11397696322230602,0.11184220067070749,0.005211542836809139,0.0,0.0,0.0,0.0
Croatia,2050,VWE,203727446.67497808,128.19490633776496,19.132293617701293,4.861322165941028,,0.0,0.12925098257663925,0.16292141712098399,0.1253859271146927,0.11541020311078087,0.14120313423401468,0.07994492772485316,0.11407511295123501,0.11160269654134425,0.020205598625455984,0.0,0.0,0.0,0.0
Croatia,2055,VWE,203552376.42068994,126.9414658789102,19.13143391263228,4.8515728615060665,,0.0,0.11410342378384784,0.16289848017238887,0.12543102149735483,0.11550946450954878,0.14132457948093993,0.08001368633662644,0.11417322607270035,0.11136358715034454,0.03518253099624835,0.0,0.0,0.0,0.0
Croatia,2060,VWE,203377672.16652718,125.68942230977514,19.13057526744427,4.841738597731241,,0.0,0.09897303733431376,0.16287537382437345,0.12547599910827342,0.11560868874901868,0.14144597926386626,0.0800824192080638,0.11427130246473445,0.11112487227332592,0.05014232777403028,0.0,0.0,0.0,0.0
Czechia,2010,HIST,361904404.97514033,178.4810614751733,19.706890663025046,5.190069695259969,permits,0.19689829371751325,0.22794455274255104,0.22022056915084967,0.13760810228508202,0.09366917488149552,0.12365930722250847,6.433484656531413e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2011,HIST,364596515.8569693,177.30162462553534,19.714301866836184,5.183476636580445,permits,0.19485810110385796,0.22580893089077078,0.21837590812035523,0.13652373438362567,0.09297753962437381,0.1227462305689078,0.008709555308108692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2012,HIST,367196293.9096262,176.1717358002868,19.721407126544307,5.177119520935729,permits,0.1928980552623924,0.2237617658893912,0.2166129600755489,0.13548935725738265,0.09231925148009049,0.1218771777991161,0.017041432236078343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2013,HIST,369330151.34325844,175.2160333070382,19.727201523777293,5.171710704294404,permits,0.19120820865802193,0.22202401258796695,0.21514608646866779,0.1346391949677773,0.0917858638854907,0.12117301508483216,0.024023618347243175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2014,HIST,371278274.33518785,174.33400963583478,19.73246240769999,5.166692781300762,permits,0.18963431107808976,0.2204173190395952,0.2138031827524662,0.13386576735752223,0.09130425705813296,0.1205372118261824,0.03043795088801121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2015,HIST,373414245.34989095,173.39961280422682,19.73819894139682,5.161349291313165,permits,0.18798393298232646,0.21871819444485496,0.21236762456306732,0.13303349025948605,0.09078198655285956,0.11984772556833327,0.03726704562907234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2016,HIST,375644665.4589789,172.44557293308043,19.744154218512747,5.155863849498677,permits,0.18630716012317478,0.21698469867601872,0.21089556820914035,0.132177471522604,0.09024296127985841,0.11913612015578348,0.044256020033420204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2017,HIST,378062928.3011775,171.44294391900291,19.75057121936041,5.150066421868459,permits,0.1845601082288232,0.21516557209221956,0.20933703742697957,0.13126633815509192,0.08966572615920358,0.11837407121903365,0.05163114671864854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2018,HIST,380949220.0823076,170.30558542581795,19.75817664620948,5.143449010903691,permits,0.18261228870516405,0.21310828247589705,0.20754322789027674,0.13020665250731975,0.0889863667201517,0.11747720074169134,0.060065980959499304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2019,HIST,383929953.0552647,169.15652121416412,19.76597068259862,5.136718726478507,permits,0.1806509504685996,0.211030857294445,0.2057259839687423,0.12913116381334805,0.08829549955723401,0.11656513810361147,0.06860040679401957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2020,HIST,387472106.0,167.8546526520802,19.775154422231367,5.129038301394678,permits,0.17846249556864877,0.20868347359177386,0.20364145387023033,0.127886710379095,0.08748832877275559,0.11549953482328867,0.07833800299420779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2021,HIST,390828506.0635,166.4853065359329,19.783779420875536,5.120895625243771,permits,0.17639908607843116,0.2064775360497596,0.20169070677816076,0.12672503659559817,0.0867369868729386,0.11450763520491201,0.07766524326930302,0.009797769150896687,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2022,HIST,394933113.43976724,164.89325738866114,19.794226977995127,5.111344553746361,permits,0.17404204299428547,0.20392291655326805,0.19939490627542203,0.1253452576411604,0.08583551453750182,0.11331753777295109,0.07685805511628584,0.021283769109125307,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2023,HIST,398665170.16980064,163.45441048225078,19.803632452553387,5.102633391869533,permits,0.17189553073381242,0.2016098885116909,0.1973307662034703,0.12410976694460608,0.08503197554369125,0.11225672907652991,0.07613855754459718,0.03162678544160191,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2024,HIST,401651088.5415759,162.27877359153612,19.811094333244615,5.095459007397537,permits,0.17010578752935948,0.19971087622759368,0.19566792379456058,0.12312552772506001,0.0843998384844188,0.11142220020491124,0.0755725351329603,0.039995310901135915,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,2025,KKO,404124898.6756419,160.40582018359615,19.81723454575903,5.083921815802756,,0.1585573084643741,0.1980913893479171,0.19427569201368491,0.12231064121238364,0.0838831933174407,0.11074014035428058,0.07510992542026595,0.04703170986965313,0.01,0.0,0.0,0.0,0.0,0.0
Czechia,2026,KKO,406800053.0754269,158.3168655863195,19.82383235506745,5.070895084421191,,0.14504207722153403,0.19639514478783304,0.1928051191558664,0.12144556207814362,0.08333156975698466,0.11001190305081436,0.07461599567287162,0.05444819190890708,0.02190443636704514,0.0,0.0,0.0,0.0,0.0
Czechia,2027,KKO,408017113.3309672,156.51403054246174,19.826819678378314,5.059514537107331,,0.13017560787465582,0.19541770579638137,0.19203777737027522,0.12102276462252144,0.0830830028751815,0.10968375231775701,0.07439342617812751,0.05841238188526699,0.03577358107983286,0.0,0.0,0.0,0.0,0.0
