year,country,population_Mio,gdp_per_capita_USD,gdp_growth_rate_Percent,hdd_DegreesC,cdd_DegreesC,industry_va_MioEUR,energy_intensity_KGOE_per_EUR_PPS,eii_share_Percent,demand_ind_TWh,demand_tra_TWh,demand_oth_TWh,demand_tot_TWh,ln_gdp_pc,ln_pop,ln_industry_gva,ln_energy_intensity,ln_hdd,ln_cdd,ln_demand_ind_TWh,ln_demand_tra_TWh,ln_demand_oth_TWh
1990,Greece,10.120892,26724.27702,3.299014032531944,1043.869206118426,245.4371373743552,24964.083895085012,232.7848829287845,23.872785294463803,12.109,0.125,16.237,28.471,10.193365101414829,2.408825501432657,10.125233483437174,5.454401388815738,6.9516469949563815,5.5071069401657216,2.493948977772229,-2.0794415416798357,2.787292588604977
1990,Hungary,10.374823,18754.21025,3.299014032531944,2430.097173160619,83.88911182087358,12225.123717557468,421.95404949479064,20.354193101903668,13.751,1.186,16.656,31.593,9.839226872797061,2.4314024042763887,9.411330229755325,6.047263543109652,7.79609794602264,4.441345837988976,2.6211115487408074,0.17058630057553367,2.812770511872613
1990,Ireland,3.50697,30571.04033,3.299014032531944,2050.52539052318,2.1263176698253243,20561.528718315345,246.98204716370606,8.613261431729304,4.484999,0.016,7.367,11.867999,10.327841155542854,1.505625087373955,9.931225704142149,5.513356353075738,7.626338888370692,1.1398558486612567,1.5007382725452942,-4.135166556742356,1.9970105677006766
1990,Italy,56.69436,42772.65308,3.299014032531944,1784.2036414655834,164.1732077299312,350567.74787250836,164.97582912516515,19.48489559324563,110.917,6.725,96.985,214.627,10.663677609778356,4.055159421769437,12.767312108513009,5.111842170074988,7.487287772561226,5.106994667122593,4.708782173861799,1.9058319254879028,4.574556327370255
1990,Latvia,2.66814,10705.53465,3.299014032531944,3365.839424517238,26.05017478396619,1436.125110520037,555.945460985204,7.869305817074212,3.19,0.255,4.875,8.32,9.278609548992783,1.2996847216047724,7.270399945977467,6.322467319487281,8.121729727057753,3.2976934667860767,1.1600209167967532,-1.3664917338237108,1.5841201044498106
1990,Lithuania,3.693708,12158.20805,3.299014032531944,3193.9037667718903,24.440139759581257,1833.5295821528337,640.3879651015573,20.63147607960091,5.46,0.212,6.341,12.013,9.405842025932166,1.5462228884210325,7.514543369123396,6.463634523599322,8.06931224641182,3.2363282321510627,1.6974487897568136,-1.5511690043101247,1.8470364847178946
1990,Luxembourg,0.3793,81250.08532,3.299014032531944,2640.352230276592,49.13023609603988,4167.898069724952,298.29295357077666,3.192524022036901,2.81,0.055,1.284,4.149,11.305299457887385,0.32157612409933717,8.335407028007651,5.701422871550362,7.8790462734445,3.9146243409399624,1.0331844833456545,-2.900422093749666,0.24998020526776946
1990,Netherlands,14.892574,43126.41654,3.299014032531944,2106.6987448080145,32.52914874224106,112002.70362710804,347.78634051536085,25.280371243347066,33.2503,1.286,36.841,71.3773,10.671914188473863,2.765851956101997,11.626287217829674,5.8544595299014865,7.653351989015953,3.5124151722119588,3.5040637896175513,0.2515366258154277,3.6066113554269554
1990,Norway,4.233116,57044.26115,3.299014032531944,4862.298188574206,6.00965586083403,37587.2,326.0651485653992,20.7534563396207,45.81,0.652,50.346,96.808,10.951600286984755,1.6550068941613936,10.534445450335879,5.7901593821402235,8.489472126347122,1.9472886072357154,3.8245024078986507,-0.4277107170554841,3.9189191721159875
1990,Poland,38.038403,12956.48788,3.299014032531944,2863.4035092084655,27.994553653609767,45634.453059405336,517.9631347534987,24.512010877520353,42.744,5.481,48.01,96.235,9.469429114697807,3.664545853945892,10.728440172794878,6.251832849339576,7.960115408243214,3.3671080073009585,3.7552288346554703,1.7012875660639792,3.8714093225428488
1990,Portugal,9.995995,27190.11916,3.299014032531944,1002.9689509983536,208.95483460540524,30296.913000840173,191.26318305141834,21.02371080585732,12.219,0.31,11.015,23.544,10.21064569750029,2.397531115592092,10.318834111265211,5.2588651784738785,6.911716374473033,5.346892434278294,2.502992117334385,-1.171182981502945,2.3992579802543066
1990,Romania,23.211395,15660.11506,3.299014032531944,2758.8253306003626,92.9969240547302,13498.90220638514,586.3287372596988,24.00865224283506,38.553,2.614,13.069,54.236,9.658936171352158,3.1868233901077954,9.510437720428811,6.375584692473388,7.92292267069419,4.543262058912582,3.652033917993114,0.9608816152020302,2.570243013614899
1990,Slovakia,5.287663,13945.31316,3.299014032531944,3036.980111222753,34.72718668354044,5595.708823067794,576.4546307304614,35.014005516990736,15.008,1.164,7.242,23.414,9.542970462713125,1.8385894595431052,8.62993399378746,6.3586298778041375,8.018948136466333,3.5759119307192497,2.708583392263869,0.15186234930924603,1.9798974113434495
1990,Slovenia,1.996377,25336.07451,3.299014032531944,2628.5301750423314,52.95243139558367,6498.5660246894195,318.6004899666197,14.841803660377295,5.969,0.224,3.049,9.242,10.140023997723349,1.0974038921844111,8.77949068822242,5.767071746952959,7.874560468545351,3.988102758262008,1.7865794091865128,-1.4961092271270973,1.1148136680061178
1990,Spain,38.853227,31382.34495,3.299014032531944,1430.4734084238569,223.53531884751413,164366.5521494196,216.9612349885242,23.673549502979633,63.279,3.669,58.851,125.799,10.35403261557113,3.685203380627641,12.009860370770031,5.384317225823475,7.266459548343179,5.414033017069102,4.1475535205532434,1.299919145373145,4.075008825915358
1990,Sweden,8.527039,40149.61196,3.299014032531944,4556.330220608388,13.795529529861897,62551.25796350295,365.0521085357331,17.576020895036283,53.955,2.474,63.918,120.347,10.600392961101841,2.254133966344898,11.043757613780738,5.902775696315737,8.424492253112541,2.6943250763480084,3.988150365815697,0.9058362739702962,4.157601011857116
1991,Austria,7.710882,44219.64941,3.299014032531944,3670.064970801799,35.07519999080047,78741.89869143232,188.22855621243087,21.673885809759657,18.275,3.162,23.381,44.818,10.69694714019234,2.164573048653857,11.273943377274946,5.24295557658413,8.208237081733518,3.585605648395101,2.9055340056358423,1.1512047387872804,3.1519237267289015
1991,Belgium,9.986975,42250.18247,1.8460263659373588,2261.670942748939,35.74839870293866,90139.09276370071,344.4423672669211,32.70554893158223,31.081,1.276,28.159,60.516,10.6513876198493,2.396710480299754,11.409120325351063,5.844825819646331,7.724301227526121,3.6040946520003754,3.4365967000140163,0.24373018492259815,3.3378670192956617
1991,Bulgaria,8.669269,13688.68504,-14.243441383105571,2276.3160272391133,107.23715156450844,3319.5222155377555,507.1666546397029,17.804371066753074,13.998,1.206,14.974,30.178,9.524397911443698,2.2689527119852415,8.10787734337783,6.230809454092839,7.730752847491172,4.684324667593391,2.6389144622673477,0.18730909830499368,2.7063153638084936
1991,Croatia,4.782179,17519.10144,-14.243441383105571,1986.7406168495304,116.04969443247668,6472.035828692745,277.7465038319399,13.510774140270284,4.7,0.329,6.5,11.529,9.771104154427958,1.754780601260931,8.775400493628716,5.630302780388731,7.594753904282226,4.762598583360908,1.547562508716013,-1.1116975282167652,1.8718021769015913
1991,Czechia,10.304607,26679.23942,-14.243441383105571,3090.6938804733304,39.43953614814119,21526.586144661997,393.9483621345801,30.87893630163234,23.074,2.361,19.031,44.466,10.191678473752415,2.425210341746637,9.97709046817244,5.978755027582156,8.03647440107822,3.699807923961394,3.138706442505098,0.859085258103376,2.94606922853489
1991,Denmark,5.146469,46362.29198,1.3399382776611901,2518.215944899072,7.989316483212603,45002.61458024815,266.8115060354468,15.384007489270648,8.609,0.199,20.449,29.257,10.744263303992199,1.8158777705918372,10.71449808953217,5.590283397365643,7.831702999117003,2.1960368148046774,2.1528081676758175,-1.6144504542576446,3.0179339815376776
1991,Estonia,1.567749,14705.16522,-5.939293064961449,3614.6457571243423,25.94565013920012,1090.5744005841245,900.4964664175463,14.020666913751752,2.881,0.344,3.49,6.715,9.596022087563178,0.9430296396176878,6.995376337280455,6.804056122965747,8.193025751316116,3.293821879474413,1.0581374561023913,-1.0671136216087387,1.2499017362143359
1991,Finland,4.998478,36322.00421,-5.939293064961449,4998.676028494385,10.713897152402437,45110.3,393.7317548386338,26.913376852724287,31.377,0.425,27.285,59.087,10.50020654432757,1.7915057703825576,10.716888048431002,5.978206432532786,8.517128395015874,2.460775927741941,3.4460751404402408,-0.8556661100577202,3.306337100638195
1991,France,58.313439,39037.67936,0.8011788584766366,2034.422308324758,81.80043051404583,405862.9,263.97993191892414,5.878177648292332,116.946,7.475,196.941,321.362,10.572308212086002,4.082835907646307,12.913773160709647,5.579654094510833,7.6184585988651845,4.416433260822695,4.761712289794558,2.01156411927675,5.282904191495401
1991,Germany,79.753227,44376.3367,5.172978443970955,2650.484593918791,41.627884999652686,878868.7,240.55423492631988,21.307449658100154,214.513,15.317,225.493,455.323,10.700484183419501,4.39139792415257,13.686391929046641,5.487094023143642,7.8828749862336185,3.7525086165895805,5.368370342592205,2.728963322682417,5.418289116332313
1991,Greece,10.272691,27321.4495,3.7679425444966608,1004.3390061305264,214.52902639521992,26212.288089839265,226.07846184679238,23.780878668332726,11.896,0.123,17.313,29.332,10.21546396925559,2.422383075059554,10.174021740178889,5.425295604661443,6.913080083146595,5.373095593722762,2.476202209157854,-2.0955709236097197,2.851457664396939
1991,Hungary,10.373153,18754.21025,1.756281844516261,2452.1494354515808,117.09448307954445,12836.379903435343,400.85634702005194,19.779032596975984,10.67,1.1,17.754,29.524,9.839226872797061,2.431255578026616,9.460116499056566,5.99609467903456,7.805127961869578,4.771485008137117,2.367436065313662,0.09531017980432493,2.876610842646128
1991,Ireland,3.520977,30984.20163,1.756281844516261,2002.5839497225709,2.5182021706655338,21589.605154231118,234.63294480552125,8.182598360142856,4.626,0.017,7.822,12.465,10.341265002717298,1.5087281209294765,9.980013552492188,5.462275275641353,7.602692830731956,1.2579501121643246,1.5316925638092476,-4.074541934925921,2.0569402763333224
1991,Italy,56.744119,43384.98662,1.5206241397163867,1763.4844103774285,185.63265423843768,361512.97363069636,162.53553018802776,19.237108050234987,110.97,7.051,101.416,219.437,10.677891779008547,4.056021508718481,12.79805597441396,5.097030276747424,7.47561380792607,5.229142269021988,4.709259894512472,1.9531694507369035,4.619230869636426
1991,Latvia,2.658161,10705.53465,8.625936034957626,3485.6288043091813,35.303037254403336,1507.931366046039,528.148187935945,8.134545304363845,3.002,0.218,4.793,8.013,9.278609548992783,1.2969605621220495,7.31915697466258,6.271268521052995,8.156690589707095,3.591901408690791,1.0992787332112701,-1.523260216193048,1.5671565201774942
1991,Lithuania,3.701968,12158.20805,8.625936034957626,3334.997417908775,35.09295377403478,1925.2060612604757,608.3685668464807,19.61559924429957,5.22,0.231,6.44,11.891,9.405842025932166,1.5479811444800873,7.563307575866946,6.412423284726509,8.112526989470178,3.5860976599726815,1.6524974018945473,-1.4653375684603434,1.8625285401162623
1991,Luxembourg,0.3844,87087.70006,8.625936034957626,2625.461612526165,33.63936785570842,4326.258565744101,288.7283489849568,3.249901687085321,2.79,0.059,1.362,4.211,11.374682419177406,0.32526683277905216,8.372689494793624,5.668943756338933,7.873392824839338,3.5449908345585635,1.0260415958332743,-2.8302178350764176,0.3089542077273207
1991,Netherlands,15.010445,43828.70958,2.4328159006197003,2097.763480430851,29.654430381702227,115663.57657861247,334.31981029402624,25.110544867060526,33.298846,1.368,38.661,73.32784600000001,10.688067167335689,2.773241321750391,11.658449700172083,5.815084734023422,7.6491036314471685,3.422777199463223,3.505522741731257,0.3133498192003588,3.654831339974364
1991,Norway,4.24983,58514.03683,2.981565510650208,4804.6922586694545,4.158499459306864,37807.2,312.986125035887,18.619227672520104,45.286,0.637,53.082,99.005,10.97703904001993,1.658195695126877,10.540281289298436,5.749348797148145,8.477556381509954,1.6406457347423267,3.8129979339503297,-0.45098562340997367,3.9718378877293037
1991,Poland,38.18316,12022.85688,-6.852763181661581,2952.108304215911,37.38724782634827,47868.39486118326,492.0649780158248,24.14394141226944,37.717,4.983,46.697,89.397,9.394648028501026,3.668247062658674,10.77623164101113,6.200640966606806,7.990613557067281,3.6477253165847845,3.6301109211982783,1.6060321192992675,3.843679922782692
1991,Portugal,9.970441,28443.32088,4.3416085425979745,946.0743024791202,297.4816297675706,31548.161222604096,187.97544276834233,20.793984276656605,12.512,0.323,12.031,24.866,10.255703802053544,2.3952044740260647,10.359302281961568,5.241617074175058,6.8533775510153845,5.698708389121697,2.526688183802955,-1.1301029557594804,2.4874866520513876
1991,Romania,23.192274,15660.11506,-8.904973928034032,2706.7818564882245,78.97823313281086,14173.847316704401,557.012300396715,23.069715108015526,30.881,1.786,12.951,45.618,9.658936171352158,3.1860333259911844,9.55922435722961,6.324381005860063,7.9038850755762775,4.381754511811949,3.430141108051933,0.5799784824543073,2.56117300524145
1991,Slovakia,5.310711,13945.31316,-8.904973928034032,3070.200768040626,57.17256134017392,5875.4942642211845,548.4570014027859,34.45860743629871,11.082,1.439,9.332,21.853,9.542970462713125,1.8422483484938315,8.67871564951886,6.30893052037756,8.029823893764906,4.063413788931526,2.405322170445158,0.3639484279052308,2.2334493541591836
1991,Slovenia,1.999945,23038.728,-8.904973928034032,2630.5633772734745,66.60684983456636,6823.494325923892,307.7868312310613,14.97628593860424,5.257,0.178,3.434,8.869,10.044975309184586,1.0985939551667188,8.828273525868532,5.732651172264165,7.87533338859026,4.213709306829195,1.6595605218373108,-1.725971728690052,1.2337257624752838
1991,Spain,38.881416,32123.42984,2.4357365677152076,1366.018537848115,286.0525043610413,172584.8797568906,212.49701686777973,23.603221692965754,64.707,3.752,60.178,128.637,10.377372073868814,3.685910450982855,12.058650245228668,5.363622860054808,7.220387397603555,5.659665141052304,4.1698693873083466,1.322289031143978,4.097306837017213
1991,Sweden,8.59063,39422.36216,-1.079100664567878,4473.934621244056,11.627117655169029,65678.8208616781,351.3814218280451,17.28366424849514,51.764,2.403,67.85,122.017,10.582113867785038,2.260786580168285,11.092547016681635,5.864714173682674,8.406247020824367,2.535846696158364,3.946694926959424,0.8767179567543318,4.217299386280878
1992,Austria,7.798899,44651.27403,2.1286988620701663,3725.4820069909256,29.425028703474457,80893.70168605402,184.5048698827411,21.620041117653887,17.831,3.243,23.264,44.338,10.706660515130931,2.1746266000204333,11.300903608764104,5.223081134440042,8.223219905916405,3.415265582290548,2.8809385155519096,1.1764988273251809,3.146907101351109
1992,Belgium,10.021997,42721.83244,1.4709179226591207,2438.7794785086608,24.16601517520699,91984.91961167257,334.0207625668201,32.507990965301275,32.212,1.305,29.066,62.583,10.662488773870624,2.3998930032780996,11.429390796618971,5.814192507715925,7.799662936542556,3.2254944801739254,3.4723390539332986,0.2662030407746567,3.3695691062039788
1992,Bulgaria,8.595465,13688.68504,-6.398124165993558,2383.4222791129337,210.4678020130162,3485.498326314644,487.7338556057621,18.07705534708145,11.952,1.04,13.177,26.169,9.524397911443698,2.2612905910263934,8.156653166613523,6.191818078745336,7.776712142999878,5.354072750552127,2.4808986283904613,0.03922071315328133,2.578472885563115
1992,Croatia,4.595865,17519.10144,-6.398124165993558,1966.8398502136856,161.46462824309413,6795.637620127382,269.48612567101424,13.622199069705523,3.412,0.219,5.875,9.506,9.771104154427958,1.7220279321376841,8.82418330124644,5.600220805551546,7.584691697376977,5.0904603057255375,1.2272986296294326,-1.5186835491656363,1.7707060600302227
1992,Czechia,10.312548,24953.03909,-6.398124165993558,3150.415129334192,40.651591049384194,22602.9154518951,381.6332425722345,29.598680390342913,19.675,2.701,21.009,43.385,10.124790975452067,2.4259125521109652,10.025878420338168,5.94707693920208,8.055606878345955,3.7293395683486392,2.979348794303467,0.9936220748104786,3.0449509173414904
1992,Denmark,5.162126,47145.01516,1.9976396330520396,2725.9832421043825,5.903415586994791,46672.697388077846,253.7156150597631,15.514748077585221,8.744,0.195,20.811,29.75,10.761004770386162,1.8184218478719445,10.750936059891462,5.540147687761309,7.910951237650463,1.9320163017328307,2.1683677508742374,-1.6347557204183902,3.035481693071274
1992,Estonia,1.554878,14705.16522,-3.2682282811664853,3980.1962297367927,22.795320076762295,1145.103120613331,855.4716430966708,13.964114405949708,2.029,0.368,3.347,5.744,9.596022087563178,0.9380044730048603,7.044122876309636,6.752821209331299,8.289337613354679,3.1694889259119923,0.7075430608436777,-0.9996723408132061,1.2080644222291896
1992,Finland,5.029002,34921.66351,-3.2682282811664853,5309.652825427863,15.777782209088894,38510.299999999996,383.1199616682911,29.426848046015046,31.664,0.435,27.659,59.758,10.460891281672497,1.7965814912371854,10.558706983704777,5.9509549039787935,8.57747004932094,2.820055523596551,3.45518038886021,-0.8324092478934529,3.3199511722931168
1992,France,58.604851,39398.45551,1.4285264439491074,2130.738232500179,34.023043018818754,421427.2,256.28498081226104,5.838326970473107,121.052,7.625,201.65,330.327,10.581507275647388,4.087736963376554,12.951404697904369,5.5501843453036015,7.664692997494424,3.5560062168239184,4.796220205345886,2.031432322493475,5.306533521319377
1992,Germany,80.274564,44790.41546,1.592894387884214,2789.3937816430152,31.282505032054413,917321.5,233.18105961747287,20.9565880888407,211.912,14.895,224.119,450.926,10.709771780845344,4.39783310167235,13.729214379704505,5.456094575209526,7.933938005229886,3.4745254436142683,5.3561710941568865,2.7010255861652457,5.412177160791717
1992,Greece,10.367163,27312.77974,0.887617929872575,1015.5355644837704,282.6603440446814,27522.902494331232,219.56524954693043,23.689325868863353,11.746,0.13,18.825,30.701,10.21514660620937,2.4307287603571925,10.22281008774711,5.3961935674249135,6.924155619651415,5.647777550742696,2.463512757100328,-2.0402208285265546,2.9351857736859572
1992,Hungary,10.373647,18186.56013,-3.022169502516847,2541.4028389007517,176.0707753758544,13478.198898607112,380.8135296690502,19.220124743517687,9.062,1.064,18.206,28.332,9.808493130025221,2.431299012707545,9.50890295381362,5.944932347198755,7.840864912404213,5.176549513531305,2.2040898462449463,0.0620353909194527,2.901751210083097
1992,Ireland,3.547492,31758.88381,3.2721353177959767,2196.2758706320064,0.262671384372354,22669.085411942677,222.90129756524567,7.773468442135731,4.879001000000001,0.017,8.311,13.207001,10.365959256979066,1.5145758722002367,10.028801511114358,5.411205318877089,7.694973631471245,0.2332296229520848,1.584940485793712,-4.074541934925921,2.117579938570889
1992,Italy,56.772923,43671.79992,0.7121856131722559,1749.318188995911,147.7503885790481,372799.92496867257,160.13132780475632,18.99247159757417,111.305,7.191,104.99,223.486,10.684480759835338,4.0565202057089556,12.828799842929639,5.082219733132151,7.467552872673269,5.002269656718449,4.712274180902292,1.972830244120357,4.65386510752685
1992,Latvia,2.643,10705.53465,1.8031821645813295,3844.5931381531936,31.58886676887878,1583.3279343483414,501.7407785391488,8.40872484141822,2.31,0.207,3.827,6.344,9.278609548992783,1.2928075180264267,7.367915580207088,6.220074686444065,8.254683132241045,3.4839707198876955,0.8372475245337022,-1.575036485716768,1.3420812064435652
1992,Lithuania,3.706299,12158.20805,1.8031821645813295,3658.752348458643,39.99977324735643,2021.4663643234996,577.9501385041578,18.64974334499552,3.655,0.141,5.376,9.172,9.405842025932166,1.5489018241984525,7.612073018051956,6.36121635729162,8.205150759750515,3.713566536136732,1.2960960932017418,-1.9589953886039688,1.6819446032208485
1992,Luxembourg,0.3896,87474.72894,1.8031821645813295,2837.9869986628505,20.23454159467515,4490.636014740482,279.4704283478832,3.308310572705202,2.767,0.063,1.401,4.231,11.379116650324917,0.32901593594475814,8.409972282909287,5.636468294620438,7.951202576914352,3.0556291762788783,1.0177637008047888,-2.7646205525906042,0.33718626735486995
1992,Netherlands,15.12915,44191.22786,1.624482183444309,2257.323496828298,23.425092349340808,119444.1072734842,321.37471353651017,24.9418593362863,33.605,1.398,39.922,74.925,10.696304212332583,2.7806281939104007,11.690612191458664,5.775714575597811,7.72237800142232,3.1956109788568394,3.514674865421929,0.33504264381161847,3.686927550388691
1992,Norway,4.273634,60266.19628,3.571314655322877,5051.301414383459,1.770428208147005,38429.9,300.4317232184412,17.112299465240643,44.808,0.67,53.905,99.383,11.006543226065348,1.6627196884809157,10.556617102488412,5.708543533535057,8.52759914407851,1.0190018960304899,3.8023866949075313,-0.40047756659712525,3.9872232379910812
1992,Poland,38.309226,12304.56496,2.681001605769473,3103.461400302532,64.5778153835429,50211.694738694045,467.4617291150346,23.781398834711545,36.341,4.5,44.825,85.666,9.417806874814662,3.671459249593525,10.82402315695116,6.14945441022023,8.04059551726092,4.183237458625329,3.5929465804760414,1.5040773967762742,3.8027660194911967
1992,Portugal,9.950029,28775.57116,0.9609969622671688,1042.6754100938551,185.3662893000513,32851.085405955586,184.7442174715617,20.566767974061815,12.8,0.332,12.521,25.653,10.26731683366333,2.3933421046608294,10.399770504575308,5.224370552408382,6.950503810228303,5.22771403450133,2.5494451709255714,-1.1026203100656484,2.5274072346868106
1992,Romania,22.810035,15660.11506,-5.231503744835853,2835.8818386105177,182.18385479448756,14882.539682539624,529.1616853768804,22.16749819114986,25.489,2.827,13.098,41.414,9.658936171352158,3.1701071304682915,9.608011161988776,6.273182026771599,7.950460783821798,5.210490319505404,3.2382469865474572,1.0392160787114533,2.5724595467958618
1992,Slovakia,5.295877,13945.31316,-5.231503744835853,3172.607904406991,80.80234775184593,6169.268977432244,521.8191794323361,33.91201917394886,11.235,0.95,8.142,20.327,9.542970462713125,1.8398949747107989,8.727497710346672,6.259235667060963,8.062624359872274,4.404305944319643,2.4190339056372925,-0.05129329438755058,2.097035850080787
1992,Slovenia,1.998912,21844.7392,-5.231503744835853,2676.5293341798497,66.63976635834987,7164.669042220087,297.3402002275152,15.111986767053935,4.66,0.147,3.664,8.471,9.991761179219989,1.098249556221983,8.8770567123468,5.698234446864244,7.892649758071357,4.214196069830887,1.5390154481375546,-1.9173226922034008,1.2985554468118838
1992,Spain,39.051336,32346.76085,1.1352871988986823,1438.0107427154048,172.6645151170214,181214.12374473515,208.12465498776248,23.533102808143266,64.876,4.107,61.786,130.769,10.384300081150174,3.690162031260115,12.107440133482976,5.342930509516087,7.271711172262841,5.157125364047024,4.172477755625443,1.4126928349744217,4.123676801583385
1992,Sweden,8.64412,38736.35513,-1.1283269088809944,4783.085468561797,8.721440812869425,68962.76190476202,338.22268306063233,16.996170614423377,50.626,2.472,66.948,120.046,10.564559662301983,2.2663484032112335,11.141336455832878,5.8266567739125374,8.47305016097293,2.274333839263793,3.924465278318033,0.9050275395954444,4.203916198651392
1993,Austria,7.882519,44517.88214,0.7702580038706275,3756.632067792468,38.091876849219304,83104.30763316434,180.8548484642698,21.566330192556645,17.657,3.239,24.062,44.958,10.70366869590982,2.1840851879481904,11.327863849239101,5.20320883296523,8.231544268791888,3.6659146921907335,2.871132305320661,1.1752646401891922,3.180633832611333
1993,Belgium,10.068319,42147.29712,-0.8888409128989361,2493.64047084027,19.796885642946144,93868.5444521488,323.9144786717263,32.31162634850737,31.255,1.36,30.685,63.3,10.648949562139384,2.4040868833380338,11.449661272353978,5.783562005153128,7.821899897938617,3.0348032467922983,3.442179363383776,0.3074846997479607,3.4237739358410604
1993,Bulgaria,8.484863,13688.68504,-0.9360205194506643,2325.5276914083947,146.22186724231628,3659.773242630377,469.04565142015247,18.353915945487035,10.914,0.726,14.569,26.209,9.524397911443698,2.2496971594239397,8.205429672559616,6.1528298206684005,7.752132173817949,4.99194074989693,2.39004636876404,-0.320205264157341,2.678895983671859
1993,Croatia,4.555771,17519.10144,-0.9360205194506643,1926.2806310776105,158.50562357602615,7135.419501133753,261.47141701958776,13.734542933523803,3.078,0.196,6.097,9.371,9.771104154427958,1.714837207340002,8.872966459125836,5.570142188558572,7.56386528888416,5.072079179133311,1.1242800354166875,-1.6296406197516198,1.807796846925679
1993,Czechia,10.325697,24687.99513,-0.9360205194506643,3159.6625436666964,47.06643506739383,23733.06122448986,369.70310283062753,28.371504519842244,17.156,2.66,23.207,43.023,10.114112882037508,2.4270742147291293,10.074666477832858,5.915401480314879,8.058536950321482,3.8725841178783535,2.842347966654634,0.9783261227936078,3.144453957300622
1993,Denmark,5.180614,46941.87508,-0.07427966059559976,2817.053420459387,2.419853441469053,48404.75829675774,241.2625088087505,14.83971960214126,8.794,0.212,21.157,30.163,10.756686717635823,1.821417619285251,10.787374058701495,5.49002188538722,7.943801649148849,1.22959769678466,2.1740696707586182,-1.5511690043101247,3.0519708200011806
