nuts0,country,year,tas_annual,hdd_annual,cdd_annual,tasmax_max,tasmax_mean,tasmax_min,tasmin_max,tasmin_mean,tasmin_min
AT,Austria,1967,278.0029702030291,4027.415439475954,16.040016689138824,298.984063349331,281.8781556896895,263.2798850420358,287.1185206324871,274.49705761617014,254.1743056341127
AT,Austria,1968,278.4662000021242,3867.8889117699914,13.350870692033824,298.063187709233,282.11818103353875,261.5845001257775,287.3438873766873,275.1355594412462,253.57347409962603
AT,Austria,1969,278.5890418198406,3879.5048221890056,34.30551036415133,303.38692840854384,282.5085504808388,258.77263929286033,290.13030847006223,275.0714506089165,250.30653340850733
AT,Austria,1970,278.7399123488793,3797.8449870340564,24.253416174371154,301.13523371600286,282.8929553256915,254.53689873347983,288.72617985843357,275.0820694961625,243.7018569699922
AT,Austria,1971,278.6904137956026,3900.255042951155,58.2546507879069,304.8533549151976,282.59935658406874,262.6515437985848,291.2345616098245,275.1570077815697,250.700760637772
AT,Austria,1972,279.5958127550875,3515.7371454263907,30.153187422107447,301.4527068171071,283.5988645502516,259.7418889962402,289.4686571721566,276.1193643032341,252.43768976118278
AT,Austria,1973,279.38741835367557,3586.7477486674934,26.36729169878589,302.279465711243,283.17372039182123,265.4282631216273,289.58694815584147,275.97055382595414,257.45154326180375
AT,Austria,1974,279.4874117072781,3604.266194241934,50.06138046673336,302.92016054918435,283.53517255743503,261.5928887827164,289.6006006028815,275.91219768530914,253.99713834280735
AT,Austria,1975,278.72892070267847,3852.03984434048,37.9751838178207,303.32583137214436,282.74170620436297,257.0729806924195,291.06312068574346,275.1559584796161,248.17592426324137
AT,Austria,1976,279.1198349717623,3730.083016681344,34.89004318924998,300.9630407518201,283.13560785411374,261.6541415844,289.0875756461921,275.52105314089454,250.71604672537273
