scenario,ssp,sp_code,nuts0,country,year,hdd_annual,cdd_annual,tas_annual
KKO,SSP1,SP126,EE,Estonia,2030,3368.3597929166667,20.597070000000002,6.982880839041096
KKO,SSP1,SP126,EE,Estonia,2035,3413.1541158333334,15.191015000000002,6.896100102739727
KKO,SSP1,SP126,EE,Estonia,2040,3358.372029583333,14.849885000000002,7.090126801001822
KKO,SSP1,SP126,EE,Estonia,2045,3507.73145625,14.687975000000002,6.6743636917808224
KKO,SSP1,SP126,EE,Estonia,2050,2969.3739575,30.764125000000003,8.37700828538813
KKO,SSP1,SP126,EE,Estonia,2055,3107.0384004166667,5.8720599999999985,7.706751200913242
KKO,SSP1,SP126,EE,Estonia,2060,3146.8486187500002,13.392675,7.581298482468124
KKO,SSP1,SP126,FI,Finland,2025,4652.5743225,4.478375,3.2227885308219175
KKO,SSP1,SP126,FI,Finland,2026,4314.269432083333,3.304267499999999,4.102178128995433
KKO,SSP1,SP126,FI,Finland,2027,4464.90938125,15.026402500000001,3.9808783436073063
KKO,SSP1,SP126,FI,Finland,2028,4335.605207916667,26.322677499999998,4.3130495605646635
KKO,SSP1,SP126,FI,Finland,2029,4427.472745,8.266545,3.961315664383562
KKO,SSP1,SP126,FI,Finland,2030,4506.395347083333,12.764500000000002,3.5996375958904108
KKO,SSP1,SP126,FI,Finland,2035,4532.919425,12.280874999999998,3.718612011415525
KKO,SSP1,SP126,FI,Finland,2040,4486.859448333334,2.797155000000001,3.603958549635701
KKO,SSP1,SP126,FI,Finland,2045,4234.4238912499995,4.235879999999997,4.446700866438356
KKO,SSP1,SP126,FI,Finland,2050,4059.9988916666666,24.9833,5.117200840182648
KKO,SSP1,SP126,FI,Finland,2055,4216.7141529166665,5.945515000000001,4.478630407534247
KKO,SSP1,SP126,FI,Finland,2060,3971.2735554166666,14.809174999999998,5.18163376935337
KKO,SSP1,SP126,FR,France,2025,1739.9939633333333,79.0537075,12.19016410958904
KKO,SSP1,SP126,FR,France,2026,1865.49519625,71.65047,11.753633448630136
KKO,SSP1,SP126,FR,France,2027,1802.9308304166666,53.634945,11.760829575342466
KKO,SSP1,SP126,FR,France,2028,1946.31175375,73.304275,11.407207144808742
KKO,SSP1,SP126,FR,France,2029,1701.8711604166667,113.89317249999999,12.476502498858448
KKO,SSP1,SP126,FR,France,2030,2007.1413029166667,36.29503,10.958491087899544
KKO,SSP1,SP126,FR,France,2035,1948.3614454166666,47.053779999999996,11.376733261415525
KKO,SSP1,SP126,FR,France,2040,1846.0446025,99.50714,12.163256367258652
KKO,SSP1,SP126,FR,France,2045,1984.6967708333334,154.644835,11.978935503424658
KKO,SSP1,SP126,FR,France,2050,1743.56676625,78.02619,12.126173355022832
KKO,SSP1,SP126,FR,France,2055,1373.60970125,127.1652375,13.524830103881278
KKO,SSP1,SP126,FR,France,2060,1590.6813575,94.4097075,12.81864735086521
KKO,SSP1,SP126,DE,Germany,2025,2439.8638820833335,52.544875,9.930191691780822
KKO,SSP1,SP126,DE,Germany,2026,2431.0367845833334,47.9625075,9.863263938356164
KKO,SSP1,SP126,DE,Germany,2027,2407.28242125,38.7037775,9.862797401826484
KKO,SSP1,SP126,DE,Germany,2028,2535.3845270833335,56.406822500000004,9.635470903916211
KKO,SSP1,SP126,DE,Germany,2029,2362.0285083333333,48.035075,10.092788732876713
KKO,SSP1,SP126,DE,Germany,2030,2759.77975,13.65064,8.425112575342466
KKO,SSP1,SP126,DE,Germany,2035,2481.341806666667,26.2308675,9.523305267123288
KKO,SSP1,SP126,DE,Germany,2040,2484.2364683333335,77.9429475,10.106460799180327
KKO,SSP1,SP126,DE,Germany,2045,2707.72499,85.2534975,9.448602624429224
KKO,SSP1,SP126,DE,Germany,2050,2354.1916716666665,32.2614025,9.971642828767123
KKO,SSP1,SP126,DE,Germany,2055,1986.2203075,57.5578175,11.26190014954338
KKO,SSP1,SP126,DE,Germany,2060,2187.7776733333335,44.114779999999996,10.540954866803279
KKO,SSP1,SP126,EL,Greece,2025,1056.4813441666668,599.52972125,17.048742424657533
KKO,SSP1,SP126,EL,Greece,2026,1212.0402291666667,430.11068416666666,15.828942039954336
KKO,SSP1,SP126,EL,Greece,2027,1087.4162904166667,382.5364304166667,15.977588368721461
KKO,SSP1,SP126,EL,Greece,2028,1229.8046775,297.3894916666667,15.19394037909836
KKO,SSP1,SP126,EL,Greece,2029,1020.7992166666667,376.17766083333333,16.357063602739725
KKO,SSP1,SP126,EL,Greece,2030,1061.2180783333333,365.67655916666666,16.065742558219178
KKO,SSP1,SP126,EL,Greece,2035,1211.8465320833334,393.7981829166667,15.500748849315068
KKO,SSP1,SP126,EL,Greece,2040,1172.91041875,367.27246375,15.70264799863388
KKO,SSP1,SP126,EL,Greece,2045,1227.8174695833334,372.55479166666663,15.654935698630137
KKO,SSP1,SP126,EL,Greece,2050,953.5688295833334,421.57012791666665,16.51465322716895
KKO,SSP1,SP126,EL,Greece,2055,1083.2142366666667,529.4394725,16.48999938242009
KKO,SSP1,SP126,EL,Greece,2060,1037.3754416666666,611.7764324999999,16.928778790983607
KKO,SSP1,SP126,HU,Hungary,2025,2149.4289783333334,500.28266666666667,13.24541182762557
KKO,SSP1,SP126,HU,Hungary,2026,2183.9247695833333,269.63994125,12.10455173173516
KKO,SSP1,SP126,HU,Hungary,2027,2264.5835316666667,265.68455125,11.771992229452055
KKO,SSP1,SP126,HU,Hungary,2028,2293.0654429166666,80.53041,10.620004992030966
KKO,SSP1,SP126,HU,Hungary,2029,1988.842,184.7083275,12.33264381849315
KKO,SSP1,SP126,HU,Hungary,2030,2259.422269583333,101.24879,10.839697964611872
KKO,SSP1,SP126,HU,Hungary,2035,2181.8412520833335,227.1413925,11.926537078767124
KKO,SSP1,SP126,HU,Hungary,2040,2198.961459583333,334.79541416666666,12.49798175204918
KKO,SSP1,SP126,HU,Hungary,2045,2425.23378875,225.02058291666665,11.244020583333333
KKO,SSP1,SP126,HU,Hungary,2050,2064.96385,267.11655333333334,12.30492325913242
KKO,SSP1,SP126,HU,Hungary,2055,1813.8090629166666,405.57295875,13.791780679223743
KKO,SSP1,SP126,HU,Hungary,2060,1809.8859775,438.69814541666665,13.811762942850637
KKO,SSP1,SP126,IE,Ireland,2025,1994.12000125,0.6455675000000003,10.20721858219178
KKO,SSP1,SP126,IE,Ireland,2026,1996.67585875,0.06588999999999956,10.151015142694064
KKO,SSP1,SP126,IE,Ireland,2027,1902.00482625,1.1873199999999997,10.59131508675799
KKO,SSP1,SP126,IE,Ireland,2028,1922.9392533333332,4.792447499999999,10.723988578096538
KKO,SSP1,SP126,IE,Ireland,2029,1810.1354191666667,3.3300549999999998,10.960392442922375
KKO,SSP1,SP126,IE,Ireland,2030,2096.14141,1.2580974999999999,9.975248902968037
KKO,SSP1,SP126,IE,Ireland,2035,2213.1940954166666,0.9528800000000004,9.601359712328767
KKO,SSP1,SP126,IE,Ireland,2040,2014.8303870833333,3.7472025,10.354521043943535
KKO,SSP1,SP126,IE,Ireland,2045,2154.927329166667,3.188419999999999,10.01778180479452
KKO,SSP1,SP126,IE,Ireland,2050,2166.736035,11.287555,10.06770693150685
KKO,SSP1,SP126,IE,Ireland,2055,1828.80957875,0.4811475000000005,10.795384469178082
KKO,SSP1,SP126,IE,Ireland,2060,1995.16594625,1.5395824999999999,10.295227737932604
KKO,SSP1,SP126,IT,Italy,2025,1467.3199666666667,319.19034750000003,14.584573414383561
KKO,SSP1,SP126,IT,Italy,2026,1569.3103870833334,228.11994416666667,13.68927024086758
KKO,SSP1,SP126,IT,Italy,2027,1542.2194845833333,165.66094625,13.48398500913242
KKO,SSP1,SP126,IT,Italy,2028,1666.8507325,111.6861025,12.784906654143898
KKO,SSP1,SP126,IT,Italy,2029,1407.1885729166668,188.26157666666666,14.079910339041097
KKO,SSP1,SP126,IT,Italy,2030,1514.81695125,128.0513675,13.437572045662101
KKO,SSP1,SP126,IT,Italy,2035,1556.7541720833333,161.84803,13.412816095890411
KKO,SSP1,SP126,IT,Italy,2040,1549.6695870833332,222.84338458333332,14.030163320810566
KKO,SSP1,SP126,IT,Italy,2045,1667.2043933333334,231.67246125,13.573393218036529
KKO,SSP1,SP126,IT,Italy,2050,1413.2764808333334,190.71156208333332,13.982862170091325
KKO,SSP1,SP126,IT,Italy,2055,1224.9002754166665,262.17470541666665,14.966227897260273
KKO,SSP1,SP126,IT,Italy,2060,1286.1855404166668,322.5042216666667,15.144176516393443
KKO,SSP1,SP126,LV,Latvia,2025,3422.363171666667,25.423589999999997,7.050772955479452
KKO,SSP1,SP126,LV,Latvia,2026,3046.26632125,34.1319825,8.201163200913243
KKO,SSP1,SP126,LV,Latvia,2027,3311.5313341666665,64.4651225,7.766330051369863
KKO,SSP1,SP126,LV,Latvia,2028,3126.672975,64.35734,8.161327965619307
KKO,SSP1,SP126,LV,Latvia,2029,3210.6557075,16.318237500000002,7.577414900684932
KKO,SSP1,SP126,LV,Latvia,2030,3378.2143458333335,18.2445425,6.939209549086757
KKO,SSP1,SP126,LV,Latvia,2035,3300.914477083333,27.3247225,7.2900373550228315
KKO,SSP1,SP126,LV,Latvia,2040,3245.6372183333333,28.206764999999997,7.566422854052823
KKO,SSP1,SP126,LV,Latvia,2045,3442.8910529166665,23.358220000000003,6.941906247716895
KKO,SSP1,SP126,LV,Latvia,2050,2920.92919875,30.212909999999997,8.473099986301369
KKO,SSP1,SP126,LV,Latvia,2055,2992.56598875,10.3405625,8.072615235159818
KKO,SSP1,SP126,LV,Latvia,2060,3109.1921679166667,17.648600000000002,7.712632745901639
KKO,SSP1,SP126,LT,Lithuania,2025,3295.60479875,36.263705,7.52131831849315
KKO,SSP1,SP126,LT,Lithuania,2026,2938.99384875,42.025725,8.58274954109589
KKO,SSP1,SP126,LT,Lithuania,2027,3217.6978475,69.0100575,8.043572386986302
KKO,SSP1,SP126,LT,Lithuania,2028,3069.0101558333336,51.264415,8.216009861111111
KKO,SSP1,SP126,LT,Lithuania,2029,3051.6090604166666,25.09286,8.13620513584475
KKO,SSP1,SP126,LT,Lithuania,2030,3307.132148333333,19.860695,7.1745488082191775
KKO,SSP1,SP126,LT,Lithuania,2035,3169.3169141666667,40.339490000000005,7.792487023972602
KKO,SSP1,SP126,LT,Lithuania,2040,3156.8045020833333,49.0820975,7.977876558515483
KKO,SSP1,SP126,LT,Lithuania,2045,3366.181110833333,28.3551025,7.246196340182649
KKO,SSP1,SP126,LT,Lithuania,2050,2856.85545875,34.730692499999996,8.689357119863013
KKO,SSP1,SP126,LT,Lithuania,2055,2859.4659733333333,18.2963,8.56097422260274
KKO,SSP1,SP126,LT,Lithuania,2060,3016.5827629166665,23.05143,8.057102421448088
KKO,SSP1,SP126,LU,Luxembourg,2025,2395.1284825000002,39.8569975,9.823960155251141
KKO,SSP1,SP126,LU,Luxembourg,2026,2459.4908795833335,34.7968275,9.590510132420091
KKO,SSP1,SP126,LU,Luxembourg,2027,2323.6671804166667,28.773314999999997,9.902520400684931
KKO,SSP1,SP126,LU,Luxembourg,2028,2573.10368125,49.930355000000006,9.414259335154828
KKO,SSP1,SP126,LU,Luxembourg,2029,2330.0988908333334,50.406015,10.116234033105023
KKO,SSP1,SP126,LU,Luxembourg,2030,2673.0926841666665,12.334467499999999,8.62783783675799
KKO,SSP1,SP126,LU,Luxembourg,2035,2454.98926875,25.359535,9.519514574200914
KKO,SSP1,SP126,LU,Luxembourg,2040,2404.388644583333,63.4161675,10.1618004109745
KKO,SSP1,SP126,LU,Luxembourg,2045,2539.9225283333335,98.647965,9.938250970319634
KKO,SSP1,SP126,LU,Luxembourg,2050,2384.1798770833334,23.521715,9.66915650456621
KKO,SSP1,SP126,LU,Luxembourg,2055,1890.8271670833333,77.0215,11.562392780821918
KKO,SSP1,SP126,LU,Luxembourg,2060,2152.0845654166665,56.2614175,10.673882251821494
KKO,SSP1,SP126,NL,Netherlands,2025,2018.5830070833333,22.368175,10.85539956849315
KKO,SSP1,SP126,NL,Netherlands,2026,2052.7606875,17.174317499999997,10.642235599315068
KKO,SSP1,SP126,NL,Netherlands,2027,1991.8328420833334,16.2544625,10.838352622146118
KKO,SSP1,SP126,NL,Netherlands,2028,2058.2726320833335,47.0570225,10.892454635701275
KKO,SSP1,SP126,NL,Netherlands,2029,1909.4040329166667,40.9693325,11.342342523972603
KKO,SSP1,SP126,NL,Netherlands,2030,2265.1120654166666,9.899884999999998,9.790748950913242
KKO,SSP1,SP126,NL,Netherlands,2035,2091.091499583333,14.958569999999998,10.45565024086758
KKO,SSP1,SP126,NL,Netherlands,2040,2033.1616808333333,40.83741,11.03749962431694
KKO,SSP1,SP126,NL,Netherlands,2045,2329.070854583333,54.6456625,10.183919601598173
KKO,SSP1,SP126,NL,Netherlands,2050,1976.4478016666667,15.9067325,10.802043576484017
KKO,SSP1,SP126,NL,Netherlands,2055,1559.4490120833334,44.3316575,12.455522880136987
KKO,SSP1,SP126,NL,Netherlands,2060,1803.55432625,21.367105,11.320243333333334
KKO,SSP1,SP126,NO,Norway,2025,4552.764696666667,0.06789749999999994,3.1365636700913244
KKO,SSP1,SP126,NO,Norway,2026,4330.518799583333,0.0,3.7088285399543377
KKO,SSP1,SP126,NO,Norway,2027,4551.140254583333,0.0,3.1664272648401823
KKO,SSP1,SP126,NO,Norway,2028,4373.35952125,2.2794600000000003,3.692257504553734
KKO,SSP1,SP126,NO,Norway,2029,4648.531437916667,0.30612749999999966,2.9293397066210045
KKO,SSP1,SP126,NO,Norway,2030,4688.84757375,0.0,2.7564519714611873
KKO,SSP1,SP126,NO,Norway,2035,4505.2317875,0.0,3.3104066289954335
KKO,SSP1,SP126,NO,Norway,2040,4587.6910779166665,0.0,3.0890335063752277
KKO,SSP1,SP126,NO,Norway,2045,4316.0718225,0.0,3.778550301369863
KKO,SSP1,SP126,NO,Norway,2050,4240.172650416666,2.2945899999999995,4.168685203196347
KKO,SSP1,SP126,NO,Norway,2055,4292.037046666666,1.0644900000000002,3.863037752283105
KKO,SSP1,SP126,NO,Norway,2060,4191.33793625,1.6386674999999995,4.213795571493625
KKO,SSP1,SP126,PL,Poland,2025,2741.606331666667,82.00572749999999,9.408796901826484
KKO,SSP1,SP126,PL,Poland,2026,2644.298365,64.1485575,9.510092789954339
KKO,SSP1,SP126,PL,Poland,2027,2834.0896391666665,68.868075,9.073837237442923
KKO,SSP1,SP126,PL,Poland,2028,2769.21747625,45.150157500000006,8.94821929417122
KKO,SSP1,SP126,PL,Poland,2029,2572.252988333333,49.2619575,9.686880914383561
KKO,SSP1,SP126,PL,Poland,2030,2967.9182025,20.684227500000002,8.054264828767124
KKO,SSP1,SP126,PL,Poland,2035,2770.0576354166665,50.2790475,9.090800361872146
KKO,SSP1,SP126,PL,Poland,2040,2787.9467570833335,122.2027125,9.568199944216758
KKO,SSP1,SP126,PL,Poland,2045,3033.6427391666666,58.23391,8.432876664383562
KKO,SSP1,SP126,PL,Poland,2050,2497.77775875,48.928565,9.841579003424657
KKO,SSP1,SP126,PL,Poland,2055,2321.45681625,60.9876225,10.508468391552512
KKO,SSP1,SP126,PL,Poland,2060,2516.933020833333,51.1524675,9.789912307604736
KKO,SSP1,SP126,PT,Portugal,2025,814.4691533333333,247.84548875000002,15.809026200913241
KKO,SSP1,SP126,PT,Portugal,2026,999.68939375,244.88537,15.212046393835617
KKO,SSP1,SP126,PT,Portugal,2027,959.03949625,205.59658249999998,15.199924117579908
KKO,SSP1,SP126,PT,Portugal,2028,975.0511304166666,184.9805375,15.038596738387978
KKO,SSP1,SP126,PT,Portugal,2029,735.10897375,361.23707958333335,16.782825868721464
KKO,SSP1,SP126,PT,Portugal,2030,922.28703125,272.68328583333334,15.57308373287671
KKO,SSP1,SP126,PT,Portugal,2035,941.0004441666666,239.5106,15.389556038812785
KKO,SSP1,SP126,PT,Portugal,2040,869.79311,270.5760741666667,15.861690105874317
KKO,SSP1,SP126,PT,Portugal,2045,888.8301225,402.5340504166667,16.291893152968036
KKO,SSP1,SP126,PT,Portugal,2050,791.7606441666667,273.838955,15.976006962328766
KKO,SSP1,SP126,PT,Portugal,2055,721.63246,283.0774779166667,16.23162894063927
KKO,SSP1,SP126,PT,Portugal,2060,706.8776083333333,288.9149,16.585814377276865
KKO,SSP1,SP126,RO,Romania,2025,2406.7630808333333,388.15063458333333,12.082877735159817
KKO,SSP1,SP126,RO,Romania,2026,2530.782815,233.57277000000002,10.905955457762557
KKO,SSP1,SP126,RO,Romania,2027,2574.9740033333333,186.3632675,10.545825602739725
KKO,SSP1,SP126,RO,Romania,2028,2614.81968625,47.087042499999995,9.440346911429872
KKO,SSP1,SP126,RO,Romania,2029,2220.74314125,116.34194,11.319832191780822
KKO,SSP1,SP126,RO,Romania,2030,2465.50596875,102.98296,10.262732841324201
KKO,SSP1,SP126,RO,Romania,2035,2638.54700625,174.06247499999998,10.363501196347032
KKO,SSP1,SP126,RO,Romania,2040,2531.423995,207.60258,10.855479093806922
KKO,SSP1,SP126,RO,Romania,2045,2707.007785,164.4905125,10.15092833105023
KKO,SSP1,SP126,RO,Romania,2050,2281.435072083333,171.3924375,11.290900616438355
KKO,SSP1,SP126,RO,Romania,2055,2262.307854166667,341.7671675,12.23340280479452
KKO,SSP1,SP126,RO,Romania,2060,2243.5369270833335,351.04595875,12.29306439776867
KKO,SSP1,SP126,SK,Slovakia,2025,2713.843822916667,210.6618775,10.184804528538812
KKO,SSP1,SP126,SK,Slovakia,2026,2747.4006975,102.7481475,9.492961719178082
KKO,SSP1,SP126,SK,Slovakia,2027,2853.80525375,97.38472999999999,9.091952228310502
KKO,SSP1,SP126,SK,Slovakia,2028,2918.7046966666667,34.533784999999995,8.369300369990894
KKO,SSP1,SP126,SK,Slovakia,2029,2583.8981433333333,58.22587,9.71466629109589
KKO,SSP1,SP126,SK,Slovakia,2030,2981.1953008333335,32.08976249999999,8.096479785388128
KKO,SSP1,SP126,SK,Slovakia,2035,2776.44286,80.87204,9.306316874429225
KKO,SSP1,SP126,SK,Slovakia,2040,2801.6391720833335,153.192965,9.709084757513661
KKO,SSP1,SP126,SK,Slovakia,2045,3036.138772083333,89.1856825,8.595746829908675
KKO,SSP1,SP126,SK,Slovakia,2050,2633.1152379166665,85.664265,9.649317244292238
KKO,SSP1,SP126,SK,Slovakia,2055,2359.410443333333,159.69468,10.944977099315068
KKO,SSP1,SP126,SK,Slovakia,2060,2427.6479791666666,152.03855000000001,10.684550179872495
KKO,SSP1,SP126,SI,Slovenia,2025,2321.94621375,299.14732833333335,11.796406184931508
KKO,SSP1,SP126,SI,Slovenia,2026,2384.1852045833334,165.5369425,10.837022012557076
KKO,SSP1,SP126,SI,Slovenia,2027,2421.6146558333335,116.18742,10.482188010273973
KKO,SSP1,SP126,SI,Slovenia,2028,2558.7761845833334,41.6389975,9.424447758424408
KKO,SSP1,SP126,SI,Slovenia,2029,2160.2374945833335,99.848115,11.137620284246575
KKO,SSP1,SP126,SI,Slovenia,2030,2453.1278358333334,53.4083425,9.901835974885843
KKO,SSP1,SP126,SI,Slovenia,2035,2286.573280416667,87.8484225,10.73411314954338
KKO,SSP1,SP126,SI,Slovenia,2040,2439.7917154166666,168.56733,10.909498318533696
KKO,SSP1,SP126,SI,Slovenia,2045,2577.1009904166667,152.4660325,10.336538239726028
KKO,SSP1,SP126,SI,Slovenia,2050,2275.914569583333,151.85194458333334,11.094678675799086
KKO,SSP1,SP126,SI,Slovenia,2055,1950.5964470833333,230.64110458333334,12.462626634703195
KKO,SSP1,SP126,SI,Slovenia,2060,1950.90253375,234.35665541666665,12.52125113274135
KKO,SSP1,SP126,ES,Spain,2025,1191.2872866666667,267.064975,14.96860830479452
KKO,SSP1,SP126,ES,Spain,2026,1358.28685875,283.42316,14.484261457762557
KKO,SSP1,SP126,ES,Spain,2027,1368.3699633333333,207.29681499999998,14.103173648401828
KKO,SSP1,SP126,ES,Spain,2028,1390.8486554166666,195.8929975,13.891593041894353
KKO,SSP1,SP126,ES,Spain,2029,1121.7586354166667,332.8021683333333,15.60263023630137
KKO,SSP1,SP126,ES,Spain,2030,1283.5754254166666,292.1329,14.785787495433791
KKO,SSP1,SP126,ES,Spain,2035,1379.0643120833333,226.3201175,14.24973039155251
KKO,SSP1,SP126,ES,Spain,2040,1252.56286125,304.15267625,15.019802906420765
KKO,SSP1,SP126,ES,Spain,2045,1343.46572625,408.24746416666665,15.153778577625571
KKO,SSP1,SP126,ES,Spain,2050,1152.08938125,313.505695,15.254552751141553
KKO,SSP1,SP126,ES,Spain,2055,1023.61912125,308.68137375,15.550529780821918
KKO,SSP1,SP126,ES,Spain,2060,1088.78960375,312.83784291666666,15.626650601092896
KKO,SSP1,SP126,SE,Sweden,2025,4277.155080416666,3.263912500000001,4.097462606164384
KKO,SSP1,SP126,SE,Sweden,2026,4026.82424875,0.5543225000000005,4.773979108447489
KKO,SSP1,SP126,SE,Sweden,2027,4160.939272083333,5.990785,4.528572108447489
KKO,SSP1,SP126,SE,Sweden,2028,3968.0670616666666,9.219402500000001,5.082511153233152
KKO,SSP1,SP126,SE,Sweden,2029,4251.947874583333,3.4930325,4.270540848173516
KKO,SSP1,SP126,SE,Sweden,2030,4339.252881666666,2.4790799999999997,3.883883200913242
KKO,SSP1,SP126,SE,Sweden,2035,4149.345272083333,4.1810025,4.544166428082192
KKO,SSP1,SP126,SE,Sweden,2040,4211.77286875,4.24985,4.317736550546448
KKO,SSP1,SP126,SE,Sweden,2045,3946.16544875,1.4199649999999986,4.9892735319634705
KKO,SSP1,SP126,SE,Sweden,2050,3839.23276625,19.412535,5.595097892694064
KKO,SSP1,SP126,SE,Sweden,2055,3888.99479625,1.7349949999999996,5.17463606849315
KKO,SSP1,SP126,SE,Sweden,2060,3790.1227979166665,5.1629724999999995,5.4943558925318765
KVE,SSP2,SP245,AT,Austria,2025,2799.8735016666665,79.7718125,9.100184252283105
KVE,SSP2,SP245,AT,Austria,2026,3183.7064083333335,40.93667,7.6631962659817345
KVE,SSP2,SP245,AT,Austria,2027,3184.4719220833335,68.2113125,7.784252473744292
KVE,SSP2,SP245,AT,Austria,2028,3214.1525108333335,55.23379,7.614833908242258
KVE,SSP2,SP245,AT,Austria,2029,2885.5707466666668,36.08747,8.47323844977169
KVE,SSP2,SP245,AT,Austria,2030,3343.326055416667,22.66919,6.9604407328767115
KVE,SSP2,SP245,AT,Austria,2035,3042.4853554166666,18.327332500000004,7.825392886986301
KVE,SSP2,SP245,AT,Austria,2040,3156.7907420833335,95.620065,8.093672158469944
KVE,SSP2,SP245,AT,Austria,2045,3099.456995833333,43.947514999999996,7.816181737442922
KVE,SSP2,SP245,AT,Austria,2050,2897.181433333333,67.4740575,8.651886667808219
KVE,SSP2,SP245,AT,Austria,2055,2912.896404166667,20.5087025,8.091660139269406
KVE,SSP2,SP245,AT,Austria,2060,3163.1630429166667,90.38281,8.01423498406193
KVE,SSP2,SP245,BE,Belgium,2025,1804.7007770833334,146.154215,12.473218855022832
KVE,SSP2,SP245,BE,Belgium,2026,1996.8639229166668,91.1750925,11.41986235045662
KVE,SSP2,SP245,BE,Belgium,2027,2207.11497375,63.9966,10.612372398401826
KVE,SSP2,SP245,BE,Belgium,2028,2107.1799120833334,93.13042041666667,11.023678301457194
KVE,SSP2,SP245,BE,Belgium,2029,1870.2905083333333,76.80140708333333,11.914885253424657
KVE,SSP2,SP245,BE,Belgium,2030,2251.4048791666664,24.359722499999997,10.111469447488584
KVE,SSP2,SP245,BE,Belgium,2035,2169.942648333333,19.7310675,10.316372649543379
KVE,SSP2,SP245,BE,Belgium,2040,2137.6015174999998,125.43106416666667,11.349262873406193
KVE,SSP2,SP245,BE,Belgium,2045,2086.568602083333,37.788795,10.650796065068493
KVE,SSP2,SP245,BE,Belgium,2050,1992.9346125,61.874109999999995,11.157006183789955
KVE,SSP2,SP245,BE,Belgium,2055,1828.8040329166668,53.579075,11.59895578652968
KVE,SSP2,SP245,BE,Belgium,2060,2037.86396125,83.01089291666666,11.168793004326048
KVE,SSP2,SP245,BG,Bulgaria,2025,2131.1783258333335,341.41076166666664,12.771059767123289
KVE,SSP2,SP245,BG,Bulgaria,2026,2052.0547570833332,303.4418625,12.773298892694063
KVE,SSP2,SP245,BG,Bulgaria,2027,1941.3141941666668,268.38559458333333,12.796904183789954
KVE,SSP2,SP245,BG,Bulgaria,2028,2208.5558666666666,195.9709725,11.719730267531876
KVE,SSP2,SP245,BG,Bulgaria,2029,2078.6748925,262.422695,12.569775810502284
KVE,SSP2,SP245,BG,Bulgaria,2030,1980.4546683333333,232.32308708333335,12.486826034246574
KVE,SSP2,SP245,BG,Bulgaria,2035,1909.8368833333334,376.27046624999997,13.515637485159818
KVE,SSP2,SP245,BG,Bulgaria,2040,1992.0233691666667,361.39090708333333,13.036198418715847
KVE,SSP2,SP245,BG,Bulgaria,2045,1863.632075,414.26454083333334,13.702570942922375
KVE,SSP2,SP245,BG,Bulgaria,2050,1625.151035,428.36447375,14.697169714611872
KVE,SSP2,SP245,BG,Bulgaria,2055,1935.1856595833333,191.4391675,12.45539470091324
KVE,SSP2,SP245,BG,Bulgaria,2060,2095.305517083333,360.53455625,12.787627218806922
KVE,SSP2,SP245,HR,Croatia,2025,1576.4640008333333,449.5617295833333,14.838963240867582
KVE,SSP2,SP245,HR,Croatia,2026,1832.2421183333333,346.52856125,13.543528174657535
KVE,SSP2,SP245,HR,Croatia,2027,1738.1740483333333,350.53016916666667,13.55370593607306
KVE,SSP2,SP245,HR,Croatia,2028,1772.3466458333332,265.9648745833333,13.292066656420765
KVE,SSP2,SP245,HR,Croatia,2029,1619.1893195833334,254.62508333333335,13.868395331050229
KVE,SSP2,SP245,HR,Croatia,2030,1898.0031633333333,276.2040508333333,12.87451985502283
KVE,SSP2,SP245,HR,Croatia,2035,1648.2435895833332,256.87477041666665,13.712738105022831
KVE,SSP2,SP245,HR,Croatia,2040,1764.7073433333333,444.06426583333337,13.944159948770492
KVE,SSP2,SP245,HR,Croatia,2045,1616.1996158333334,371.45726625,14.175865824200914
KVE,SSP2,SP245,HR,Croatia,2050,1542.7325108333332,388.81229041666666,14.56548135502283
KVE,SSP2,SP245,HR,Croatia,2055,1569.4668570833333,198.61586083333333,13.628409633561644
KVE,SSP2,SP245,HR,Croatia,2060,1738.436255,412.7683129166667,13.997182997495447
KVE,SSP2,SP245,CZ,Czechia,2025,2434.5220133333332,154.62505708333333,10.695388371004567
KVE,SSP2,SP245,CZ,Czechia,2026,2617.742726666667,91.71526,9.7630833413242
KVE,SSP2,SP245,CZ,Czechia,2027,2633.0190579166665,132.4644325,9.763437444063927
KVE,SSP2,SP245,CZ,Czechia,2028,2748.7633483333334,104.87445749999999,9.369383779599271
KVE,SSP2,SP245,CZ,Czechia,2029,2471.497935,132.52834833333333,10.467145320776256
KVE,SSP2,SP245,CZ,Czechia,2030,2812.1538116666666,46.15575,8.797777107305937
KVE,SSP2,SP245,CZ,Czechia,2035,2577.7461970833333,56.280745,9.61802889954338
KVE,SSP2,SP245,CZ,Czechia,2040,2725.014368333333,215.969125,9.94644232809654
KVE,SSP2,SP245,CZ,Czechia,2045,2683.1952133333334,46.0992275,9.102157214611871
KVE,SSP2,SP245,CZ,Czechia,2050,2490.68541125,103.743775,10.064471763698629
KVE,SSP2,SP245,CZ,Czechia,2055,2462.4386833333333,51.310215,9.828207211187214
KVE,SSP2,SP245,CZ,Czechia,2060,2704.017693333333,116.80369791666666,9.464590623861566
KVE,SSP2,SP245,DK,Denmark,2025,2113.251655,7.633499999999998,10.345289116438357
KVE,SSP2,SP245,DK,Denmark,2026,2198.658625416667,15.732415,10.205155735159817
KVE,SSP2,SP245,DK,Denmark,2027,2324.63068,4.217432500000001,9.695103326484018
KVE,SSP2,SP245,DK,Denmark,2028,2473.9755441666666,9.9966225,9.294851824908925
