scenario,ssp,sp_code,nuts0,country,year,hdd_annual,cdd_annual,tas_annual
KVE,SSP2,SP245,DK,Denmark,2029,2197.7669854166666,25.4889175,10.569420506849315
KVE,SSP2,SP245,DK,Denmark,2030,2588.6314154166666,7.897664999999999,8.991547907534246
KVE,SSP2,SP245,DK,Denmark,2035,2344.9750966666666,10.9707375,9.792750696347031
KVE,SSP2,SP245,DK,Denmark,2040,2530.4179633333333,17.911344999999997,9.336767300774135
KVE,SSP2,SP245,DK,Denmark,2045,2484.0193058333334,5.213282499999999,9.095800173515983
KVE,SSP2,SP245,DK,Denmark,2050,2185.2985754166666,5.787947500000001,9.952355698630136
KVE,SSP2,SP245,DK,Denmark,2055,2058.1983070833335,41.3310325,10.934608293378997
KVE,SSP2,SP245,DK,Denmark,2060,2285.238694166667,10.9354425,9.766221754326049
KVE,SSP2,SP245,EE,Estonia,2025,3085.81169625,7.0317325,7.586615641552512
KVE,SSP2,SP245,EE,Estonia,2026,3083.5687566666666,72.99111,8.3618817956621
KVE,SSP2,SP245,EE,Estonia,2027,2912.1612770833335,12.672135,8.274143497716896
KVE,SSP2,SP245,EE,Estonia,2028,3365.7851816666666,11.8462125,6.964178278688525
KVE,SSP2,SP245,EE,Estonia,2029,3290.5951320833333,37.2859325,7.550035746575342
KVE,SSP2,SP245,EE,Estonia,2030,3150.715057916667,24.368875,7.662340684931507
KVE,SSP2,SP245,EE,Estonia,2035,3229.2263416666665,66.3206975,7.9628761769406395
KVE,SSP2,SP245,EE,Estonia,2040,3486.571839166667,15.936672499999997,6.521226574453552
KVE,SSP2,SP245,EE,Estonia,2045,3182.51884875,13.987794999999995,7.388576512557077
KVE,SSP2,SP245,EE,Estonia,2050,2857.9130958333335,20.664307500000007,8.489934279680366
KVE,SSP2,SP245,EE,Estonia,2055,3189.598142083333,26.409950000000002,7.543819530821918
KVE,SSP2,SP245,EE,Estonia,2060,3057.9049087500002,9.6050675,7.64475679417122
KVE,SSP2,SP245,FI,Finland,2025,4112.72178375,14.018579999999998,4.643045317351598
KVE,SSP2,SP245,FI,Finland,2026,4358.213770833333,27.183617500000004,4.180670030821918
KVE,SSP2,SP245,FI,Finland,2027,4117.2353425,1.2899975000000001,4.6097377317351595
KVE,SSP2,SP245,FI,Finland,2028,4339.098710833333,1.7659849999999997,3.9781394706284154
KVE,SSP2,SP245,FI,Finland,2029,4402.801120833334,7.471662500000002,3.9103803515981737
KVE,SSP2,SP245,FI,Finland,2030,4248.66598875,17.6672375,4.420437174657534
KVE,SSP2,SP245,FI,Finland,2035,4141.72968125,22.259465000000002,5.003172692922375
KVE,SSP2,SP245,FI,Finland,2040,5048.717476666667,6.1185149999999995,2.015762224499089
KVE,SSP2,SP245,FI,Finland,2045,4419.840467083333,13.775785,3.8680520479452056
KVE,SSP2,SP245,FI,Finland,2050,4026.2356441666666,4.931820000000001,4.877696921232877
KVE,SSP2,SP245,FI,Finland,2055,4334.5422733333335,7.644614999999998,4.0189586210045665
KVE,SSP2,SP245,FI,Finland,2060,4063.96777625,4.432215,4.65786883082878
KVE,SSP2,SP245,FR,France,2025,1497.1502279166666,258.1594025,14.13625537671233
KVE,SSP2,SP245,FR,France,2026,1854.9635204166666,126.635375,12.153945401826485
KVE,SSP2,SP245,FR,France,2027,1958.5327541666666,147.61483,11.94847739155251
KVE,SSP2,SP245,FR,France,2028,1833.3264454166667,155.43655,12.30318329348816
KVE,SSP2,SP245,FR,France,2029,1601.6787479166667,114.411965,12.965585707762557
KVE,SSP2,SP245,FR,France,2030,1938.5792879166665,68.5352425,11.525507083333334
KVE,SSP2,SP245,FR,France,2035,1929.1120608333333,40.96109500000001,11.395289045662102
KVE,SSP2,SP245,FR,France,2040,1797.5207620833332,169.3131975,12.641341130464482
KVE,SSP2,SP245,FR,France,2045,1706.1712454166666,108.1213025,12.39657744977169
KVE,SSP2,SP245,FR,France,2050,1806.7518533333334,167.51339000000002,12.401382407534248
KVE,SSP2,SP245,FR,France,2055,1578.4256533333332,121.478375,12.861173652968036
KVE,SSP2,SP245,FR,France,2060,1758.47059875,198.79585375,12.815973222905283
KVE,SSP2,SP245,DE,Germany,2025,2130.4009795833335,118.3415725,11.357180946347032
KVE,SSP2,SP245,DE,Germany,2026,2303.4894016666667,90.2159125,10.601762455479452
KVE,SSP2,SP245,DE,Germany,2027,2411.0362929166668,76.350035,10.104733710045663
KVE,SSP2,SP245,DE,Germany,2028,2445.572257916667,96.35904249999999,10.174286029143898
KVE,SSP2,SP245,DE,Germany,2029,2185.413757916667,97.0667775,11.15509752283105
KVE,SSP2,SP245,DE,Germany,2030,2553.10019,40.7271375,9.479712308219177
KVE,SSP2,SP245,DE,Germany,2035,2364.8690454166667,29.003629999999998,9.917397405251142
KVE,SSP2,SP245,DE,Germany,2040,2430.4020375,138.84901833333333,10.491465887978142
KVE,SSP2,SP245,DE,Germany,2045,2397.5324404166668,35.419405,9.771389534246575
KVE,SSP2,SP245,DE,Germany,2050,2243.2635066666667,66.1481975,10.47207822260274
KVE,SSP2,SP245,DE,Germany,2055,2092.056704166667,66.63303,10.951472779680365
KVE,SSP2,SP245,DE,Germany,2060,2356.8409308333335,70.44951,10.169738928734063
KVE,SSP2,SP245,EL,Greece,2025,1226.2972058333332,451.31542125,15.931998366438357
KVE,SSP2,SP245,EL,Greece,2026,1173.6502133333333,399.51327208333333,15.854906732876714
KVE,SSP2,SP245,EL,Greece,2027,1083.19890375,346.02792791666667,15.838896520547944
KVE,SSP2,SP245,EL,Greece,2028,1154.9375675,295.15677666666664,15.40187898337887
KVE,SSP2,SP245,EL,Greece,2029,1173.6244308333332,389.52260125,15.884883810502282
KVE,SSP2,SP245,EL,Greece,2030,1053.5620770833334,390.4653075,16.14207117351598
KVE,SSP2,SP245,EL,Greece,2035,1028.4116283333333,512.0952912500001,16.849189622146117
KVE,SSP2,SP245,EL,Greece,2040,1019.88698875,487.52861375,16.49340538251366
KVE,SSP2,SP245,EL,Greece,2045,935.3371525,526.2714820833334,17.113493117579907
KVE,SSP2,SP245,EL,Greece,2050,887.3685245833333,542.3407279166667,17.560295014840182
KVE,SSP2,SP245,EL,Greece,2055,960.28664375,340.1398520833333,16.220153479452055
KVE,SSP2,SP245,EL,Greece,2060,1103.8679158333334,498.5239975,16.38348677367942
KVE,SSP2,SP245,HU,Hungary,2025,1900.0391750000001,440.21900999999997,13.752757821917807
KVE,SSP2,SP245,HU,Hungary,2026,2109.2988320833333,379.86066166666666,12.846033321917808
KVE,SSP2,SP245,HU,Hungary,2027,2006.2469316666666,337.90292625,12.675108821917808
KVE,SSP2,SP245,HU,Hungary,2028,2104.0419279166667,270.6375275,12.247762411202187
KVE,SSP2,SP245,HU,Hungary,2029,1969.0398766666667,334.4116108333333,13.209609899543379
KVE,SSP2,SP245,HU,Hungary,2030,2173.51106,233.62685333333334,11.893981257990868
KVE,SSP2,SP245,HU,Hungary,2035,1957.82677625,284.2659029166667,12.906945619863015
KVE,SSP2,SP245,HU,Hungary,2040,2100.4011429166667,479.37414916666665,13.108305840163935
KVE,SSP2,SP245,HU,Hungary,2045,1953.5383908333333,313.171005,12.906346598173515
KVE,SSP2,SP245,HU,Hungary,2050,1830.8954458333333,398.91259916666667,13.715812619863014
KVE,SSP2,SP245,HU,Hungary,2055,1933.9705258333333,172.6241075,12.344198772831051
KVE,SSP2,SP245,HU,Hungary,2060,2065.0512629166665,403.9217479166667,12.845760101320582
KVE,SSP2,SP245,IE,Ireland,2025,1740.0450666666666,4.763065,11.098183876712328
KVE,SSP2,SP245,IE,Ireland,2026,1978.7209579166667,2.150855000000001,10.246757473744292
KVE,SSP2,SP245,IE,Ireland,2027,2073.256355416667,1.3165275000000003,10.106948342465753
KVE,SSP2,SP245,IE,Ireland,2028,2180.324065,2.2007125,9.779890818533698
KVE,SSP2,SP245,IE,Ireland,2029,1789.7534670833334,5.0856525,11.143347934931507
KVE,SSP2,SP245,IE,Ireland,2030,2115.0313820833335,0.03676749999999984,9.88350746347032
KVE,SSP2,SP245,IE,Ireland,2035,2052.15123625,3.095725,10.31663013242009
KVE,SSP2,SP245,IE,Ireland,2040,2120.8702879166667,4.4604550000000005,10.157701462887067
KVE,SSP2,SP245,IE,Ireland,2045,2248.5540279166667,4.97497,9.577871374429224
KVE,SSP2,SP245,IE,Ireland,2050,2031.272365,0.10087250000000036,10.100006571917808
KVE,SSP2,SP245,IE,Ireland,2055,1839.4335449999999,6.9157425,11.016997356164383
KVE,SSP2,SP245,IE,Ireland,2060,2081.1264633333335,4.077335,10.138618744307832
KVE,SSP2,SP245,IT,Italy,2025,1300.9914895833333,326.9095879166667,15.26276495091324
KVE,SSP2,SP245,IT,Italy,2026,1543.8820454166666,204.60798666666668,13.812167721461188
KVE,SSP2,SP245,IT,Italy,2027,1471.2515570833334,255.36932416666667,14.067249507990866
KVE,SSP2,SP245,IT,Italy,2028,1484.2235004166666,192.1742125,13.891920133196722
KVE,SSP2,SP245,IT,Italy,2029,1335.23219625,154.9027325,14.23793850913242
KVE,SSP2,SP245,IT,Italy,2030,1578.07206875,229.97016291666665,13.758243325342464
KVE,SSP2,SP245,IT,Italy,2035,1430.9733429166668,146.4948425,13.827054232876712
KVE,SSP2,SP245,IT,Italy,2040,1484.1509245833333,313.0577666666667,14.346093474499089
KVE,SSP2,SP245,IT,Italy,2045,1298.20196625,256.09131625000003,14.678764430365296
KVE,SSP2,SP245,IT,Italy,2050,1307.0114258333333,315.44132625000003,14.96384771917808
KVE,SSP2,SP245,IT,Italy,2055,1271.593695,182.0583025,14.419012256849314
KVE,SSP2,SP245,IT,Italy,2060,1442.5072891666666,299.84247125,14.54488560223133
KVE,SSP2,SP245,LV,Latvia,2025,3025.474204166667,14.39779,7.841983613013698
KVE,SSP2,SP245,LV,Latvia,2026,2972.8902891666667,82.0126875,8.717189053652968
KVE,SSP2,SP245,LV,Latvia,2027,2850.187678333333,18.3494225,8.42506469063927
KVE,SSP2,SP245,LV,Latvia,2028,3338.2881525,15.58028,7.098737512522769
KVE,SSP2,SP245,LV,Latvia,2029,3212.1594204166668,63.718825,7.9981954611872155
KVE,SSP2,SP245,LV,Latvia,2030,3086.08791875,32.59923,7.885993982876712
KVE,SSP2,SP245,LV,Latvia,2035,3137.1279808333334,67.0449775,8.179012315068494
KVE,SSP2,SP245,LV,Latvia,2040,3230.5698104166668,33.7130425,7.4727288535974505
KVE,SSP2,SP245,LV,Latvia,2045,3049.0587958333335,18.259045,7.821669296803653
KVE,SSP2,SP245,LV,Latvia,2050,2800.2085641666667,34.4528475,8.72508750913242
KVE,SSP2,SP245,LV,Latvia,2055,3108.4935375,40.1356475,7.863907136986302
KVE,SSP2,SP245,LV,Latvia,2060,3013.86730375,18.025147500000003,7.84637352003643
KVE,SSP2,SP245,LT,Lithuania,2025,2925.5939779166665,20.527697500000002,8.22294421347032
KVE,SSP2,SP245,LT,Lithuania,2026,2850.7368654166667,88.59732,9.129082216894977
KVE,SSP2,SP245,LT,Lithuania,2027,2756.56516625,28.574962499999998,8.768536270547944
KVE,SSP2,SP245,LT,Lithuania,2028,3253.152615,26.862585000000003,7.468896569899817
KVE,SSP2,SP245,LT,Lithuania,2029,3075.9076645833334,84.37912,8.517334398401827
KVE,SSP2,SP245,LT,Lithuania,2030,3010.43488875,43.4389675,8.186872410958905
KVE,SSP2,SP245,LT,Lithuania,2035,2996.2146916666666,73.98430499999999,8.575619638127854
KVE,SSP2,SP245,LT,Lithuania,2040,3050.230054583333,47.0065725,8.153279467213114
KVE,SSP2,SP245,LT,Lithuania,2045,2922.935230416667,22.50059,8.21979191780822
KVE,SSP2,SP245,LT,Lithuania,2050,2702.7763791666666,46.8583575,9.122680828767123
KVE,SSP2,SP245,LT,Lithuania,2055,2985.094745,45.625855,8.281219320776255
KVE,SSP2,SP245,LT,Lithuania,2060,2945.7799479166665,27.9003275,8.173399246357013
KVE,SSP2,SP245,LU,Luxembourg,2025,2064.8851445833334,148.3676725,11.687366771689499
KVE,SSP2,SP245,LU,Luxembourg,2026,2337.6646516666665,97.0505775,10.459807618721461
KVE,SSP2,SP245,LU,Luxembourg,2027,2495.8416495833335,77.23299250000001,9.843968676940639
KVE,SSP2,SP245,LU,Luxembourg,2028,2362.419987083333,98.75633499999999,10.341124521857925
KVE,SSP2,SP245,LU,Luxembourg,2029,2131.1312158333335,70.469785,11.045089510273973
KVE,SSP2,SP245,LU,Luxembourg,2030,2545.3824920833335,30.54884,9.314074618721461
KVE,SSP2,SP245,LU,Luxembourg,2035,2464.1048841666666,22.39877,9.466561358447487
KVE,SSP2,SP245,LU,Luxembourg,2040,2384.851651666667,126.87311749999999,10.613326270491802
KVE,SSP2,SP245,LU,Luxembourg,2045,2354.0183395833333,52.63702249999999,9.97798141894977
KVE,SSP2,SP245,LU,Luxembourg,2050,2289.8662229166666,97.08359250000001,10.491470539954339
KVE,SSP2,SP245,LU,Luxembourg,2055,2142.917066666667,51.39083,10.602186228310503
KVE,SSP2,SP245,LU,Luxembourg,2060,2370.542644583333,91.9842275,10.25253445582878
KVE,SSP2,SP245,NL,Netherlands,2025,1716.3433275,80.93022500000001,12.37325755936073
KVE,SSP2,SP245,NL,Netherlands,2026,1824.1810058333333,60.08914,11.727535934931506
KVE,SSP2,SP245,NL,Netherlands,2027,2072.1024825,41.1517575,10.827769770547945
KVE,SSP2,SP245,NL,Netherlands,2028,2064.1002079166665,62.661699999999996,10.943654010701275
KVE,SSP2,SP245,NL,Netherlands,2029,1808.6525941666666,82.184495,12.172804396118723
KVE,SSP2,SP245,NL,Netherlands,2030,2149.0136216666665,21.111890000000002,10.419127078767124
KVE,SSP2,SP245,NL,Netherlands,2035,2053.745915,16.764764999999997,10.67580166780822
KVE,SSP2,SP245,NL,Netherlands,2040,2155.8692654166666,85.78020541666667,10.995159589025501
KVE,SSP2,SP245,NL,Netherlands,2045,2042.7045316666668,16.96612,10.513163044520548
KVE,SSP2,SP245,NL,Netherlands,2050,1873.6281020833333,27.72917,11.211330632420092
KVE,SSP2,SP245,NL,Netherlands,2055,1650.3682458333333,43.539534999999994,12.097093929223744
KVE,SSP2,SP245,NL,Netherlands,2060,1880.3401525,49.2835925,11.352259220173043
KVE,SSP2,SP245,NO,Norway,2025,4091.8729208333334,0.044480000000000075,4.4097551837899545
KVE,SSP2,SP245,NO,Norway,2026,4319.306966666667,0.0,3.770235294520548
KVE,SSP2,SP245,NO,Norway,2027,4414.9150575,0.0,3.459251140410959
KVE,SSP2,SP245,NO,Norway,2028,4457.746859583333,0.11753750000000007,3.394100046675774
KVE,SSP2,SP245,NO,Norway,2029,4318.915565,0.5754074999999998,3.838391960045662
KVE,SSP2,SP245,NO,Norway,2030,4552.541034166667,2.276584999999999,3.1850558196347034
KVE,SSP2,SP245,NO,Norway,2035,4208.254863333334,0.6955475,4.237102955479452
KVE,SSP2,SP245,NO,Norway,2040,5104.809596666667,0.0,1.6195101867030965
KVE,SSP2,SP245,NO,Norway,2045,4596.5733504166665,0.12976999999999972,3.0432347374429223
KVE,SSP2,SP245,NO,Norway,2050,4279.9364445833335,0.0,3.864782607305936
KVE,SSP2,SP245,NO,Norway,2055,4206.852815416667,1.198365,4.15473850913242
KVE,SSP2,SP245,NO,Norway,2060,4154.350050833334,2.4151374999999993,4.3288878734061935
KVE,SSP2,SP245,PL,Poland,2025,2423.19992125,74.009015,10.230736987442922
KVE,SSP2,SP245,PL,Poland,2026,2484.9948083333334,124.80570999999999,10.444803817351598
KVE,SSP2,SP245,PL,Poland,2027,2473.5088358333333,84.6827875,9.960693889269407
KVE,SSP2,SP245,PL,Poland,2028,2779.0681954166666,65.7030325,9.134159030054645
KVE,SSP2,SP245,PL,Poland,2029,2522.707375833333,132.25213,10.441124496575343
KVE,SSP2,SP245,PL,Poland,2030,2691.2111479166665,56.084465,9.30827951369863
KVE,SSP2,SP245,PL,Poland,2035,2519.3101016666665,83.90998250000001,9.990487746575342
KVE,SSP2,SP245,PL,Poland,2040,2602.2375141666666,136.60213458333334,10.020457702641165
KVE,SSP2,SP245,PL,Poland,2045,2565.086640833333,37.6162225,9.454246584474886
KVE,SSP2,SP245,PL,Poland,2050,2349.3200945833332,73.1356725,10.339415439497717
KVE,SSP2,SP245,PL,Poland,2055,2450.68949375,49.868492499999995,9.924815171232876
KVE,SSP2,SP245,PL,Poland,2060,2560.604624583333,68.3348275,9.641839192850638
KVE,SSP2,SP245,PT,Portugal,2025,677.30614,456.72983208333335,17.27763254223744
KVE,SSP2,SP245,PT,Portugal,2026,1062.60962125,327.8005841666667,15.56953392237443
KVE,SSP2,SP245,PT,Portugal,2027,960.5214475,534.74909,16.602365224885844
KVE,SSP2,SP245,PT,Portugal,2028,934.3754125,424.10497125,16.27530546903461
KVE,SSP2,SP245,PT,Portugal,2029,656.0852479166666,319.58497125,16.777476575342465
KVE,SSP2,SP245,PT,Portugal,2030,1026.0643158333332,217.35626666666667,15.091084277397261
KVE,SSP2,SP245,PT,Portugal,2035,929.5550458333333,264.765675,15.421166262557076
KVE,SSP2,SP245,PT,Portugal,2040,868.8279516666666,253.27344,15.763035820810565
KVE,SSP2,SP245,PT,Portugal,2045,878.8747133333334,321.9315316666667,15.900665881278538
KVE,SSP2,SP245,PT,Portugal,2050,1020.4813541666667,430.38058083333334,15.871445206621003
KVE,SSP2,SP245,PT,Portugal,2055,675.4191666666667,447.3349583333333,17.194035735159815
KVE,SSP2,SP245,PT,Portugal,2060,650.1830616666667,561.7731929166666,17.65347680327869
KVE,SSP2,SP245,RO,Romania,2025,2426.0646475,259.85047875,11.463426365296803
KVE,SSP2,SP245,RO,Romania,2026,2382.7646033333335,271.07916374999996,11.649345166666667
KVE,SSP2,SP245,RO,Romania,2027,2235.0731445833335,264.16490708333333,11.740242348173517
KVE,SSP2,SP245,RO,Romania,2028,2574.14426375,146.244645,10.304017988387978
KVE,SSP2,SP245,RO,Romania,2029,2351.0726991666666,204.1313075,11.47973896347032
KVE,SSP2,SP245,RO,Romania,2030,2409.9153175,148.850455,10.729194496575342
KVE,SSP2,SP245,RO,Romania,2035,2263.1835854166666,264.418705,11.913591092465753
KVE,SSP2,SP245,RO,Romania,2040,2364.8950470833333,344.05024791666665,11.844282673041894
KVE,SSP2,SP245,RO,Romania,2045,2224.4160016666665,297.28443,12.06338165981735
KVE,SSP2,SP245,RO,Romania,2050,1928.7567695833334,371.28089625,13.421429801369861
KVE,SSP2,SP245,RO,Romania,2055,2294.8325970833334,116.95247499999999,10.959260047945206
KVE,SSP2,SP245,RO,Romania,2060,2409.1340970833335,266.64554791666666,11.326448087431693
KVE,SSP2,SP245,SK,Slovakia,2025,2436.3049979166667,180.1897625,10.893289103881278
KVE,SSP2,SP245,SK,Slovakia,2026,2657.9518745833334,180.26131,10.226550788812785
KVE,SSP2,SP245,SK,Slovakia,2027,2597.801825416667,157.2594575,9.99427428652968
KVE,SSP2,SP245,SK,Slovakia,2028,2736.4630025,122.407535,9.54137171903461
KVE,SSP2,SP245,SK,Slovakia,2029,2509.440632083333,145.76380416666666,10.542025248858447
KVE,SSP2,SP245,SK,Slovakia,2030,2767.307009583333,74.8874825,9.194235219178083
KVE,SSP2,SP245,SK,Slovakia,2035,2532.862505,115.16845,10.198150405251141
KVE,SSP2,SP245,SK,Slovakia,2040,2686.933365,243.78714374999998,10.303229327185791
KVE,SSP2,SP245,SK,Slovakia,2045,2607.771041666667,95.5897175,9.771138529680364
KVE,SSP2,SP245,SK,Slovakia,2050,2384.0410337499998,154.2172575,10.78930787214612
KVE,SSP2,SP245,SK,Slovakia,2055,2531.1407779166666,51.95433499999999,9.711121843607307
KVE,SSP2,SP245,SK,Slovakia,2060,2671.9156804166664,165.73974791666666,9.891333715846995
KVE,SSP2,SP245,SI,Slovenia,2025,1914.0722458333332,264.5255525,12.908158184931509
KVE,SSP2,SP245,SI,Slovenia,2026,2330.05177125,189.4676375,11.266236875570774
KVE,SSP2,SP245,SI,Slovenia,2027,2276.3826025,217.9901725,11.261565874429223
KVE,SSP2,SP245,SI,Slovenia,2028,2299.5835670833335,154.94997999999998,11.087335178734062
KVE,SSP2,SP245,SI,Slovenia,2029,2055.26011625,105.7117075,11.591266826484018
KVE,SSP2,SP245,SI,Slovenia,2030,2469.284274583333,107.1026625,10.26542099543379
KVE,SSP2,SP245,SI,Slovenia,2035,2112.332160833333,101.558825,11.358044396118721
KVE,SSP2,SP245,SI,Slovenia,2040,2292.9170370833335,249.41339583333334,11.439183071493623
KVE,SSP2,SP245,SI,Slovenia,2045,2107.1606833333335,203.11130416666666,11.818586826484019
KVE,SSP2,SP245,SI,Slovenia,2050,2043.2083379166666,212.25901000000002,12.17263212785388
KVE,SSP2,SP245,SI,Slovenia,2055,2050.81932375,88.0465,11.405050279680365
KVE,SSP2,SP245,SI,Slovenia,2060,2250.886697916667,258.1017170833333,11.7073366643898
KVE,SSP2,SP245,ES,Spain,2025,1059.9222158333334,450.4960658333333,16.26295968607306
KVE,SSP2,SP245,ES,Spain,2026,1471.74279875,293.6204675,14.355150644977169
KVE,SSP2,SP245,ES,Spain,2027,1343.3178858333333,438.85711625,15.324355626712329
KVE,SSP2,SP245,ES,Spain,2028,1312.4767175,388.9938975,15.20818260701275
KVE,SSP2,SP245,ES,Spain,2029,1052.71475375,288.2837425,15.434605914383562
KVE,SSP2,SP245,ES,Spain,2030,1381.4939258333334,239.91523,14.291688374429224
KVE,SSP2,SP245,ES,Spain,2035,1327.8028216666667,248.6534725,14.433952358447488
KVE,SSP2,SP245,ES,Spain,2040,1236.8694495833333,286.3376525,14.88534619193989
KVE,SSP2,SP245,ES,Spain,2045,1179.7167191666667,352.654185,15.411133087899543
KVE,SSP2,SP245,ES,Spain,2050,1391.1940933333333,424.9419370833333,14.872660090182647
KVE,SSP2,SP245,ES,Spain,2055,1042.3504383333334,392.913745,15.904347696347031
KVE,SSP2,SP245,ES,Spain,2060,1092.5914741666666,551.5785208333333,16.500111856785065
KVE,SSP2,SP245,SE,Sweden,2025,3623.096525,3.2980899999999984,5.878414359589041
KVE,SSP2,SP245,SE,Sweden,2026,3898.9330916666668,6.5019325,5.198645672374429
KVE,SSP2,SP245,SE,Sweden,2027,3996.6026895833334,0.0,4.799408364155251
KVE,SSP2,SP245,SE,Sweden,2028,4082.9875920833333,1.2416099999999997,4.575176010928962
KVE,SSP2,SP245,SE,Sweden,2029,3892.4101475,4.7250175,5.249521509132419
KVE,SSP2,SP245,SE,Sweden,2030,4177.900273333334,11.5364475,4.463590376712329
KVE,SSP2,SP245,SE,Sweden,2035,3887.5652929166667,16.651502500000003,5.55246921803653
KVE,SSP2,SP245,SE,Sweden,2040,4715.311824166667,0.8932900000000004,2.8333153779599267
KVE,SSP2,SP245,SE,Sweden,2045,4142.52284,3.7985950000000006,4.46961253652968
KVE,SSP2,SP245,SE,Sweden,2050,3830.146204166667,4.082845000000001,5.282965626712329
KVE,SSP2,SP245,SE,Sweden,2055,3810.6625566666667,8.779597500000001,5.501884934931507
KVE,SSP2,SP245,SE,Sweden,2060,3818.7571220833333,6.908047500000001,5.358630463342441
VNI,SSP3,SP370,AT,Austria,2025,3583.6703875,34.035557499999996,6.406470377853881
VNI,SSP3,SP370,AT,Austria,2026,2991.0850516666665,50.45288000000001,8.187340502283105
VNI,SSP3,SP370,AT,Austria,2027,3204.6490833333332,60.7640975,7.617715309360731
VNI,SSP3,SP370,AT,Austria,2028,3483.5359175,12.0826675,6.361335511156649
VNI,SSP3,SP370,AT,Austria,2029,3377.3223425,31.017185,6.86357521803653
VNI,SSP3,SP370,AT,Austria,2030,3011.877320833333,105.29007,8.560284875570776
VNI,SSP3,SP370,AT,Austria,2035,3214.2731095833333,25.93373,7.271938526255707
VNI,SSP3,SP370,AT,Austria,2040,3310.11217125,30.756507499999998,7.147106898907103
VNI,SSP3,SP370,AT,Austria,2045,2972.4488616666667,19.481685,7.939755301369863
VNI,SSP3,SP370,AT,Austria,2050,2917.1176254166667,77.49557,8.748113432648402
VNI,SSP3,SP370,AT,Austria,2055,2699.0174333333334,84.6474375,9.456819571917809
VNI,SSP3,SP370,AT,Austria,2060,3297.7026841666666,17.022902500000004,6.95088594262295
VNI,SSP3,SP370,BE,Belgium,2025,2381.5876041666666,65.296335,10.218061432648401
VNI,SSP3,SP370,BE,Belgium,2026,1955.3516008333334,46.499539999999996,11.183677964611872
VNI,SSP3,SP370,BE,Belgium,2027,2131.3659029166665,34.606615,10.446083847031964
VNI,SSP3,SP370,BE,Belgium,2028,2296.6427891666667,7.9293825,9.728874075591985
VNI,SSP3,SP370,BE,Belgium,2029,2226.2715883333335,20.957575000000002,10.139331121004565
VNI,SSP3,SP370,BE,Belgium,2030,1940.4086320833333,106.046305,11.650494407534246
VNI,SSP3,SP370,BE,Belgium,2035,2079.892209583333,16.589925,10.501348228310503
VNI,SSP3,SP370,BE,Belgium,2040,2138.2665929166665,32.4241425,10.652783501821494
VNI,SSP3,SP370,BE,Belgium,2045,1996.37620625,54.32595250000001,10.993468834474886
VNI,SSP3,SP370,BE,Belgium,2050,1830.6887991666667,144.59351,12.314934036529682
VNI,SSP3,SP370,BE,Belgium,2055,1887.0247654166667,51.078502500000006,11.455210930365297
VNI,SSP3,SP370,BE,Belgium,2060,2088.9145070833333,38.00911,10.64514316029144
VNI,SSP3,SP370,BG,Bulgaria,2025,2341.679585,131.7468425,10.830738293378996
VNI,SSP3,SP370,BG,Bulgaria,2026,1926.7634858333333,207.5641925,12.55588474543379
VNI,SSP3,SP370,BG,Bulgaria,2027,2215.0207145833333,312.78504458333333,12.14354097260274
VNI,SSP3,SP370,BG,Bulgaria,2028,2242.2465720833334,172.91026499999998,11.426581987704918
VNI,SSP3,SP370,BG,Bulgaria,2029,2084.5896258333332,285.0865954166667,12.423658628995433
VNI,SSP3,SP370,BG,Bulgaria,2030,2068.8146533333334,310.72758916666663,12.678675584474886
VNI,SSP3,SP370,BG,Bulgaria,2035,2033.3113491666668,165.664455,12.020289633561644
VNI,SSP3,SP370,BG,Bulgaria,2040,2242.7501675,284.37680124999997,12.0128733356102
VNI,SSP3,SP370,BG,Bulgaria,2045,1855.20361125,205.1576125,12.84670656392694
VNI,SSP3,SP370,BG,Bulgaria,2050,2105.3765750000002,279.8381725,12.580367025114153
VNI,SSP3,SP370,BG,Bulgaria,2055,1674.1169266666666,394.3741220833333,14.13566091324201
VNI,SSP3,SP370,BG,Bulgaria,2060,2077.44308875,275.60193375,12.47168574453552
VNI,SSP3,SP370,HR,Croatia,2025,2102.182837916667,158.3804075,11.6990769783105
VNI,SSP3,SP370,HR,Croatia,2026,1706.2936554166668,284.90944791666664,13.602690872146118
VNI,SSP3,SP370,HR,Croatia,2027,1802.0433070833333,351.06883208333335,13.405720396118722
VNI,SSP3,SP370,HR,Croatia,2028,1902.3759058333333,161.82252791666667,12.333275438296903
VNI,SSP3,SP370,HR,Croatia,2029,1944.3625904166668,199.31660916666667,12.231918601598174
VNI,SSP3,SP370,HR,Croatia,2030,1675.7794633333333,442.75177333333335,14.364643515981735
VNI,SSP3,SP370,HR,Croatia,2035,1787.33846625,194.2392325,12.947727206621005
VNI,SSP3,SP370,HR,Croatia,2040,1889.4414133333332,294.17187083333334,13.076553778460838
VNI,SSP3,SP370,HR,Croatia,2045,1600.7759195833335,164.990155,13.378489837899542
VNI,SSP3,SP370,HR,Croatia,2050,1719.91525625,362.89098916666666,14.10028093607306
VNI,SSP3,SP370,HR,Croatia,2055,1377.18958625,468.2559125,15.294100013698632
VNI,SSP3,SP370,HR,Croatia,2060,1820.43587875,156.28756375,12.421458272996356
VNI,SSP3,SP370,CZ,Czechia,2025,3031.347296666667,130.09078,8.701747325342467
VNI,SSP3,SP370,CZ,Czechia,2026,2446.497245,101.0839725,10.185536446347033
