nuts0,country,year,hdd_annual,cdd_annual,tas_annual
DK,Denmark,2038,2324.940010497228,4.514417971999833,282.7178787111038
DK,Denmark,2039,2197.6518142511873,12.994259902710976,283.2387677946757
DK,Denmark,2040,2451.238013117276,2.217504100933998,282.1923328250859
DK,Denmark,2041,2334.4780409657587,14.021414147014678,282.78281181426735
DK,Denmark,2042,2296.1958308559047,26.489909863023293,283.09120435477786
DK,Denmark,2043,2215.668747288325,10.665461017653277,283.1105025116938
DK,Denmark,2044,2609.9655994580494,5.0009108948332575,282.0018413496017
DK,Denmark,2045,2428.334722698218,12.787831689369854,282.69160823234705
DK,Denmark,2046,2490.578517415481,7.676979898338434,282.33391812612047
DK,Denmark,2047,2707.275125600111,14.410323495946393,281.88016723933197
DK,Denmark,2048,2476.4054725066453,16.603569462739593,282.58321103199563
DK,Denmark,2049,2735.080333056276,11.071265393204255,281.67283042798175
DK,Denmark,2050,2017.7848619495708,6.897839129950172,283.64515469688405
DK,Denmark,2051,2312.439977965732,10.011345758530897,282.7803846533641
DK,Denmark,2052,2545.011722697221,4.071165102555367,282.0373727177122
DK,Denmark,2053,2508.481663091778,18.097041961054394,282.28774166519895
DK,Denmark,2054,2402.6998671971764,3.7213977566745307,282.4459980242034
DK,Denmark,2055,2560.043209036022,6.14852548517439,282.0502500729453
DK,Denmark,2056,2306.216090214217,2.563123089259403,282.6934421158026
DK,Denmark,2057,2490.390769798065,20.78901796617332,282.5482115187669
DK,Denmark,2058,2270.316280914259,5.880115468197144,282.85524494207476
DK,Denmark,2059,2673.886990455112,7.4295236201662505,281.7869387269852
DK,Denmark,2060,2660.0490741717063,13.164031477808095,281.93547113357744
DK,Denmark,2061,2595.3119462048967,4.473415343744027,281.8564872631038
DK,Denmark,2062,2125.550131903936,36.91873838032153,283.85653231473793
DK,Denmark,2063,2229.581179491578,16.263582064324744,283.1343518979898
DK,Denmark,2064,2361.6883640308192,9.119442643916253,282.6991622054895
DK,Denmark,2065,2158.1781928030346,7.748114427408741,283.11494662198527
DK,Denmark,2066,2297.9830610042222,2.342917350346984,282.6078553812166
DK,Denmark,2067,2320.3155428269997,6.038743309994529,282.7928018620376
DK,Denmark,2068,2621.5519056983294,7.131667585704461,281.86597595718274
DK,Denmark,2069,2204.143275963619,22.317912052064244,283.49017548006765
DK,Denmark,2070,2659.0472204023745,22.903155181604014,282.1136796949105
DK,Denmark,2071,2122.3783808230964,31.160305755430265,283.8488290757008
DK,Denmark,2072,2271.9439188969955,14.081170102676047,283.0024873829187
DK,Denmark,2073,2485.7963688011987,18.891787715506922,282.4464606605852
DK,Denmark,2074,2115.2550670855258,8.659452911165479,283.4575135293654
DK,Denmark,2075,2162.906407774918,7.965842849725223,283.2555147472164
DK,Denmark,2076,2481.5924999054,7.261770282404725,282.24897966846555
DK,Denmark,2077,2177.9606281211386,2.9998071662890293,283.0997305848229
DK,Denmark,2078,2052.8039805432973,2.000376284311654,283.39690205861217
DK,Denmark,2079,2471.8313153834556,31.143210040062936,282.54480245362106
DK,Denmark,2080,2456.38193724966,2.3841974626509304,282.2252838979828
DK,Denmark,2081,2472.0348094016745,4.9059710559257335,282.1802755947328
DK,Denmark,2082,2366.202055095713,42.331769936076896,283.0813082943107
DK,Denmark,2083,2340.9254990235995,30.14591232144156,283.00237955340623
DK,Denmark,2084,2568.708175665935,6.21079591752145,282.0916726697432
DK,Denmark,2085,2359.170610585228,17.273430436419932,282.7863486468119
