nuts0,country,year,hdd_annual,cdd_annual,tas_annual
AT,Austria,1978,3733.0512080011467,73.20348143211936,279.3547217163839
AT,Austria,1979,3471.1239765604205,98.66225603171962,280.202460946234
AT,Austria,1980,3409.28632455571,40.915610028303874,280.00754187590866
AT,Austria,1981,3381.703613900689,48.753377970990144,280.1429553645377
AT,Austria,1982,3428.2293321682337,37.31154542402249,279.8725099838967
AT,Austria,1983,3613.14197400422,37.90334202708559,279.2810641668285
AT,Austria,1984,3916.4889071412317,28.63194952460653,278.4923188721858
AT,Austria,1985,3487.2496698409477,37.23260268366472,279.74712102768774
AT,Austria,1986,3482.124470856398,66.95505908558398,280.0035757501626
AT,Austria,1987,3483.632720557649,61.6847502085686,279.96576351769534
AT,Austria,1988,3554.922999745741,33.986923627763254,279.59017683559745
AT,Austria,1989,3555.7159566404293,19.361736409340136,279.393138831371
AT,Austria,1990,3647.948555965075,25.64684200596804,279.17606270147223
AT,Austria,1991,3670.064970801799,35.07519999080047,279.22204848252466
AT,Austria,1992,3725.4820069909256,29.425028703474457,279.0323135532759
AT,Austria,1993,3756.6320677924678,38.091876849219304,278.9664630598565
AT,Austria,1994,3504.234699632894,29.18230975425237,279.59289606877036
AT,Austria,1995,3687.957887064201,43.00945775173591,279.1772323914211
AT,Austria,1996,3856.4216672468006,44.67781996765527,278.75153423674897
AT,Austria,1997,3647.514201480489,26.67863707877678,279.168110971429
AT,Austria,1998,3233.922233980104,63.81989818761826,280.7603995276466
AT,Austria,1999,3346.6482337739485,36.8660446664678,280.0994907460157
AT,Austria,2000,3097.586370708307,75.82743923701432,281.1879448389653
AT,Austria,2001,3507.982545025083,51.63283659156196,279.7825445191583
AT,Austria,2002,3549.8658138145393,37.93049129023652,279.518912538432
AT,Austria,2003,3307.0787046094065,48.737483258056756,280.32759136955053
AT,Austria,2004,3647.4380902579,54.68244349634124,279.4825031535237
AT,Austria,2005,4012.313315291205,49.39969842715962,278.390544215329
AT,Austria,2006,3392.8494400491454,78.64963105743684,280.3303846559204
AT,Austria,2007,3650.966146290665,74.04693640106522,279.59054458245157
AT,Austria,2008,3590.486337191368,64.96106246042012,279.66470704100084
AT,Austria,2009,3575.017853008296,31.03755937366854,279.40863707660515
AT,Austria,2010,3913.1261606087965,26.59203016372892,278.490002833945
AT,Austria,2011,3210.1926067329277,121.75155427416853,281.0731528808676
AT,Austria,2012,3450.4970190142994,58.675375520836,279.9908003032576
AT,Austria,2013,3471.437131063439,53.952530872229204,280.000518123981
AT,Austria,2014,3462.0377743901054,32.3345740631637,279.74191296030733
AT,Austria,2015,3839.3481155820973,70.7780240224497,279.0702755783165
AT,Austria,2016,3126.819044175284,69.85649263632347,281.1349850453833
AT,Austria,2017,3478.5929406659166,28.795109027410312,279.67549085309554
AT,Austria,2018,3561.1904429771657,22.272953100012735,279.33447629383267
AT,Austria,2019,3406.9146635794677,33.116923451642975,279.85525202801244
AT,Austria,2020,3663.0139274986027,60.39854507524092,279.5066743380863
AT,Austria,2021,3908.193335782021,24.322729524897525,278.47433324648875
AT,Austria,2022,3265.6686747485683,67.5758933891373,280.59544715205374
AT,Austria,2023,3543.6749044247335,29.620234894043335,279.51690409984565
AT,Austria,2024,3444.953087698039,43.03463444460362,279.87910435031614
AT,Austria,2025,3379.147460837651,27.660343725848723,279.9678750839332
AT,Austria,2026,3732.4068119930553,33.3475823203149,279.0181873036882
AT,Austria,2027,3906.6582793442817,60.98789842927525,278.7258199705523
AT,Austria,2028,3633.1064167616055,53.175922182090545,279.5246701095913
AT,Austria,2029,3350.720557069407,72.93112179612119,280.3710000710472
AT,Austria,2030,2990.509588406021,116.780432581281,281.64868580573636
AT,Austria,2031,3207.463852430654,132.8334620957977,281.19911619366195
AT,Austria,2032,3493.8160978043898,51.93700911543712,279.8793492324627
AT,Austria,2033,3352.6571614876275,87.70261746871319,280.53161837683473
AT,Austria,2034,3125.309149258901,110.36882910180742,281.30169316241006
AT,Austria,2035,3573.238711685226,31.24021304957744,279.41457369773246
AT,Austria,2036,3264.824535290105,64.0316369880739,280.6476298164422
AT,Austria,2037,3036.595757061859,71.40010465640484,281.2961356318799
AT,Austria,2038,3297.2488583133672,60.88508901747397,280.40053112825836
AT,Austria,2039,3065.554361470564,95.11462189552378,281.3643705626538
AT,Austria,2040,3318.2890649199485,37.63053533543387,280.1956850032394
AT,Austria,2041,3389.9292805652517,67.32855523565782,280.2741305574624
AT,Austria,2042,3110.7305325553025,125.62399730594679,281.4055781773357
AT,Austria,2043,3342.469790853551,68.43604776952584,280.4147289708471
AT,Austria,2044,3419.4119424473165,75.04128824474051,280.3704322334002
AT,Austria,2045,3372.970376541699,56.18192234086598,280.14264911947384
AT,Austria,2046,3433.3187236574586,55.31975602729099,280.0525669064165
AT,Austria,2047,3464.0375753938188,93.33433599293079,280.2901846865908
AT,Austria,2048,3394.411455370948,96.22700259978197,280.4738036594644
